2,2,9,1,13,17
2,2,9,12,13,17
1,3,6,3,12,13
1,6,6,9,4,2
1,6,6,9,4,2
1,3,6,3,4,2
1,3,3,3,12,13
1,3,6,3,12,13
1,6,6,9,4,2
1,6,6,9,4,2
1,3,3,3,12,13
2,5,9,2,5,10
1,6,6,9,4,2
2,2,9,12,13,17
2,5,9,2,13,10
2,2,9,12,13,17
1,6,6,9,4,2
1,6,6,9,4,2
1,6,6,9,4,2
1,3,6,3,4,2
1,6,6,9,4,2
1,3,3,3,12,13
1,3,3,3,13,13
1,3,3,3,12,13
1,3,6,3,12,13
1,6,6,9,4,2
2,2,9,12,13,17
1,3,3,3,13,13
2,5,1,2,6,10
1,6,6,9,4,2
3,4,7,4,4,15
1,3,6,3,4,2
1,6,6,3,4,2
2,5,9,2,5,17
2,2,9,12,13,17
2,2,9,1,13,17
2,2,9,12,13,17
1,3,3,3,12,13
2,2,9,12,13,17
1,3,3,3,12,13
1,3,3,3,12,13
1,3,6,3,4,2
1,6,6,9,4,2
1,6,6,9,4,2
1,6,7,9,4,15
2,2,9,1,13,17
1,3,3,3,12,13
1,4,7,9,4,15
1,3,3,3,12,13
1,3,3,3,12,13
1,3,3,3,12,13
1,3,3,3,13,13
2,2,9,1,13,17
1,6,6,9,4,2
1,6,6,9,4,2
2,5,9,2,5,10
1,6,6,9,4,2
1,3,3,3,12,13
1,6,6,9,4,2
2,3,3,12,13,13
2,2,3,12,13,17
1,6,6,9,4,2
1,3,3,3,12,13
2,2,9,12,13,17
2,5,9,2,5,10
2,2,9,12,13,17
2,2,9,12,13,17
2,2,9,1,13,17
1,6,6,9,4,2
1,3,6,3,12,13
2,2,9,12,13,17
1,3,3,3,13,13
3,4,7,7,4,15
2,2,9,12,13,17
1,6,6,9,4,2
2,2,9,12,13,17
1,6,6,9,4,2
1,3,3,3,13,13
2,2,9,12,13,17
1,6,6,9,4,2
1,3,6,3,12,13
2,2,3,12,13,17
1,4,7,9,4,15
1,6,6,9,4,2
1,6,6,9,4,2
1,3,3,3,12,13
1,3,3,3,12,13
1,6,6,9,4,2
1,3,6,3,12,2
2,2,9,12,13,17
1,3,3,3,12,13
2,2,9,12,13,17
2,2,9,12,13,17
1,3,6,3,12,13
1,6,6,9,4,2
3,4,7,8,4,15
2,2,9,12,13,17
1,3,3,3,12,13
2,2,9,12,13,17
1,3,3,3,12,13
1,3,3,3,12,13
3,1,4,7,6,7
1,3,3,3,12,13
2,2,9,12,13,17
1,6,6,9,4,2
1,4,7,9,4,15
1,6,6,9,4,2
2,3,3,12,13,13
1,6,6,9,4,2
1,3,3,3,12,13
2,2,9,12,13,17
1,3,3,3,12,13
1,3,3,3,12,13
1,3,3,3,13,13
1,3,3,3,12,13
2,5,9,2,5,10
1,6,6,9,4,2
2,2,9,12,13,17
1,6,6,9,4,2
1,3,3,3,12,13
2,5,9,2,5,10
2,2,9,12,13,17
1,3,3,3,12,13
2,5,9,2,13,17
1,3,6,3,12,13
2,2,9,12,13,17
2,5,1,2,6,10
2,5,9,1,5,10
1,3,3,3,13,13
1,6,6,9,4,2
3,4,7,7,4,15
2,2,9,12,13,17
1,3,3,3,12,13
1,6,6,9,4,2
1,6,6,3,4,2
2,2,9,12,13,17
1,3,3,3,12,13
1,3,3,3,12,13
1,3,3,3,12,13
1,6,6,3,4,2
2,2,9,12,13,17
1,6,6,9,4,2
1,3,3,3,12,13
1,6,6,9,4,2
1,3,3,3,12,13
1,3,3,3,12,13
3,1,4,11,6,7
1,6,6,3,4,2
1,6,6,9,4,2
2,2,9,12,13,17
1,6,6,9,4,2
2,2,9,1,13,17
2,2,9,12,13,17
3,4,7,11,4,15
2,2,9,12,13,17
2,5,1,2,5,10
1,3,3,3,12,13
1,3,6,3,12,13
2,5,1,2,6,10
1,3,6,3,4,2
2,5,9,2,5,10
2,2,9,12,13,17
1,3,3,3,12,13
1,6,6,9,4,2
1,6,6,9,4,2
1,6,6,9,4,2
2,2,9,12,13,17
1,3,6,3,12,13
2,2,9,12,13,17
2,5,1,2,5,10
2,2,9,12,13,17
1,3,3,3,12,13
1,3,3,3,13,13
1,3,3,3,12,13
2,2,9,12,13,17
1,3,3,3,12,13
1,3,6,3,4,2
1,3,3,3,12,13
1,3,6,3,12,13
1,3,3,3,13,13
2,2,9,12,13,17
2,2,9,12,13,17
1,3,6,3,12,13
1,3,6,3,12,13
1,4,7,9,4,15
1,3,3,3,12,13
1,3,3,3,12,13
1,3,3,3,12,13
1,3,3,3,12,13
2,3,3,12,13,13
1,3,3,3,12,13
2,2,9,1,13,17
1,3,3,3,13,13
2,2,9,12,13,17
2,2,9,12,13,17
