1,4,4,12,2,3
1,3,1,12,1,6
3,2,7,6,3,9
3,6,2,6,15,18
3,6,2,6,15,18
3,2,7,6,3,9
3,2,7,6,3,9
3,2,7,10,3,9
3,6,9,6,15,13
3,6,9,6,15,18
3,2,7,10,3,9
1,4,6,5,2,3
3,6,2,6,15,18
1,3,1,12,1,6
1,4,6,12,2,3
1,3,1,12,1,6
3,6,2,6,15,18
3,6,2,6,15,18
3,6,2,6,15,18
3,2,7,6,3,9
3,6,2,6,15,18
3,2,7,10,3,9
1,3,7,12,3,9
3,2,7,10,3,9
3,2,7,6,3,9
3,6,9,6,9,13
1,3,1,12,1,6
2,2,7,10,3,9
1,4,6,5,2,3
3,6,9,6,15,18
3,6,9,6,9,13
3,6,2,6,15,18
2,2,5,2,15,12
1,4,6,12,2,3
1,3,1,12,1,6
1,4,6,12,2,3
1,3,1,12,1,6
3,2,7,10,3,9
1,3,1,12,1,6
1,2,7,10,3,9
3,2,7,10,3,9
3,2,7,6,3,9
3,6,2,6,15,18
3,6,2,6,15,18
3,6,9,6,9,13
1,3,4,12,2,3
2,2,7,10,3,9
3,6,9,6,9,13
3,2,7,10,3,9
3,2,7,10,3,9
3,2,7,10,3,9
2,3,7,12,1,9
1,4,4,12,2,3
3,6,2,6,15,18
3,6,2,6,15,18
1,4,6,5,2,3
3,6,9,6,15,18
1,2,7,10,3,9
3,6,2,6,15,18
1,3,7,12,3,9
2,3,7,12,1,6
3,6,2,6,15,18
3,2,7,6,3,9
1,3,1,12,1,6
1,4,6,12,2,3
1,4,1,12,1,6
1,4,4,12,2,3
1,4,1,12,1,6
3,6,2,6,15,18
3,2,7,10,3,9
1,3,1,12,1,6
1,3,7,12,3,9
3,6,9,6,15,13
1,3,1,12,1,6
3,6,2,6,15,18
1,3,1,12,1,6
3,6,2,6,15,18
1,2,7,10,3,9
2,3,1,12,1,6
3,6,2,6,15,18
3,2,7,10,3,9
1,3,7,12,1,6
3,6,9,6,15,13
3,6,2,6,15,18
3,6,2,6,15,18
3,2,7,10,3,9
3,2,7,10,3,9
3,6,2,6,15,18
3,2,7,6,3,9
1,3,1,12,1,6
2,2,7,10,3,9
2,3,1,12,1,6
1,3,7,12,3,9
3,2,7,10,3,9
3,6,2,6,15,18
3,6,9,6,9,13
1,3,1,12,1,6
3,2,7,10,3,9
1,4,4,12,2,3
3,2,7,10,3,9
3,2,7,10,3,9
3,1,9,11,11,13
3,2,7,10,3,9
1,4,4,12,2,3
3,6,2,6,15,18
3,6,9,6,9,13
3,6,2,6,15,18
1,3,7,12,1,6
3,1,2,2,11,18
2,2,7,10,3,9
1,3,1,12,1,6
2,2,7,10,3,9
3,2,7,10,3,9
2,3,7,12,3,9
3,2,7,6,3,9
1,4,6,5,2,3
3,6,2,6,15,18
1,3,1,12,1,6
3,6,2,6,15,18
2,2,7,10,3,9
1,4,6,5,2,3
1,4,4,12,2,3
3,2,7,6,3,9
1,4,4,12,2,3
3,2,7,10,3,9
1,3,1,12,1,6
1,5,8,8,14,14
1,4,4,12,2,3
2,3,7,12,1,9
3,6,9,6,15,13
3,1,9,11,11,13
1,3,1,12,1,6
2,3,7,12,3,9
3,6,2,6,15,18
3,6,2,6,15,18
1,3,1,12,1,6
3,2,7,10,3,9
3,2,7,10,3,9
1,2,7,10,3,9
3,6,7,6,3,9
1,3,1,12,1,6
3,6,2,6,15,18
3,2,7,10,3,9
3,6,2,6,15,18
2,2,7,10,3,9
2,2,7,10,3,9
3,1,9,11,11,13
3,6,2,6,15,18
3,6,2,6,15,18
1,3,1,12,1,6
3,6,2,6,15,18
1,4,1,12,1,6
1,3,1,12,1,6
3,1,9,11,9,13
1,3,1,12,1,6
1,4,6,5,2,3
1,3,7,12,3,9
3,6,2,6,15,18
1,5,8,8,4,17
3,6,2,6,15,18
1,4,4,5,2,3
1,3,1,12,1,6
3,2,7,10,3,9
3,6,2,6,15,18
3,6,2,6,15,18
3,6,9,6,15,18
1,3,1,12,1,6
3,2,7,10,3,9
2,3,1,12,1,6
1,4,6,5,2,3
1,3,1,12,1,6
3,2,7,10,3,9
1,2,7,10,3,9
1,2,7,10,3,9
1,3,1,12,1,6
3,2,7,10,3,9
3,2,7,6,3,9
3,2,7,10,3,9
3,2,7,10,3,9
2,3,7,12,1,9
1,3,1,12,1,6
1,3,1,12,1,6
3,2,7,6,3,9
3,2,7,6,3,9
3,6,9,6,9,13
2,2,7,10,3,9
3,2,7,10,3,9
3,2,7,10,3,9
3,2,7,10,3,9
1,3,7,12,1,9
2,2,7,10,3,9
1,4,4,12,2,3
2,3,7,12,3,9
1,3,1,12,1,6
1,3,1,12,1,6
