1,1,3,5,4,5,12
1,2,7,2,4,14,19
1,4,5,4,1,16,8
1,3,4,9,13,7,5
1,3,4,9,13,7,5
1,3,5,4,13,16,8
1,4,5,1,1,16,8
1,4,5,4,1,16,8
1,3,4,9,5,7,5
1,3,4,9,13,7,5
1,4,5,4,1,16,8
1,1,3,5,3,5,12
1,3,4,9,13,7,5
1,2,7,2,4,14,19
1,1,3,5,3,5,12
1,2,7,2,4,14,19
1,3,4,9,13,7,5
1,3,4,9,13,7,5
1,3,4,9,13,7,5
1,4,5,4,1,16,8
1,3,4,9,13,7,5
1,4,5,4,1,16,8
1,2,7,2,1,14,19
1,4,5,4,1,16,8
1,4,5,4,1,16,8
1,3,4,9,5,7,5
1,2,7,2,4,14,19
1,4,5,2,1,16,8
1,1,3,5,3,5,12
1,3,4,9,5,7,5
1,3,2,9,2,7,5
1,3,5,4,13,16,8
1,2,1,1,12,16,8
1,2,3,5,4,5,12
1,2,7,2,4,14,19
1,2,3,2,4,5,12
1,2,7,2,4,14,19
1,4,5,4,1,16,8
1,2,7,2,4,14,19
1,4,5,2,1,16,8
1,4,5,4,1,16,8
1,3,5,4,13,16,8
1,3,4,9,13,7,5
1,3,4,9,13,7,5
1,3,4,9,5,7,5
1,2,3,2,3,5,12
1,4,5,4,1,16,8
1,3,4,9,5,7,5
1,4,5,1,1,16,8
1,4,5,4,1,16,8
1,4,5,1,1,16,8
1,2,5,2,1,14,19
1,2,7,2,4,14,19
1,3,4,9,13,7,5
1,3,4,9,13,7,5
1,1,3,5,3,5,12
1,3,4,9,13,7,5
1,4,5,1,1,16,8
1,3,4,9,13,7,5
1,2,7,2,4,14,19
1,2,7,2,1,14,19
1,3,4,9,13,7,5
1,4,5,1,1,16,8
1,2,7,2,4,14,19
1,1,3,5,4,5,12
1,2,7,2,4,14,19
1,1,3,5,4,5,12
1,2,7,2,4,14,19
1,3,4,9,13,7,5
1,4,5,4,1,16,8
1,2,7,2,4,14,19
1,4,5,2,1,16,8
1,3,4,9,13,7,5
1,2,7,2,4,14,19
1,3,4,9,13,7,5
1,2,7,2,4,14,19
1,3,4,9,13,7,5
1,4,5,2,1,16,8
1,2,7,2,4,14,19
1,3,4,9,13,7,5
1,4,5,4,1,16,8
1,2,5,2,1,14,19
1,3,4,9,13,7,5
1,3,4,9,13,7,5
1,3,4,9,13,7,5
1,4,5,4,1,16,8
1,4,5,4,1,16,8
1,3,4,9,13,7,5
1,4,5,4,13,16,8
1,2,7,2,4,14,19
1,4,5,2,1,16,8
1,2,7,2,4,14,19
1,4,5,2,1,14,19
1,4,5,4,1,16,8
1,3,4,9,13,7,5
1,3,4,9,5,7,5
1,2,7,2,4,14,19
1,4,5,4,1,16,8
1,1,3,5,4,5,12
1,4,5,4,1,16,8
1,4,5,4,1,16,8
1,1,2,9,2,13,2
1,4,5,4,1,16,8
1,2,3,2,4,14,19
1,3,4,9,13,7,5
1,3,2,9,2,7,5
1,3,4,9,13,7,5
1,2,7,2,1,14,19
1,3,4,9,7,15,2
1,4,5,1,1,16,8
1,2,7,2,4,14,19
1,4,5,1,1,16,8
1,4,5,4,1,16,8
1,2,1,1,1,14,19
1,4,5,4,1,16,8
1,1,3,5,3,5,12
1,3,4,9,13,7,5
1,2,7,2,4,14,19
1,3,4,9,13,7,5
1,4,5,1,1,16,8
1,1,3,5,3,5,12
1,2,7,2,4,14,19
1,4,5,4,1,16,8
1,2,3,5,4,5,12
1,4,5,4,1,16,8
1,2,7,2,4,14,19
1,1,3,5,10,10,3
1,2,3,2,4,5,12
1,2,5,2,1,14,19
1,3,4,9,5,7,5
1,1,2,9,2,12,2
1,2,7,2,4,14,19
1,2,1,1,1,14,19
1,3,4,9,13,7,5
1,4,5,4,13,16,8
1,2,7,2,4,14,19
1,4,5,4,1,16,8
1,4,5,4,1,16,8
1,4,5,2,1,16,8
1,3,5,9,1,16,8
1,2,7,2,4,14,19
1,3,4,9,13,7,5
1,4,5,4,1,16,8
1,3,4,9,13,7,5
1,4,5,1,1,16,8
1,4,5,1,1,16,8
1,1,2,9,2,13,2
1,3,5,9,13,7,5
1,3,4,9,13,7,5
1,2,3,2,4,14,19
1,3,4,9,13,7,5
1,2,7,2,4,14,19
1,2,7,2,4,14,19
1,3,2,9,2,7,5
1,2,7,2,4,14,19
1,1,3,5,3,5,12
1,4,5,1,1,16,8
1,3,4,9,7,13,2
1,1,3,5,3,10,18
1,3,5,9,13,16,8
1,1,3,5,3,5,12
1,2,7,2,4,14,19
1,4,5,1,1,16,8
1,3,4,9,13,7,5
1,3,4,9,13,7,5
1,3,4,9,13,7,5
1,2,7,2,4,14,19
1,4,5,4,1,16,8
1,2,1,1,4,14,19
1,1,3,5,3,5,12
1,2,7,2,4,14,19
1,4,5,4,1,16,8
1,4,5,2,1,16,8
1,4,5,2,1,16,8
1,2,7,2,4,14,19
1,4,5,1,1,16,8
1,3,5,9,13,16,8
1,4,5,4,1,16,8
1,4,5,4,1,16,8
1,2,5,2,1,14,19
1,2,7,2,4,14,19
1,2,7,2,4,14,19
1,3,5,1,7,16,8
1,4,5,4,1,16,8
1,1,2,9,2,7,5
1,4,5,2,1,16,8
1,4,5,4,1,16,8
1,4,5,4,1,16,8
1,4,5,4,1,16,8
1,2,5,2,1,14,19
1,4,5,1,1,16,8
1,2,3,2,4,14,19
1,2,1,1,1,14,19
1,2,7,2,4,14,19
1,2,7,2,4,14,19
