Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
AFG,,,,,,,,,,,,,1061.0,1098.0,1064.0,1138.0,1168.0,1289.0,1304.0,1538.0,1620.0,1679.0,1868.0,1875.0,1854.0,1825.0,1822.0,1824.0
ALB,4502.0,3188.0,2925.0,3361.0,3742.0,4353.0,4793.0,4290.0,4728.0,5376.0,5809.0,6336.0,6585.0,7009.0,7418.0,7862.0,8409.0,8963.0,9193.0,9397.0,9839.0,10210.0,10301.0,10648.0,10787.0,11083.0,11512.0,11886.0
DZA,9910.0,9384.0,9391.0,9103.0,8784.0,8841.0,9007.0,9038.0,9438.0,9533.0,9637.0,10070.0,10388.0,11006.0,11244.0,11537.0,11684.0,12358.0,12577.0,12547.0,12876.0,12853.0,12874.0,12921.0,13150.0,13338.0,13809.0,13802.0
AND,39679.0,39137.0,38014.0,36337.0,36190.0,36505.0,37899.0,41357.0,42801.0,44398.0,44215.0,44886.0,45943.0,49328.0,50968.0,52917.0,53867.0,52786.0,47574.0,45492.0,43061.0,41402.0,41386.0,42376.0,44197.0,45260.0,46252.0,47574.0
AGO,2050.0,2005.0,1964.0,1439.0,1102.0,1880.0,2215.0,2472.0,2447.0,2295.0,2443.0,2668.0,3088.0,3123.0,3250.0,3504.0,3905.0,4873.0,4756.0,5770.0,5421.0,5361.0,5393.0,5797.0,6075.0,6251.0,5956.0,5790.0
ATG,14765.0,15477.0,15523.0,16271.0,16887.0,15710.0,16391.0,16973.0,17371.0,17548.0,18837.0,17602.0,16841.0,17813.0,18644.0,19449.0,21538.0,23421.0,23028.0,20068.0,18686.0,17962.0,18247.0,18337.0,18933.0,19557.0,20302.0,20764.0
ARG,10376.0,11680.0,13051.0,13713.0,14306.0,13675.0,14225.0,15185.0,15540.0,14827.0,14538.0,13716.0,11513.0,12560.0,13610.0,14963.0,16077.0,17462.0,18000.0,16660.0,18083.0,19074.0,18779.0,19077.0,18429.0,18437.0,17857.0,18461.0
ARM,3518.0,3327.0,1575.0,1684.0,1990.0,2169.0,2400.0,2588.0,2723.0,2826.0,3006.0,3325.0,3811.0,4354.0,4821.0,5594.0,6415.0,7409.0,8019.0,6803.0,7038.0,7271.0,7810.0,8193.0,8330.0,8517.0,8350.0,9144.0
AUS,27790.0,27191.0,27030.0,28178.0,29123.0,29536.0,30245.0,31143.0,32300.0,33554.0,34536.0,34753.0,35736.0,36313.0,37299.0,37638.0,38042.0,38971.0,39729.0,39888.0,39920.0,40210.0,41486.0,42123.0,42490.0,43138.0,43637.0,43560.0
AUT,31587.0,32192.0,32442.0,32368.0,32951.0,33659.0,34520.0,35057.0,36218.0,37059.0,38502.0,38644.0,39405.0,39716.0,40597.0,41196.0,42600.0,43896.0,44815.0,42640.0,43700.0,44603.0,44597.0,44420.0,44380.0,43984.0,44443.0,45415.0
AZE,8706.0,8512.0,,,3893.0,3387.0,3363.0,3562.0,3880.0,4105.0,4314.0,4692.0,5130.0,5658.0,6017.0,6940.0,8941.0,10495.0,12383.0,14364.0,15246.0,14676.0,15107.0,15903.0,16480.0,16334.0,15751.0,15600.0
BHS,29221.0,27451.0,26633.0,25872.0,26217.0,31159.0,34305.0,21549.0,22812.0,23698.0,24120.0,24698.0,24255.0,23701.0,23816.0,23631.0,24027.0,23688.0,23338.0,22088.0,22072.0,22026.0,28845.0,28360.0,27575.0,27602.0,26632.0,26681.0
BHR,37622.0,37353.0,41426.0,43614.0,41408.0,42395.0,42866.0,41429.0,42520.0,42881.0,44452.0,42912.0,41256.0,41847.0,42045.0,42678.0,42372.0,42694.0,41153.0,37212.0,37244.0,35442.0,36142.0,37628.0,36607.0,42178.0,41918.0,41580.0
BGD,1320.0,1334.0,1378.0,1416.0,1445.0,1485.0,1513.0,1550.0,1597.0,1641.0,1698.0,1747.0,1796.0,1849.0,1921.0,2018.0,2150.0,2290.0,2426.0,2525.0,2641.0,2774.0,2933.0,3062.0,3170.0,3334.0,3509.0,3677.0
BRB,13612.0,13074.0,12154.0,12118.0,12540.0,12686.0,13128.0,13769.0,13275.0,13259.0,14393.0,13912.0,13915.0,14208.0,14305.0,14783.0,15353.0,15869.0,15663.0,15168.0,15408.0,15411.0,15384.0,15352.0,15320.0,15413.0,15622.0,15843.0
BLR,8428.0,8323.0,7508.0,6922.0,6108.0,5482.0,5662.0,6311.0,6872.0,7154.0,7602.0,7998.0,8473.0,9167.0,10283.0,11337.0,12474.0,13507.0,14848.0,14736.0,15979.0,16815.0,17049.0,16863.0,17264.0,16228.0,15765.0,16323.0
BEL,30781.0,31342.0,31687.0,31564.0,32720.0,33350.0,33854.0,35060.0,35677.0,36822.0,38152.0,38062.0,38510.0,38714.0,39735.0,40281.0,41091.0,42179.0,42589.0,40410.0,42385.0,41665.0,42044.0,41602.0,41583.0,41727.0,41588.0,42156.0
BLZ,4984.0,5406.0,5925.0,6187.0,6008.0,5938.0,5808.0,5835.0,5756.0,5983.0,6481.0,6509.0,6685.0,7013.0,7016.0,7073.0,7208.0,6936.0,7022.0,7199.0,7035.0,7337.0,7377.0,7276.0,7330.0,7666.0,7419.0,7166.0
BEN,1432.0,1449.0,1409.0,1470.0,1443.0,1482.0,1500.0,1549.0,1577.0,1615.0,1659.0,1694.0,1713.0,1718.0,1743.0,1730.0,1743.0,1791.0,1838.0,1823.0,1805.0,1817.0,1840.0,1919.0,1988.0,1980.0,2010.0,2061.0
BTN,2099.0,2046.0,2079.0,2183.0,2421.0,2453.0,2628.0,2814.0,2672.0,2834.0,3535.0,3722.0,3948.0,4104.0,4229.0,4457.0,4701.0,5373.0,5441.0,5617.0,6062.0,6380.0,6486.0,6589.0,6863.0,7066.0,7574.0,8065.0
BOL,3540.0,3675.0,3708.0,3784.0,3904.0,3997.0,4132.0,4240.0,4392.0,4307.0,4320.0,4315.0,4341.0,4325.0,4393.0,4528.0,4682.0,4802.0,5038.0,5093.0,5178.0,5327.0,5433.0,5704.0,6013.0,6345.0,6621.0,6714.0
BIH,1562.0,1446.0,1395.0,1415.0,1628.0,2024.0,3356.0,4708.0,7008.0,7393.0,7440.0,7511.0,7765.0,7964.0,8356.0,8648.0,9022.0,9559.0,10188.0,9942.0,9879.0,9981.0,10007.0,10419.0,10600.0,11004.0,11353.0,11716.0
BWA,7895.0,8603.0,8697.0,8968.0,8127.0,8854.0,8757.0,9491.0,9864.0,9903.0,9775.0,10032.0,9461.0,10141.0,10130.0,10629.0,11424.0,12313.0,12914.0,12234.0,12778.0,13790.0,14292.0,15183.0,15572.0,15109.0,15455.0,15534.0
BRA,10697.0,10058.0,10044.0,10289.0,10807.0,11097.0,11155.0,11303.0,11097.0,10843.0,11197.0,11103.0,11244.0,11259.0,11816.0,12041.0,12356.0,12956.0,13390.0,13252.0,14112.0,14583.0,14797.0,15244.0,15067.0,14350.0,13730.0,13755.0
BRN,85126.0,85334.0,86886.0,84742.0,85060.0,86577.0,86874.0,83583.0,81246.0,81912.0,82489.0,83039.0,84576.0,85426.0,84392.0,83411.0,85882.0,85384.0,82725.0,80307.0,80390.0,80217.0,80051.0,78474.0,76417.0,78611.0,76870.0,76427.0
BGR,8518.0,7743.0,7940.0,7880.0,8036.0,8210.0,8248.0,8281.0,8717.0,8278.0,8642.0,9372.0,10326.0,10901.0,11642.0,12461.0,13067.0,13454.0,14811.0,14715.0,14976.0,15184.0,15570.0,15655.0,16171.0,16663.0,17759.0,18740.0
BFA,845.0,897.0,875.0,879.0,865.0,893.0,971.0,1000.0,1044.0,1089.0,1069.0,1109.0,1127.0,1180.0,1197.0,1266.0,1310.0,1340.0,1395.0,1393.0,1389.0,1418.0,1494.0,1532.0,1518.0,1527.0,1600.0,1650.0
BDI,1032.0,1073.0,1066.0,975.0,927.0,848.0,762.0,759.0,788.0,765.0,766.0,742.0,751.0,715.0,721.0,713.0,734.0,745.0,758.0,753.0,759.0,766.0,776.0,792.0,802.0,748.0,721.0,702.0
CPV,2697.0,2662.0,2673.0,2786.0,2892.0,3015.0,3128.0,3294.0,3482.0,3796.0,3945.0,4170.0,4252.0,4400.0,4506.0,4658.0,5032.0,5516.0,5787.0,5656.0,5570.0,5757.0,5732.0,5756.0,5632.0,5692.0,5829.0,5983.0
KHM,933.0,965.0,1000.0,1015.0,1024.0,1084.0,1106.0,1133.0,1148.0,1250.0,1347.0,1414.0,1467.0,1574.0,1704.0,1889.0,2062.0,2256.0,2355.0,2314.0,2410.0,2534.0,2661.0,2787.0,2945.0,3086.0,3246.0,3413.0
CMR,2905.0,2658.0,2535.0,2274.0,2246.0,2260.0,2297.0,2354.0,2429.0,2476.0,2451.0,2472.0,2534.0,2644.0,2784.0,2753.0,2812.0,2843.0,2882.0,2899.0,2901.0,2938.0,2975.0,3040.0,3170.0,3243.0,3280.0,3315.0
CAN,30227.0,29270.0,29094.0,29600.0,30582.0,31173.0,31368.0,32441.0,33340.0,34766.0,36493.0,36700.0,37583.0,37890.0,38775.0,39657.0,40559.0,41040.0,40997.0,39253.0,39901.0,40778.0,41055.0,41697.0,42383.0,42512.0,42664.0,43433.0
CAF,935.0,926.0,890.0,860.0,872.0,899.0,809.0,842.0,859.0,900.0,893.0,886.0,862.0,792.0,792.0,801.0,824.0,840.0,852.0,862.0,885.0,909.0,944.0,595.0,600.0,624.0,644.0,663.0
TCD,1097.0,1167.0,1225.0,963.0,1056.0,1038.0,1022.0,1038.0,1085.0,1039.0,980.0,1052.0,1076.0,978.0,1290.0,1519.0,1379.0,1499.0,1450.0,1677.0,1860.0,1815.0,1914.0,1912.0,1984.0,2014.0,1850.0,1750.0
CHL,8248.0,8777.0,9810.0,10417.0,10716.0,11775.0,12498.0,13264.0,13758.0,13455.0,13917.0,14234.0,14439.0,14555.0,15065.0,15637.0,15667.0,16439.0,17652.0,17347.0,18054.0,19187.0,20335.0,21082.0,21507.0,21854.0,21768.0,21910.0
