"Primary school teachers trained to teach (%)"
"HDI Rank (2017)","Country","2000","","2005","","2010","","2011","","2012","","2013","","2014","","2015","","2016","","2017",""
"85"," Algeria","95","","99","","","","","","","","","","100","","100","","","","",""
"35"," Andorra","","","","","100","","100","","100","","100","","100","","100","","100","","",""
"147"," Angola","","","","","","","47","","","","","","","","","","","","",""
"70"," Antigua and Barbuda","47","","","","55","","65","","60","","","","70","","65","","","","",""
"83"," Armenia","","","77","","","","","","","","","","","","","","","","",""
"80"," Azerbaijan","100","","100","","100","","100","","100","","100","","99","","99","","90","","",""
"54"," Bahamas","","","","","92","","","","","","","","","","","","90","","",""
"43"," Bahrain","","","","","","","80","","82","","82","","83","","82","","84","","",""
"136"," Bangladesh","","","53","","","","58","","","","","","","","48","","50","","",""
"58"," Barbados","","","73","","58","","55","","","","","","69","","66","","69","","",""
"53"," Belarus","","","100","","100","","100","","100","","100","","99","","99","","99","","",""
"106"," Belize","54","","","","45","","48","","54","","49","","61","","68","","73","","",""
"163"," Benin","65","","","","43","","47","","","","","","68","","69","","","","",""
"134"," Bhutan","95","","94","","","","","","","","","","","","100","","100","","",""
"118"," Bolivia (Plurinational State of)","","","","","","","56","","56","","57","","57","","58","","58","","",""
"101"," Botswana","89","","93","","","","","","100","","99","","","","","","","","",""
"39"," Brunei Darussalam","","","84","","87","","88","","88","","85","","87","","82","","85","","",""
"183"," Burkina Faso","","","88","","","","","","95","","86","","84","","85","","73","","",""
"185"," Burundi","","","88","","","","94","","95","","","","92","","100","","100","","",""
"125"," Cabo Verde","","","78","","90","","92","","95","","","","96","","","","93","","",""
"146"," Cambodia","","","98","","99","","99","","100","","100","","100","","100","","100","","",""
"151"," Cameroon","","","63","","57","","67","","79","","","","","","58","","59","","",""
"188"," Central African Republic","","","","","","","57","","58","","","","","","","","","","",""
"186"," Chad","","","","","70","","68","","66","","65","","","","","","","","",""
"90"," Colombia","","","","","100","","100","","100","","97","","98","","","","95","","",""
"165"," Comoros","","","","","","","55","","","","75","","","","","","","","",""
"137"," Congo","65","","","","87","","79","","80","","","","","","","","","","",""
"176"," Congo (Democratic Republic of the)","","","","","92","","90","","94","","","","95","","","","","","",""
"63"," Costa Rica","","","97","","89","","91","","","","94","","94","","94","","94","","",""
"46"," Croatia","100","","","","","","","","","","","","","","","","","","",""
"73"," Cuba","100","","100","","100","","100","","100","","100","","100","","100","","","","",""
"170"," Côte d'Ivoire","99","","","","","","100","","99","","83","","85","","100","","100","","",""
"172"," Djibouti","","","","","","","100","","","","96","","","","100","","","","",""
"103"," Dominica","65","","60","","61","","58","","61","","65","","65","","64","","66","","",""
"94"," Dominican Republic","","","88","","85","","85","","85","","","","","","","","","","",""
"86"," Ecuador","87","","71","","60","","74","","75","","76","","79","","79","","81","","82",""
"115"," Egypt","","","","","","","","","","","","","","","","","74","","",""
"121"," El Salvador","","","95","","","","96","","","","","","","","96","","96","","",""
"141"," Equatorial Guinea","","","","","45","","49","","","","","","","","37","","","","",""
"179"," Eritrea","72","","84","","94","","91","","90","","80","","71","","61","","","","",""
"144"," Eswatini (Kingdom of)","90","","91","","79","","78","","68","","79","","82","","82","","","","",""
"92"," Fiji","","","","","","","100","","100","","","","","","","","","","",""
"174"," Gambia","75","","","","","","90","","63","","82","","91","","86","","","","88",""
"70"," Georgia","95","","","","","","","","","","","","","","","","","","",""
"140"," Ghana","69","","58","","51","","51","","52","","53","","52","","55","","56","","55",""
"75"," Grenada","67","","75","","65","","","","","","54","","63","","64","","63","","",""
"175"," Guinea","","","68","","","","80","","75","","74","","75","","","","","","",""
"177"," Guinea-Bissau","35","","","","39","","","","","","","","","","","","","","",""
"125"," Guyana","51","","57","","66","","68","","70","","","","","","","","","","",""
"7"," Hong Kong, China (SAR)","88","","93","","96","","96","","96","","96","","96","","96","","97","","",""
"130"," India","","","","","","","","","","","","","77","","","","70","","",""
"60"," Iran (Islamic Republic of)","","","","","","","","","","","100","","100","","100","","","","",""
"120"," Iraq","100","","","","","","","","","","","","","","","","","","",""
"97"," Jamaica","","","","","","","","","","","","","96","","93","","100","","",""
"95"," Jordan","","","","","","","","","","","","","100","","","","100","","",""
"58"," Kazakhstan","","","","","","","","","","","","","100","","100","","100","","100",""
"142"," Kenya","","","99","","","","","","","","","","","","","","","","",""
"134"," Kiribati","","","94","","","","","","","","","","","","","","73","","",""
"56"," Kuwait","100","","100","","","","78","","78","","77","","79","","79","","","","",""
"122"," Kyrgyzstan","","","","","","","","","","","19","","19","","19","","21","","",""
"139"," Lao People's Democratic Republic","77","","83","","95","","94","","97","","98","","98","","98","","97","","",""
"159"," Lesotho","74","","64","","63","","66","","68","","72","","76","","79","","83","","",""
"181"," Liberia","","","","","","","56","","","","","","56","","47","","","","",""
"161"," Madagascar","","","","","","","","","21","","19","","17","","15","","15","","",""
"171"," Malawi","","","","","96","","88","","92","","91","","","","","","","","",""
"57"," Malaysia","98","","92","","95","","96","","96","","97","","99","","100","","100","","",""
"101"," Maldives","66","","64","","77","","81","","77","","90","","86","","83","","","","",""
"182"," Mali","","","","","","","52","","","","","","","","","","","","",""
"159"," Mauritania","","","100","","100","","100","","100","","","","91","","","","85","","",""
"65"," Mauritius","100","","100","","100","","100","","100","","100","","100","","100","","100","","",""
"74"," Mexico","","","95","","96","","96","","96","","96","","97","","96","","97","","",""
"112"," Moldova (Republic of)","","","","","","","","","","","","","94","","100","","99","","",""
"92"," Mongolia","100","","100","","98","","99","","99","","100","","100","","","","100","","",""
"123"," Morocco","","","100","","100","","100","","100","","100","","100","","100","","100","","",""
"180"," Mozambique","","","60","","76","","80","","84","","87","","90","","93","","","","",""
"148"," Myanmar","63","","76","","100","","","","","","","","100","","","","","","98",""
"129"," Namibia","85","","92","","96","","","","","","","","","","","","","","",""
"n.a"," Nauru","","","","","","","","","","","","","","","","","100","","",""
"149"," Nepal","","","31","","74","","81","","93","","92","","94","","94","","97","","97",""
"124"," Nicaragua","73","","77","","75","","","","","","","","","","","","","","",""
"189"," Niger","97","","85","","97","","96","","97","","46","","50","","56","","56","","",""
"157"," Nigeria","","","50","","66","","","","","","","","","","","","","","",""
"48"," Oman","100","","","","","","","","","","","","","","","","","","",""
"150"," Pakistan","","","86","","84","","83","","84","","85","","84","","82","","75","","",""
"119"," Palestine, State of","100","","100","","100","","100","","100","","100","","100","","100","","100","","",""
"66"," Panama","75","","90","","92","","92","","90","","","","83","","99","","","","",""
"153"," Papua New Guinea","","","","","","","","","100","","","","","","","","","","",""
"110"," Paraguay","","","","","","","","","92","","","","","","","","","","",""
"113"," Philippines","","","","","","","","","","","100","","","","100","","","","",""
"158"," Rwanda","53","","94","","91","","98","","96","","95","","96","","94","","90","","",""
"72"," Saint Kitts and Nevis","61","","58","","62","","64","","65","","65","","68","","72","","72","","",""
"90"," Saint Lucia","","","80","","87","","87","","88","","89","","79","","","","","","",""
"99"," Saint Vincent and the Grenadines","","","","","84","","","","85","","83","","76","","84","","","","",""
"143"," Sao Tome and Principe","","","","","","","","","","","","","33","","34","","31","","27",""
"39"," Saudi Arabia","","","","","","","","","","","100","","100","","100","","100","","",""
