Country,2010,2011,2012,2013,2014,2015,2016,2017
AFG,,,,30.0,30.0,30.4,28.2,28.2
ALB,12.7,13.8,13.8,13.4,13.4,13.4,12.2,10.0
DZA,,,,,,,,20.1
AGO,38.8,,43.6,43.6,36.6,36.6,32.3,32.3
ARG,19.0,18.7,18.7,15.3,14.6,15.2,14.0,13.9
ARM,10.9,10.7,10.8,10.2,10.1,9.2,8.6,9.8
AUS,7.7,7.7,7.7,7.5,7.9,8.0,8.3,8.0
AUT,7.3,7.2,6.5,7.1,7.6,8.5,7.4,7.8
AZE,13.4,11.1,11.1,11.5,13.0,12.9,10.0,9.9
BHS,14.0,14.4,,14.0,,,,
BGD,28.3,26.8,26.8,28.7,29.0,28.5,27.6,23.4
BRB,,,,,,,,15.4
BLR,9.3,8.3,8.3,7.6,7.1,6.4,6.5,6.5
BEL,8.3,7.5,8.0,8.5,7.9,8.3,8.8,8.7
BLZ,26.9,,,,21.7,21.8,21.3,21.3
BEN,34.3,35.3,35.3,34.2,37.1,37.1,36.4,36.3
BTN,,,19.8,20.2,28.9,28.4,27.4,26.4
BOL,36.7,33.3,33.4,29.4,28.4,28.8,26.4,25.7
BIH,19.9,11.4,11.3,10.4,13.1,13.1,12.8,15.3
BWA,,,,36.5,36.5,36.2,35.4,
BRA,26.6,26.9,26.5,26.3,25.6,25.0,23.6,23.2
BGR,11.2,11.2,9.8,10.8,10.4,10.5,11.8,12.3
BFA,35.7,34.8,33.8,34.6,34.6,33.3,30.6,31.8
BDI,36.3,,,32.6,31.5,30.6,29.7,32.8
CPV,,,,19.4,19.4,19.9,21.4,
KHM,28.6,27.1,25.8,24.6,24.6,22.4,19.2,19.2
CMR,33.2,32.7,32.7,32.4,32.4,32.4,30.5,34.2
CAN,8.4,8.4,8.4,7.5,8.6,8.7,7.9,7.7
CAF,41.3,40.0,40.0,39.9,43.1,43.1,41.8,41.8
TCD,37.7,38.8,38.8,36.8,39.6,39.6,37.9,37.9
CHL,18.1,18.1,18.1,18.5,18.2,17.1,15.7,14.9
CHN,22.8,22.1,22.1,,,,,14.2
COL,27.5,30.1,26.6,25.7,24.1,23.7,22.6,22.9
COM,42.8,,,,45.9,44.8,44.2,44.2
COG,31.3,30.9,30.9,30.6,26.2,24.6,22.6,22.6
COD,34.7,39.3,39.3,36.8,35.3,31.7,30.7,30.2
CRI,19.9,19.7,20.5,19.1,19.0,18.2,17.8,17.3
HRV,14.7,14.6,14.6,11.1,8.9,8.9,8.9,8.8
CYP,11.5,10.0,11.3,10.9,10.6,10.8,13.0,11.3
CZE,5.9,4.9,5.3,5.5,5.4,5.3,5.4,5.2
CIV,35.3,38.5,38.5,37.9,37.6,37.4,35.6,36.3
DNK,6.4,5.9,6.2,6.8,7.1,7.0,7.7,7.4
DJI,36.4,35.1,35.2,33.7,33.7,33.7,33.2,35.2
DOM,24.6,25.5,26.8,23.4,23.4,21.6,22.0,20.9
ECU,20.1,25.0,25.0,22.4,21.8,20.2,20.0,19.4
EGY,26.4,23.0,23.0,22.8,22.8,28.3,28.3,28.3
SLV,27.2,26.2,26.2,26.2,26.2,22.0,22.3,21.9
EST,9.6,7.7,8.8,8.5,8.9,8.6,9.4,8.5
SWZ,35.7,35.2,35.2,33.1,33.1,33.1,29.4,29.4
ETH,33.7,31.5,31.5,28.0,28.0,25.5,23.6,27.3
FJI,,,,15.1,15.1,15.1,,
FIN,7.4,5.5,5.9,5.5,5.5,5.7,8.4,5.5
FRA,9.2,9.1,9.0,8.9,8.6,9.3,12.1,10.1
GAB,20.4,19.1,19.1,24.0,24.0,23.8,22.3,22.3
GMB,38.8,,,,,,36.4,36.4
GEO,16.6,13.7,14.8,14.0,13.2,12.2,11.5,12.0
DEU,7.8,6.8,6.8,7.0,6.7,7.0,8.3,7.8
GHA,24.2,31.9,31.9,31.2,33.1,32.5,28.8,28.8
GRC,9.9,12.1,11.4,10.5,12.1,12.1,12.9,13.1
GTM,33.0,31.1,32.4,32.0,28.9,29.1,28.3,27.7
GIN,38.0,38.6,38.6,37.8,35.2,33.6,32.2,32.2
GNB,41.8,41.0,41.0,39.4,39.4,39.1,39.4,39.4
GUY,18.4,21.8,18.9,18.0,18.0,18.5,18.4,18.4
HTI,40.5,39.8,39.8,38.9,38.2,39.2,38.4,38.4
HND,30.1,30.9,27.1,31.1,30.7,28.5,25.8,25.2
HKG,,,,,,,,12.7
HUN,8.5,7.0,7.3,7.3,7.1,7.6,7.7,7.7
ISL,6.5,5.8,6.2,5.6,5.8,5.7,5.9,5.9
IND,28.9,27.5,28.4,27.7,27.7,26.5,27.2,26.3
IDN,17.7,18.3,18.3,19.1,18.2,18.2,17.6,18.7
IRN,,,,32.1,32.1,31.5,,11.2
IRQ,,,,21.2,21.4,22.0,21.1,20.2
IRL,8.9,7.1,7.1,7.4,8.5,7.7,8.6,8.6
ISR,12.1,11.8,11.8,10.4,12.9,12.9,12.7,12.2
ITA,11.8,10.7,11.7,11.6,11.3,11.2,12.3,11.9
JAM,16.4,15.9,18.7,18.6,16.9,15.9,16.2,16.2
JPN,,,,12.2,12.2,12.2,12.1,3.6
JOR,19.0,18.9,18.9,18.5,16.4,16.4,16.0,16.0
KAZ,13.4,11.8,13.5,11.8,11.8,10.1,7.9,7.9
KEN,31.7,33.6,33.6,32.7,31.2,29.4,26.3,26.3
KIR,,,,30.1,30.1,32.0,31.4,
KOR,16.2,16.1,16.1,16.8,15.9,15.9,14.0,14.0
KGZ,15.0,14.4,16.8,16.9,14.2,12.1,9.8,9.8
LAO,24.5,22.6,24.5,24.1,25.3,26.9,25.8,25.8
LVA,10.8,10.6,10.5,10.3,10.5,10.3,10.1,10.1
LBN,,22.5,22.5,20.3,20.3,20.4,,
LSO,33.7,35.2,35.2,34.9,34.9,34.9,30.5,30.5
LBR,36.2,34.3,34.3,32.8,34.1,32.9,31.0,31.0
LTU,11.2,9.6,10.8,10.4,10.0,10.2,10.3,11.3
LUX,8.9,7.7,7.1,7.5,7.7,7.8,9.7,10.1
MDG,28.8,30.6,30.6,30.3,26.7,26.8,25.6,25.6
MWI,31.6,31.4,31.1,31.6,32.6,31.2,30.4,30.4
MDV,15.5,23.9,23.9,24.2,23.8,23.4,22.9,22.0
MLI,37.5,,,,34.4,32.7,31.5,32.8
MLT,,,8.1,8.2,8.5,8.0,8.1,8.2
MRT,34.5,33.6,34.0,34.6,32.9,31.9,32.7,32.7
MUS,,13.3,13.3,14.1,14.1,14.3,14.0,13.4
MEX,20.6,22.8,22.8,22.3,21.7,22.4,21.2,20.8
FSM,35.3,34.9,,,,,,
MDA,13.3,12.1,11.4,12.0,10.8,10.1,10.3,10.3
MNG,14.9,13.7,15.8,11.4,12.8,12.9,13.7,13.7
MNE,9.8,6.9,7.3,7.1,9.2,8.7,8.5,8.8
MAR,27.2,28.5,28.5,28.5,28.5,28.3,,
MOZ,44.0,28.3,32.0,28.9,34.1,32.9,32.6,32.6
MMR,,,,,,,,18.9
NAM,40.2,39.1,39.1,39.3,39.3,33.4,32.9,32.9
NPL,31.3,33.5,33.5,27.8,25.9,25.8,24.8,24.6
NLD,8.0,6.9,6.8,6.6,6.5,6.8,7.3,7.8
NZL,,,,,,,,7.5
NIC,24.2,26.9,26.9,25.8,23.7,25.4,23.6,22.6
NER,33.1,33.3,33.3,31.8,28.4,27.5,27.4,28.8
NGA,40.7,38.9,41.2,40.2,37.5,37.5,36.6,34.6
NOR,6.5,5.5,6.2,5.5,5.3,5.4,7.4,7.9
PAK,30.0,29.9,29.5,28.7,28.6,29.6,29.0,29.6
PSE,,,,11.7,14.9,15.1,14.7,14.9
PAN,25.4,23.6,23.6,21.4,21.7,21.0,20.0,20.2
PRY,24.4,23.7,,23.7,21.8,23.5,21.9,24.8
PER,29.8,22.9,24.0,23.4,23.0,21.4,19.6,18.9
PHL,18.6,19.6,19.6,18.0,17.9,18.2,17.6,17.6
POL,10.6,9.6,9.7,9.7,9.6,9.3,9.3,8.8
PRT,11.5,9.9,10.4,9.8,10.0,10.1,13.6,13.2
ROU,12.1,12.3,12.3,10.4,10.2,10.8,11.4,11.4
RUS,11.5,11.3,,11.6,10.3,9.6,9.3,9.3
RWA,36.5,35.5,33.6,33.1,31.6,31.8,29.8,29.8
LCA,,,,,15.5,15.6,15.2,16.3
STP,,30.7,31.0,30.4,24.7,24.7,19.7,19.7
SEN,35.3,33.2,32.3,32.3,34.0,32.5,31.1,31.7
SRB,10.8,9.5,9.5,10.9,10.0,11.1,14.4,14.6
SLE,38.3,41.2,41.2,43.6,40.0,36.6,35.4,35.4
SGP,,,,,,,,11.9
SVK,6.6,5.6,6.2,6.2,6.1,6.0,6.8,6.7
SVN,6.8,5.2,5.8,5.7,5.8,5.8,5.5,5.5
SLB,,,,23.8,23.8,23.8,,
ZAF,30.6,,,,33.0,32.0,30.3,30.3
SSD,,,,,,,,36.3
ESP,9.5,8.8,9.8,10.5,11.0,10.1,15.2,14.9
LKA,17.0,16.0,14.9,14.2,11.6,11.5,11.2,13.6
SDN,,,,,,,35.9,34.5
SUR,23.9,23.3,22.6,23.5,23.3,23.3,21.6,21.8
SWE,6.8,5.8,6.1,6.4,6.6,6.6,6.9,7.2
CHE,6.9,6.8,6.8,7.6,7.3,8.4,7.5,7.5
SYR,20.3,19.9,19.9,20.8,20.8,21.4,20.9,
TJK,18.6,17.3,18.1,18.8,16.9,14.9,13.9,13.4
TZA,27.9,28.6,27.2,26.9,27.2,25.4,24.9,24.8
THA,20.5,20.7,20.7,20.0,20.0,20.2,16.6,15.5
MKD,16.6,16.2,14.5,13.3,16.1,16.1,15.7,12.4
TLS,32.6,31.8,31.9,29.4,29.4,30.0,28.7,26.4
TGO,32.3,32.9,32.9,32.6,33.1,31.6,30.9,31.5
TTO,15.3,15.0,15.0,15.0,15.0,15.1,14.7,
TUN,24.4,24.4,,,21.4,21.9,21.4,21.4
TUR,23.5,22.2,22.2,15.6,15.7,15.8,15.2,15.3
TKM,25.5,,,,,,17.9,17.9
UGA,31.8,33.5,33.5,30.8,30.2,30.8,29.7,28.2
UKR,8.1,9.2,9.2,9.1,7.7,7.2,6.7,6.5
GBR,9.3,8.1,8.1,8.6,8.4,7.8,10.3,9.1
USA,10.9,14.2,12.0,16.2,15.7,12.9,12.7,13.1
URY,15.7,16.0,16.0,15.7,14.2,15.4,14.3,13.9
UZB,15.1,14.5,15.3,15.3,15.3,15.3,12.8,
VUT,,,,,17.1,17.2,16.7,17.1
VEN,20.8,25.1,25.1,19.4,19.4,19.1,17.8,16.2
VNM,16.4,14.0,14.0,14.9,17.4,17.7,17.3,17.3
YEM,32.9,30.8,30.8,31.7,33.0,32.7,30.5,30.9
ZMB,30.5,28.8,36.1,34.5,33.8,34.7,33.0,33.0
ZWE,29.6,28.4,28.1,26.8,26.7,28.1,23.5,23.5
