Country,2010-2017
ALB,1.0
DZA,1.0
AGO,2.1
ARG,2.1
ARM,1.3
AUS,1.4
AUT,1.1
AZE,0.6
BGD,1.3
BLR,1.0
BEL,1.0
BEN,2.9
BTN,1.8
BOL,2.4
BIH,1.3
BWA,5.8
BRA,3.5
BGR,1.6
BFA,1.5
BDI,1.7
CPV,2.7
CMR,2.7
CAN,1.3
CAF,4.5
TCD,2.2
CHL,2.8
CHN,2.1
COL,3.4
COM,2.5
COG,3.1
COD,2.1
CRI,3.0
HRV,1.1
CYP,1.4
CZE,0.9
CIV,2.0
DNK,1.0
DJI,2.3
DOM,2.5
ECU,2.4
EGY,1.3
SLV,1.9
EST,1.2
SWZ,3.5
ETH,1.8
FJI,1.6
FIN,1.0
FRA,1.3
GAB,2.1
GMB,1.5
GEO,1.5
DEU,1.2
GHA,2.1
GRC,1.5
GTM,2.9
GIN,1.3
GNB,3.3
HTI,2.0
HND,3.4
HUN,1.1
ISL,0.9
IND,1.5
IDN,1.8
IRN,1.7
IRQ,1.1
IRL,1.2
ISR,2.0
ITA,1.4
JPN,1.2
JOR,1.4
KAZ,0.9
KEN,2.9
KIR,1.6
KOR,1.2
KGZ,1.0
LAO,1.6
LVA,1.4
LBN,1.2
LSO,4.3
LBR,1.3
LTU,1.6
LUX,1.2
MDG,2.1
MWI,2.5
MYS,2.6
MDV,1.7
MLI,1.3
MLT,1.1
MRT,1.3
MUS,1.5
MEX,2.3
FSM,1.8
MDA,0.9
MNG,1.3
MNE,1.2
MAR,1.9
MOZ,3.9
MMR,1.7
NAM,5.8
NPL,1.3
NLD,1.1
NIC,2.6
NER,1.4
NGA,2.2
NOR,1.0
PAK,1.2
PSE,1.4
PAN,3.4
PNG,2.0
PRY,2.9
PER,2.3
PHL,1.9
POL,1.2
PRT,1.5
ROU,1.0
RUS,1.6
RWA,3.2
WSM,2.1
STP,1.1
SEN,1.9
SRB,1.0
SYC,2.6
SLE,1.4
SVK,0.9
SVN,0.9
SLB,1.6
ZAF,7.0
SSD,2.7
ESP,1.5
LKA,1.9
SDN,1.4
SWE,1.0
CHE,1.3
TJK,1.4
TZA,1.7
THA,1.6
MKD,1.4
TLS,1.1
TGO,2.2
TON,1.6
TUN,1.5
TUR,2.1
TUV,1.8
UGA,2.0
UKR,0.9
GBR,1.3
USA,2.0
URY,1.8
VUT,1.6
VEN,2.8
VNM,1.4
YEM,1.6
ZMB,5.0
ZWE,2.2
