Country,2010,2011,2012,2013,2014,2015,2016,2017
AFG,58.8,50.9,50.9,34.3,34.3,35.7,28.4,28.4
ALB,10.9,11.2,11.2,9.9,9.9,9.9,9.2,9.2
DZA,17.9,14.5,14.5,16.7,16.7,18.6,15.1,15.1
AGO,53.7,46.1,46.1,46.2,46.2,46.2,33.8,33.8
ATG,,,,8.0,8.0,8.4,7.5,7.5
ARG,10.4,9.7,9.7,9.3,9.3,10.0,9.5,9.5
ARM,15.3,14.9,14.9,12.7,12.7,10.1,9.0,9.0
AUS,4.7,4.7,4.7,4.2,4.2,4.3,3.6,3.6
AUT,4.5,4.2,4.2,3.7,3.7,3.7,3.0,3.0
AZE,23.8,20.6,20.6,21.7,21.7,21.7,17.0,17.0
BHS,9.7,10.9,10.9,9.4,9.4,9.4,8.7,8.7
BHR,8.1,6.2,6.2,6.3,6.3,6.3,5.6,5.6
BGD,25.3,23.2,23.2,20.1,20.1,20.1,17.3,17.3
BRB,7.9,9.2,9.2,8.1,8.1,7.8,7.0,7.0
BLR,8.8,7.4,7.4,6.8,6.8,5.8,4.9,4.9
BEL,4.6,4.4,4.4,3.9,3.9,4.0,3.6,3.6
BLZ,12.4,12.2,12.2,11.4,11.4,11.6,10.1,10.1
BEN,39.7,40.3,40.3,37.0,37.0,37.0,35.0,35.0
BTN,,24.1,24.1,22.2,22.2,20.7,17.8,17.8
BOL,27.2,25.1,25.1,24.5,24.5,29.0,25.2,25.2
BIH,9.2,9.6,9.6,6.7,6.7,6.7,5.9,5.9
BWA,25.9,24.3,24.3,21.9,21.9,20.9,18.6,18.6
BRA,16.6,14.4,14.4,14.5,14.5,14.4,10.8,10.8
BRN,5.4,5.8,5.8,4.4,4.4,4.4,5.5,5.5
BGR,9.4,7.8,7.8,7.9,7.9,7.8,6.7,6.7
BFA,44.5,41.7,41.7,41.1,41.1,37.1,32.0,32.0
BDI,47.8,45.6,45.6,43.6,43.6,40.8,38.1,38.1
