Country,2010-2017
ALB,4.3
DZA,4.0
AGO,9.0
ARG,9.5
ARM,5.1
AUS,5.8
AUT,4.9
AZE,2.3
BGD,4.8
BLR,3.8
BEL,4.2
BEN,16.3
BTN,6.9
BOL,12.6
BIH,5.3
BWA,23.2
BRA,15.6
BGR,7.3
BFA,5.3
BDI,6.7
CPV,10.7
CMR,11.5
CAN,6.2
CAF,18.4
TCD,10.0
CHL,11.2
CHN,9.2
COL,14.3
COM,11.2
COG,12.8
COD,8.8
CRI,12.9
HRV,5.2
CYP,5.3
CZE,3.7
CIV,8.4
DNK,4.0
DJI,10.2
DOM,10.4
ECU,10.7
EGY,4.6
SLV,7.9
EST,5.4
SWZ,14.2
ETH,7.1
FJI,5.8
FIN,3.9
FRA,5.2
GAB,8.4
GMB,5.9
GEO,6.5
DEU,5.1
GHA,8.9
GRC,7.1
GTM,11.9
GIN,5.5
GNB,12.6
HTI,8.6
HND,16.9
HUN,4.9
ISL,3.6
IND,5.3
IDN,6.6
IRN,7.2
IRQ,4.4
IRL,5.1
ISR,9.8
ITA,6.6
JPN,5.4
JOR,5.2
KAZ,3.7
KEN,11.5
KIR,6.7
KOR,5.3
KGZ,3.7
LAO,5.9
LVA,5.8
LBN,5.1
LSO,20.8
LBR,5.4
LTU,7.2
LUX,5.0
MDG,8.7
MWI,9.4
MYS,11.2
MDV,7.0
MLI,5.2
MLT,4.4
MRT,5.4
MUS,5.9
MEX,8.8
FSM,8.4
MDA,3.7
MNG,5.1
MNE,4.8
MAR,7.4
MOZ,14.2
MMR,6.3
NAM,20.1
NPL,5.0
NLD,4.4
NIC,10.2
NER,5.4
NGA,9.1
NOR,4.1
PAK,4.4
PSE,5.5
PAN,16.6
PNG,9.3
PRY,11.8
PER,10.6
PHL,7.2
POL,5.0
PRT,6.4
ROU,4.3
RUS,6.6
RWA,11.0
WSM,7.7
STP,4.7
SEN,7.7
SRB,4.2
SYC,9.8
SLE,5.4
SVK,4.1
SVN,3.7
SLB,6.4
ZAF,28.4
SSD,13.0
ESP,7.3
LKA,6.8
SDN,6.2
SWE,4.6
CHE,5.2
TJK,5.6
TZA,6.2
THA,6.5
MKD,7.3
TLS,4.1
TGO,9.7
TON,6.7
TUN,6.4
TUR,8.5
TUV,7.0
UGA,7.5
UKR,3.5
GBR,5.4
USA,9.4
URY,7.9
VUT,6.7
VEN,15.8
VNM,5.9
YEM,6.1
ZMB,21.1
ZWE,8.6
