Country,2010-2017
ALB,29.0
DZA,27.6
AGO,42.7
ARG,42.4
ARM,32.5
AUS,34.7
AUT,30.5
AZE,16.6
BGD,32.4
BLR,27.0
BEL,27.7
BEN,47.8
BTN,38.8
BOL,44.6
BIH,32.7
BWA,60.5
BRA,51.3
BGR,37.4
BFA,35.3
BDI,38.6
CPV,47.2
CMR,46.6
CAN,34.0
CAF,56.2
TCD,43.3
CHL,47.7
CHN,42.2
COL,50.8
COM,45.3
COG,48.9
COD,42.1
CRI,48.7
HRV,30.8
CYP,34.0
CZE,25.9
CIV,41.5
DNK,28.2
DJI,44.1
DOM,45.3
ECU,45.0
EGY,31.8
SLV,40.0
EST,32.7
SWZ,51.5
ETH,39.1
FJI,36.4
FIN,27.1
FRA,32.7
GAB,42.2
GMB,35.9
GEO,36.5
DEU,31.7
GHA,42.4
GRC,36.0
GTM,48.3
GIN,33.7
GNB,50.7
HTI,41.1
HND,50.0
HUN,30.4
ISL,25.6
IND,35.1
IDN,39.5
IRN,38.8
IRQ,29.5
IRL,31.9
ISR,41.4
ITA,34.7
JPN,32.1
JOR,33.7
KAZ,26.9
KEN,48.5
KIR,37.0
KOR,31.6
KGZ,26.8
LAO,36.4
LVA,34.2
LBN,31.8
LSO,54.2
LBR,33.2
LTU,37.4
LUX,31.2
MDG,42.6
MWI,45.5
MYS,46.3
MDV,38.4
MLI,33.0
MLT,29.0
MRT,32.6
MUS,35.8
MEX,43.4
FSM,40.1
MDA,26.3
MNG,32.3
MNE,31.9
MAR,40.7
MOZ,54.0
MMR,38.1
NAM,61.0
NPL,32.8
NLD,29.3
NIC,46.2
NER,34.3
NGA,43.0
NOR,27.5
PAK,30.7
PSE,34.4
PAN,50.4
PNG,41.9
PRY,47.9
PER,43.8
PHL,40.1
POL,31.8
PRT,35.5
ROU,28.3
RUS,37.7
RWA,50.4
WSM,42.0
STP,30.8
SEN,40.3
SRB,28.5
SYC,46.8
SLE,34.0
SVK,26.5
SVN,25.4
SLB,37.1
ZAF,63.0
SSD,46.3
ESP,36.2
LKA,39.8
SDN,35.4
SWE,29.2
CHE,32.5
TJK,34.0
TZA,37.8
THA,37.8
MKD,35.6
TLS,28.7
TGO,43.1
TON,37.5
TUN,35.8
TUR,41.9
TUV,39.1
UGA,41.0
UKR,25.0
GBR,33.2
USA,41.5
URY,39.7
VUT,37.6
VEN,46.9
VNM,34.8
YEM,36.7
ZMB,57.1
ZWE,43.2
