Country,2010,2011,2012,2013,2014,2015,2016,2017
AFG,,,,10.8,10.8,10.8,10.8,10.8
ALB,14.4,18.3,18.3,18.3,18.3,18.3,18.3,12.2
DZA,,,,,,,,11.4
AGO,36.4,50.0,50.0,50.0,28.9,28.9,28.9,28.9
ARG,34.4,34.4,34.4,28.1,26.3,27.4,26.5,25.8
ARM,10.8,10.8,13.9,14.3,13.9,13.9,13.9,17.4
AUS,16.6,16.6,16.6,16.6,17.7,17.7,17.7,17.7
AUT,15.1,15.1,12.7,13.8,15.5,17.5,16.5,17.7
AZE,4.4,4.5,4.5,4.5,8.9,8.9,8.9,8.9
BHS,24.5,24.5,,24.5,,,,
BGD,14.8,17.7,17.7,28.3,28.3,28.3,28.3,15.7
BRB,16.1,,,,,,,33.6
BLR,11.1,12.1,12.1,11.1,10.8,9.7,10.8,10.8
BEL,15.1,11.7,11.9,12.3,11.6,12.7,13.6,13.7
BLZ,48.5,,,37.9,37.9,37.9,37.9,37.9
BEN,19.2,23.6,23.6,23.6,29.4,29.4,29.4,30.3
BTN,,,23.1,25.1,19.6,19.6,19.6,19.6
BOL,54.2,47.2,47.4,36.1,36.1,36.4,33.5,31.8
BIH,31.1,19.3,19.2,19.2,20.2,20.2,20.2,20.2
BWA,,,,55.5,55.5,55.5,55.5,
BRA,37.6,40.7,39.7,39.7,38.7,37.8,38.0,36.7
BGR,16.1,19.9,15.4,18.8,17.8,18.2,21.8,23.6
BFA,25.3,25.3,23.4,24.2,24.2,24.2,24.2,24.2
BDI,24.9,,,13.2,14.1,14.1,14.1,20.9
CPV,,,,28.0,28.0,28.0,28.0,
KHM,21.4,21.4,20.3,20.3,20.3,20.3,14.3,14.3
CMR,19.9,19.9,19.9,23.1,23.1,23.1,23.1,35.9
CAN,17.1,17.1,17.1,13.9,17.4,17.4,17.4,17.4
CAF,28.1,28.1,28.1,28.1,49.2,49.2,49.2,49.2
TCD,20.8,21.0,21.0,21.0,30.7,30.7,28.4,28.4
CHL,34.1,34.1,34.1,36.0,36.0,35.5,32.6,31.1
CHN,29.5,29.5,29.5,29.5,29.5,29.5,29.5,23.3
COL,43.6,53.9,44.5,41.5,37.4,39.4,37.5,36.2
COM,54.0,,,,56.0,56.0,56.0,56.0
COG,22.0,30.3,30.3,30.3,21.2,21.2,21.2,21.2
COD,22.1,36.8,36.8,31.2,28.2,28.2,28.2,28.2
CRI,33.7,33.7,37.9,34.3,34.3,34.1,33.7,32.4
HRV,27.8,27.8,27.8,17.6,17.2,17.7,17.7,17.3
CYP,13.8,10.9,13.6,14.9,15.0,15.9,22.9,18.7
CZE,12.2,9.6,10.7,11.3,11.0,11.1,11.3,10.8
CIV,20.5,34.4,34.4,28.1,27.4,27.4,27.4,27.4
DNK,11.3,10.2,11.0,13.3,14.4,14.3,15.3,14.4
DJI,21.3,21.3,21.7,21.7,21.7,21.7,21.7,27.7
DOM,32.6,33.8,37.6,29.3,30.3,28.1,29.4,28.1
ECU,23.4,38.8,38.8,32.1,30.9,30.1,31.9,30.5
EGY,15.9,14.2,14.2,14.2,14.2,36.3,36.3,36.3
SLV,32.7,31.1,31.1,34.0,34.0,25.7,24.5,23.2
EST,17.7,14.5,17.7,17.4,18.6,18.7,21.4,18.9
SWZ,32.3,40.9,40.9,37.6,37.6,37.6,37.9,37.9
ETH,20.8,20.8,20.8,9.5,9.5,9.5,9.5,13.4
FJI,,,,22.6,22.6,22.6,22.6,
FIN,13.4,10.6,11.3,10.8,10.8,11.6,20.4,11.7
FRA,13.9,13.9,13.3,14.2,13.9,16.3,24.1,18.1
GAB,22.1,22.1,22.1,20.4,20.4,20.4,20.4,20.4
GMB,33.3,,,26.9,26.9,26.9,31.5,31.5
GEO,25.9,22.7,25.9,25.9,23.4,24.1,24.1,25.7
DEU,16.7,14.5,14.5,14.8,14.1,14.8,19.3,17.7
GHA,25.4,27.2,27.2,27.2,31.7,31.7,25.3,25.3
GRC,19.9,17.1,18.1,16.2,20.6,21.1,21.0,22.8
GTM,42.5,38.5,42.5,42.5,33.1,34.1,34.1,32.2
GIN,26.8,31.1,31.1,31.1,17.1,17.1,17.1,17.1
GNB,32.5,32.5,32.5,32.5,32.5,32.5,37.9,37.9
GUY,20.3,32.1,24.4,24.4,24.4,24.4,25.1,25.1
HTI,47.9,47.9,47.9,48.4,48.4,48.4,48.4,48.4
HND,39.7,43.4,35.8,46.8,48.6,41.5,36.3,34.9
HKG,,,,,,,,25.6
HUN,14.7,11.2,12.2,13.1,12.6,14.6,15.5,15.2
ISL,13.4,11.8,13.2,11.6,12.2,11.7,12.8,12.8
IND,14.7,14.7,15.8,16.1,16.1,16.1,21.0,18.8
IDN,14.8,17.7,17.7,17.7,17.3,17.3,17.3,24.9
IRN,,,,46.6,46.6,46.6,46.6,19.7
IRQ,,,,16.1,16.1,16.1,16.1,16.1
IRL,18.8,13.8,13.8,13.3,16.3,16.3,20.1,20.1
ISR,23.7,23.7,23.7,19.6,25.0,26.4,26.4,26.4
ITA,19.4,16.8,18.1,19.8,19.8,20.8,22.5,22.5
JAM,24.1,24.1,30.1,30.1,30.1,30.1,32.0,32.0
JPN,,,,13.5,13.5,13.5,13.5,6.3
JOR,18.7,21.1,21.1,21.1,20.5,20.5,20.5,20.5
KAZ,17.6,13.8,17.3,12.7,12.7,12.7,10.3,10.3
KEN,28.8,36.0,36.0,36.0,36.0,33.1,33.1,33.1
KIR,,,,48.4,48.4,48.4,48.4,
KOR,18.4,18.4,18.4,18.4,18.4,18.4,20.2,20.2
KGZ,12.2,12.2,24.1,24.1,17.7,17.7,12.2,12.2
LAO,15.5,15.5,20.6,16.8,20.3,20.3,20.3,20.3
LVA,20.5,21.0,20.9,19.8,20.5,20.3,20.7,20.7
LBN,,30.0,30.0,30.0,30.0,30.0,,
LSO,39.5,47.0,47.0,47.0,47.0,47.0,41.1,41.1
LBR,19.0,19.0,19.0,19.0,22.7,22.7,22.7,22.7
LTU,20.6,17.5,20.1,18.6,17.5,19.6,20.1,23.9
LUX,15.7,13.5,11.6,13.1,13.9,15.1,17.7,17.7
MDG,19.3,36.1,36.1,36.1,20.4,20.4,20.4,20.4
MWI,19.7,19.7,23.1,24.6,27.7,32.5,32.4,32.4
MYS,28.7,,,,,,,
MDV,19.5,23.2,23.2,23.2,23.2,23.2,23.2,20.5
MLI,25.4,,,,16.1,16.1,16.1,15.4
MLT,,,13.6,14.1,13.3,13.6,13.7,13.7
MRT,21.5,21.5,23.8,21.2,21.2,21.2,24.6,24.6
MUS,,16.6,16.6,19.8,19.8,19.8,19.8,18.2
MEX,31.6,35.6,35.6,34.6,34.6,34.3,34.3,32.8
FSM,63.1,63.1,,63.1,,,,26.4
MDA,19.4,18.9,17.0,18.9,14.0,14.0,14.0,14.0
MNG,16.4,16.4,19.7,12.3,12.3,12.3,15.7,15.7
MNE,12.6,11.3,12.6,11.3,12.6,13.6,13.6,14.6
MAR,20.7,23.0,23.0,23.0,23.0,23.0,,
MOZ,58.1,25.8,37.0,28.4,28.4,28.4,28.4,28.4
MMR,,,,,,,,5.8
NAM,68.3,68.3,68.3,68.3,68.3,53.6,53.6,53.6
NPL,26.4,37.4,37.4,18.3,15.1,13.9,13.9,16.3
NLD,15.3,12.5,12.3,11.8,11.6,12.4,14.1,15.0
NZL,,,,,,,,16.4
NIC,23.8,33.6,33.6,31.0,28.3,32.1,32.1,29.2
NER,21.1,17.9,17.9,17.9,12.3,12.3,12.3,16.4
NGA,25.1,28.8,34.5,34.5,28.4,28.4,28.5,28.2
NOR,13.1,10.6,12.8,10.7,10.2,10.4,14.3,14.9
PAK,10.6,11.0,11.0,11.0,11.6,11.6,11.6,11.6
PLW,,,,23.0,23.0,23.0,23.0,
PSE,,,,15.0,15.0,15.0,18.5,18.5
PAN,52.6,40.5,40.5,35.8,36.5,38.0,35.3,36.5
PRY,33.4,33.4,33.4,34.6,30.1,38.3,33.9,39.5
PER,42.7,30.0,32.5,30.6,31.9,29.5,29.6,28.3
PHL,28.0,30.0,30.0,25.2,26.8,26.8,26.8,26.8
POL,18.4,16.3,17.1,17.9,17.5,17.4,17.6,17.1
PRT,23.9,19.3,20.8,19.9,20.3,20.4,20.5,20.5
ROU,12.2,22.2,22.2,17.3,17.1,19.5,21.5,21.0
RUS,11.9,11.9,11.9,22.9,18.7,17.7,17.7,17.7
RWA,31.5,34.5,30.2,39.6,35.2,36.4,36.4,36.4
LCA,,,,,27.4,27.4,27.4,27.4
STP,,44.2,44.2,44.2,25.8,25.8,14.9,14.9
SEN,21.1,23.9,21.6,22.7,27.7,27.7,26.9,27.7
SRB,12.2,10.3,10.3,13.5,13.5,17.4,27.0,28.7
SYC,,,,,,,,29.3
SLE,22.2,31.0,31.0,31.0,19.2,19.2,19.2,19.2
SGP,,,,,,,,25.0
SVK,11.7,9.6,11.3,11.5,11.3,11.4,13.5,13.4
SVN,12.2,8.5,9.9,10.6,11.0,11.3,11.3,11.4
SLB,,,,26.3,26.3,26.3,,
ZAF,40.9,,,,57.3,56.4,56.4,56.4
SSD,,,,,,,,32.3
ESP,18.5,16.7,19.7,22.1,23.9,21.8,23.3,23.3
LKA,20.8,20.8,20.8,19.6,13.7,13.7,13.7,21.0
SDN,,,,,,,37.3,33.0
SUR,34.9,34.9,32.8,37.3,37.3,37.3,37.3,37.3
SWE,13.0,10.3,11.2,12.4,13.1,13.1,14.6,15.3
CHE,14.3,14.3,14.3,13.2,12.3,15.7,16.8,16.8
SYR,18.3,18.3,18.3,18.3,18.3,18.3,18.3,
TJK,15.3,15.3,15.0,15.0,15.0,15.0,15.0,13.5
TZA,17.6,20.6,20.9,20.9,22.7,22.7,22.7,22.4
THA,34.0,34.0,34.0,34.0,34.0,34.0,23.8,23.8
MKD,21.8,21.8,21.8,21.8,30.1,30.1,30.1,20.3
TLS,19.2,17.8,17.8,17.8,17.8,17.8,17.8,13.6
