Country,1990,1995,2000,2005,2010,2011,2012,2013,2014,2015,2016,2017
AFG,11.0,22.0,,19.0,52.0,53.0,55.0,55.0,54.0,54.0,,55.0
ALB,90.0,69.0,71.0,78.0,89.0,90.0,93.0,96.0,96.0,96.0,95.0,
DZA,59.0,58.0,65.0,79.0,97.0,100.0,,,,,,
AGO,8.0,,12.0,,26.0,27.0,,,,,,
ATG,,,69.0,,99.0,99.0,97.0,,94.0,94.0,,
ARG,71.0,,97.0,94.0,102.0,104.0,105.0,106.0,107.0,107.0,,
ARM,,,92.0,92.0,,,,,,86.0,,
AUS,,143.0,,,,,,,,158.0,154.0,
AUT,101.0,107.0,99.0,100.0,99.0,98.0,98.0,99.0,99.0,100.0,101.0,
AZE,92.0,85.0,,,,,,,,,,
BHS,86.0,87.0,,89.0,93.0,,,,,,90.0,
BHR,87.0,106.0,98.0,96.0,93.0,95.0,92.0,97.0,99.0,102.0,104.0,
BGD,20.0,,48.0,45.0,50.0,51.0,53.0,58.0,,63.0,69.0,
BRB,85.0,,104.0,109.0,102.0,104.0,,,109.0,109.0,107.0,
BLR,97.0,94.0,,,108.0,107.0,106.0,105.0,105.0,105.0,104.0,
BEL,101.0,147.0,145.0,160.0,157.0,157.0,158.0,161.0,162.0,164.0,,
BLZ,,67.0,68.0,77.0,75.0,76.0,78.0,80.0,80.0,81.0,87.0,
BEN,,,22.0,,,49.0,,56.0,56.0,59.0,,
BTN,,,30.0,44.0,64.0,67.0,71.0,75.0,82.0,83.0,84.0,
BOL,,,71.0,87.0,83.0,82.0,83.0,85.0,85.0,86.0,86.0,
BWA,39.0,56.0,76.0,81.0,,,,,,,,
BRA,,,,101.0,,95.0,96.0,102.0,102.0,100.0,,
BRN,,,85.0,97.0,99.0,101.0,106.0,104.0,99.0,96.0,93.0,
BGR,99.0,92.0,93.0,89.0,90.0,94.0,95.0,101.0,104.0,102.0,100.0,
BFA,7.0,,10.0,14.0,22.0,24.0,26.0,28.0,30.0,34.0,36.0,
BDI,5.0,,,13.0,24.0,27.0,29.0,34.0,40.0,45.0,48.0,
CPV,21.0,,68.0,71.0,87.0,88.0,88.0,89.0,86.0,85.0,85.0,
KHM,,,17.0,,,,,,,,,
CMR,26.0,26.0,28.0,28.0,,50.0,53.0,55.0,59.0,61.0,62.0,
