Country,2015
ALB,413
DZA,360
ARG,456
AUS,494
AUT,497
BEL,507
BRA,377
BGR,441
CAN,516
CHL,423
CHN,531
COL,390
CRI,400
HRV,464
CYP,437
CZE,492
DNK,511
DOM,328
EST,520
FIN,511
FRA,493
GEO,404
DEU,506
GRC,454
HKG,548
HUN,477
ISL,488
IDN,386
IRL,504
ISR,470
ITA,490
JPN,532
JOR,380
KOR,524
LVA,482
LBN,396
LTU,478
LUX,486
MLT,479
MEX,408
MDA,420
MNE,418
NLD,512
NZL,495
NOR,502
PER,387
POL,504
PRT,492
QAT,402
ROU,444
RUS,494
SGP,564
SVK,475
SVN,510
ESP,486
SWE,494
CHE,521
THA,415
MKD,371
TTO,417
TUN,367
TUR,420
ARE,427
GBR,492
USA,470
URY,418
VNM,495
