Country,2015
ALB,427
DZA,376
ARG,475
AUS,510
AUT,495
BEL,502
BRA,401
BGR,446
CAN,528
CHL,447
CHN,518
COL,416
CRI,420
HRV,475
CYP,433
CZE,493
DNK,502
DOM,332
EST,534
FIN,531
FRA,495
GEO,411
DEU,509
GRC,455
HKG,523
HUN,477
ISL,473
IDN,403
IRL,503
ISR,467
ITA,481
JPN,538
JOR,409
KOR,516
LVA,490
LBN,386
LTU,475
LUX,483
MLT,465
MEX,416
MDA,428
MNE,411
NLD,509
NZL,513
NOR,498
PER,397
POL,501
PRT,501
QAT,418
ROU,435
RUS,487
SGP,556
SVK,461
SVN,513
ESP,493
SWE,493
CHE,506
THA,421
MKD,384
TTO,425
TUN,386
TUR,425
ARE,437
GBR,509
USA,496
URY,435
VNM,525
