1,6,8,10,15,7
1,6,8,10,15,7
3,3,3,7,12,6
2,1,7,3,6,15
2,2,2,9,13,2
3,3,7,7,12,6
3,3,3,7,12,11
3,3,3,7,12,11
2,2,9,9,13,8
2,2,9,9,13,8
3,3,3,7,14,11
1,6,8,5,15,18
2,2,9,9,13,8
1,6,8,10,15,7
1,6,8,5,15,18
1,4,4,12,11,10
3,3,7,7,12,6
2,1,7,3,6,15
3,3,7,7,12,6
3,3,3,7,12,6
3,1,7,3,12,6
3,5,1,4,14,11
3,5,1,4,9,1
3,5,3,7,14,11
3,3,7,7,12,6
2,2,2,9,13,2
1,4,4,12,11,10
3,5,1,4,9,1
1,6,8,5,15,18
2,2,9,9,13,8
2,2,9,9,13,8
3,3,7,3,12,6
3,2,2,9,7,2
1,6,8,10,15,7
1,6,8,10,15,7
1,6,8,10,15,7
1,4,4,12,11,10
3,5,3,4,14,11
1,6,8,10,15,7
3,5,1,4,9,1
3,3,3,7,12,6
3,3,7,7,12,6
2,1,7,3,6,15
2,1,9,3,6,15
2,2,9,9,13,8
1,6,8,10,15,7
3,5,3,4,14,11
2,2,9,9,13,8
3,5,3,4,14,11
3,5,1,4,9,1
3,5,3,4,14,11
3,5,1,4,9,1
1,6,8,10,15,7
2,2,9,9,13,15
2,1,7,3,6,15
1,6,8,10,15,7
2,2,9,9,13,8
3,5,3,4,14,11
2,2,9,9,13,8
3,4,1,12,9,10
3,5,1,4,9,1
2,2,9,9,13,8
3,3,3,7,12,6
1,4,4,12,11,10
1,6,8,5,15,7
1,6,8,10,15,7
1,6,8,10,15,7
1,6,8,10,15,7
2,1,7,3,6,15
3,3,3,7,12,11
3,4,1,12,9,10
3,5,1,4,9,1
2,2,2,9,13,8
3,4,4,12,11,10
2,1,7,3,6,15
1,6,8,10,15,7
2,1,7,3,6,15
3,5,1,4,9,1
1,4,4,12,11,10
2,2,9,9,13,8
3,3,3,7,14,11
3,4,1,12,11,1
2,2,9,9,13,8
2,1,9,3,6,15
2,1,9,3,6,15
3,5,3,4,14,11
3,5,3,4,14,11
2,2,9,9,13,8
3,3,7,7,12,6
1,4,4,12,11,10
3,5,1,4,14,11
1,4,4,12,11,10
1,4,4,12,11,10
3,3,3,7,12,6
2,1,9,3,6,15
2,2,2,9,13,2
1,4,4,12,11,10
3,3,3,7,14,11
1,6,8,10,15,7
3,5,1,4,9,1
3,5,3,4,14,11
2,2,2,9,13,2
3,3,3,7,14,11
1,6,8,10,15,7
2,1,7,3,6,15
2,2,2,9,13,2
2,1,7,3,6,15
3,5,1,4,9,1
2,1,7,3,6,15
3,5,3,4,14,11
1,6,4,10,15,7
3,5,1,4,9,1
3,3,3,7,14,11
3,5,1,4,9,1
3,3,3,7,14,11
1,6,8,5,15,18
2,1,7,3,6,15
1,4,4,12,11,10
3,3,7,7,12,6
3,5,3,4,14,11
1,6,8,5,15,18
1,6,8,10,15,7
3,3,3,7,12,6
1,6,8,10,15,7
3,3,7,7,12,6
1,4,4,12,11,10
1,6,8,5,15,18
1,6,8,10,15,7
3,5,1,4,9,1
2,2,9,9,13,8
2,2,2,9,13,8
1,4,4,12,11,10
3,5,1,4,9,1
2,1,9,3,6,8
3,3,7,7,12,6
1,6,4,10,11,7
3,3,3,7,14,11
3,5,3,4,14,11
3,5,1,4,9,1
3,3,7,7,12,6
1,6,8,10,15,7
2,1,7,3,6,15
3,5,1,12,9,1
2,1,7,3,6,15
3,5,1,4,9,1
3,5,1,4,9,1
2,2,2,9,13,2
3,3,7,7,12,6
2,1,7,3,6,15
1,6,8,10,15,7
2,1,7,3,6,15
1,6,8,10,15,7
1,6,8,10,15,7
2,2,2,9,13,2
1,4,4,12,11,10
1,6,8,5,15,18
3,5,1,4,9,1
2,1,7,3,12,6
1,6,8,5,15,18
3,3,3,7,12,6
1,6,8,5,15,18
1,4,4,12,11,10
3,5,1,4,14,11
2,1,7,3,6,15
2,1,9,3,6,15
2,2,9,9,13,8
1,6,4,10,15,7
3,3,3,7,12,6
1,4,4,12,11,10
1,6,8,5,15,18
1,6,8,10,15,7
3,5,3,4,14,11
3,5,1,4,9,1
3,5,1,4,9,1
1,4,4,12,11,10
3,5,1,4,9,1
3,3,7,7,12,6
3,5,3,4,14,11
3,3,3,7,14,6
3,5,1,4,9,1
1,6,8,10,15,7
1,6,8,10,15,7
3,3,3,7,12,6
3,3,3,7,12,6
2,2,2,9,13,8
3,5,3,4,14,11
3,5,3,4,14,11
3,3,3,7,14,11
3,5,1,4,9,1
1,4,4,12,11,10
3,5,1,4,9,1
1,6,8,10,15,7
3,5,1,4,9,1
1,4,4,10,11,7
1,6,4,10,11,7
