1,3,6,10,3,5,1
1,3,1,10,3,4,4
1,2,3,8,10,12,12
1,1,4,4,8,2,2
1,1,2,6,11,16,16
1,4,7,5,4,13,5
1,2,3,8,10,12,12
1,2,3,8,10,12,12
1,1,4,4,8,2,2
1,1,4,4,8,2,2
1,2,3,8,10,12,12
1,3,6,9,2,5,1
1,1,4,4,8,2,2
1,3,6,10,3,5,1
1,3,6,9,2,5,1
1,3,1,2,13,4,4
1,4,7,5,4,13,5
1,4,7,5,4,13,5
1,4,7,5,4,13,5
1,2,3,8,10,12,12
1,4,7,5,4,13,5
1,2,3,8,10,12,8
1,2,5,7,6,10,15
1,2,3,8,10,12,8
1,4,7,5,4,13,5
1,1,2,6,11,16,16
1,3,1,2,13,4,4
1,2,5,7,6,9,3
1,3,6,9,2,5,1
1,1,4,4,8,2,2
1,1,2,4,8,2,2
1,4,7,5,4,13,5
1,2,5,7,6,9,3
1,3,6,9,2,5,1
1,3,6,10,3,4,4
1,3,6,10,2,5,1
1,3,1,2,13,4,4
1,2,3,8,10,12,8
1,3,1,10,3,4,4
1,2,5,7,6,10,15
1,2,3,8,10,12,12
1,4,7,5,4,13,5
1,4,4,4,8,2,2
1,4,4,4,8,2,2
1,1,4,4,8,2,2
1,3,1,10,3,4,4
1,2,3,8,10,12,12
1,1,4,4,8,2,2
1,2,3,8,6,12,8
1,2,3,8,10,12,8
1,2,3,7,10,12,8
1,2,5,7,6,10,8
1,3,1,10,3,4,4
1,1,4,4,8,2,2
1,4,7,5,4,13,5
1,3,6,9,2,5,1
1,1,4,4,8,2,2
1,2,3,8,10,12,8
1,1,4,4,8,2,2
1,2,5,2,13,10,15
1,2,5,7,6,9,3
1,1,4,4,8,2,2
1,2,3,8,10,12,12
1,3,1,2,13,4,4
1,3,6,9,2,5,1
1,3,1,10,3,4,4
1,3,6,9,2,5,1
1,3,1,10,3,4,4
1,4,7,5,4,13,5
1,2,3,8,10,12,12
1,3,5,2,13,10,15
1,2,5,7,6,10,15
1,1,4,4,8,2,2
1,2,5,2,13,10,15
1,4,7,5,4,13,5
1,3,1,10,3,4,4
1,4,7,5,4,13,5
1,2,5,7,6,10,8
1,3,1,10,3,4,4
1,1,4,4,8,2,2
1,2,3,8,10,12,12
1,2,5,7,6,10,15
1,1,4,4,8,2,2
1,1,4,4,8,2,2
1,1,4,4,8,2,2
1,2,3,8,10,12,12
1,2,3,8,10,12,8
1,1,4,4,8,2,2
1,4,7,5,4,13,5
1,3,1,2,13,4,4
1,2,5,7,6,9,8
1,3,1,2,13,4,4
1,2,5,2,13,10,15
1,2,3,8,10,12,12
1,1,4,4,8,2,2
1,1,2,6,11,16,16
1,3,1,2,13,4,4
1,2,3,8,10,12,12
1,3,6,10,3,5,1
1,2,3,8,10,12,8
1,2,3,8,10,12,12
1,1,2,6,11,16,16
1,2,3,8,10,12,12
1,3,6,10,3,5,1
1,4,7,5,4,13,5
1,1,2,6,11,16,16
1,4,7,5,4,13,5
1,2,5,7,6,10,15
1,4,7,5,4,13,5
1,2,3,8,10,12,8
1,3,1,10,3,4,4
1,2,5,7,6,9,8
1,2,3,8,10,12,12
1,2,3,7,6,9,3
1,2,3,8,10,12,12
1,3,6,9,2,5,1
1,4,7,5,4,13,5
1,3,1,2,13,4,4
1,4,7,5,4,13,5
1,2,3,8,10,9,8
1,3,6,9,2,5,1
1,3,1,10,3,5,4
1,2,3,8,10,12,12
1,3,6,9,2,5,1
1,4,3,8,10,12,12
1,3,1,2,13,4,4
1,3,6,9,2,5,1
1,3,6,10,3,5,1
1,2,5,7,6,10,15
1,1,4,4,8,2,2
1,1,2,6,11,16,16
1,3,1,10,3,4,4
1,2,5,7,6,10,15
1,1,4,4,8,2,2
1,4,7,5,4,13,5
1,3,1,10,3,4,4
1,2,3,8,10,12,12
1,2,3,8,10,12,8
1,2,5,7,6,10,8
1,2,3,8,10,12,12
1,3,1,10,3,4,4
1,4,7,5,4,13,5
1,2,5,7,6,9,3
1,4,7,5,4,13,5
1,2,5,7,6,10,8
1,2,3,7,6,9,8
1,1,2,6,11,16,16
1,4,7,5,4,13,5
1,4,7,5,4,13,5
1,3,1,10,3,5,1
1,4,7,5,4,13,5
1,3,1,10,3,4,4
1,3,1,10,3,4,4
1,1,2,6,11,16,16
1,3,1,2,13,4,4
1,3,6,9,2,5,1
1,2,5,7,6,10,15
1,4,7,5,4,13,5
1,3,6,9,2,5,1
1,4,7,5,4,13,5
1,3,6,10,2,5,1
1,3,1,2,13,4,4
1,2,3,8,10,12,8
1,4,7,5,4,13,5
1,1,4,4,8,2,2
1,1,4,4,8,2,2
1,3,1,10,3,4,4
1,2,3,8,10,12,12
1,2,5,7,6,9,3
1,3,6,9,2,5,1
1,3,6,10,3,5,1
1,2,3,8,10,12,8
1,2,5,7,6,9,8
1,2,5,7,6,10,15
1,3,1,2,13,4,4
1,2,3,8,10,12,8
1,4,7,5,4,13,5
1,2,3,8,10,9,8
1,2,3,8,10,12,12
1,2,5,7,6,10,15
1,3,6,10,3,5,1
1,3,6,10,3,5,1
1,4,7,5,4,13,5
1,4,3,8,10,12,12
1,1,2,6,11,16,16
1,2,3,7,10,12,8
1,2,3,8,10,12,12
1,2,3,8,10,12,12
1,2,5,7,6,9,8
1,2,5,2,13,10,15
1,2,3,7,6,9,8
1,3,1,10,3,4,4
1,2,5,7,6,9,3
1,3,1,10,3,4,4
1,3,1,10,3,4,4
