1,3,8,6,14,2
1,2,7,8,7,6
3,5,3,11,4,13
2,6,2,5,8,11
2,6,4,3,6,15
3,4,9,7,2,8
3,5,3,11,4,13
3,5,3,11,4,13
2,6,2,5,8,11
2,6,2,5,8,11
3,5,3,11,4,13
1,3,8,6,14,2
2,6,2,5,8,11
1,3,8,6,14,2
1,3,8,6,14,2
1,2,7,8,7,6
3,4,9,7,2,8
2,4,9,7,2,8
3,4,9,7,2,8
3,5,3,11,4,13
2,4,9,7,2,8
3,5,3,1,10,10
3,1,5,9,9,3
3,5,3,1,4,10
3,4,9,7,2,8
2,6,4,3,6,15
1,2,7,8,7,6
3,1,5,9,1,18
1,3,8,6,14,2
2,6,2,5,8,11
2,6,2,5,8,11
3,4,9,7,2,8
3,1,5,1,1,18
1,3,8,6,14,2
1,3,7,8,14,2
1,3,8,6,14,2
1,2,7,8,7,6
3,5,3,1,10,10
1,2,7,8,7,6
3,1,5,9,9,3
3,5,3,11,4,13
3,4,9,7,2,8
2,4,2,5,8,11
2,4,2,5,8,11
2,6,2,5,8,11
1,2,7,8,7,6
3,5,3,11,4,13
2,6,2,5,8,11
3,5,3,1,10,10
3,5,3,1,10,10
3,5,3,1,10,10
3,1,5,9,10,10
1,2,7,8,7,6
2,6,2,5,8,11
2,4,9,7,2,8
1,3,8,6,14,2
2,6,2,5,8,11
3,5,3,1,10,10
2,6,2,5,8,11
3,1,5,9,9,3
3,1,5,9,1,18
2,6,2,5,8,11
3,5,3,11,4,13
1,2,7,8,7,6
1,3,8,6,14,2
1,2,7,8,7,6
1,3,8,6,14,2
1,2,7,8,7,6
2,4,9,7,2,8
3,5,3,11,4,13
1,2,5,9,9,3
3,1,5,9,10,3
2,6,2,5,8,11
1,1,5,9,9,3
2,4,9,7,2,8
1,2,7,8,7,6
2,4,9,7,2,8
3,1,5,9,9,10
1,2,7,8,7,6
2,6,2,5,8,11
3,5,3,11,4,13
3,1,5,9,9,3
2,6,2,5,8,11
2,4,2,5,8,11
2,6,2,5,8,11
3,5,3,11,4,13
3,5,3,1,4,10
2,6,2,5,8,11
3,4,9,7,2,8
1,2,7,8,7,6
3,1,3,1,10,10
1,2,7,8,7,6
3,1,5,9,9,3
3,5,3,11,4,13
2,4,2,5,8,11
2,6,4,3,6,15
1,2,7,8,7,6
3,5,3,11,10,13
1,3,8,6,14,2
3,5,3,1,10,10
3,5,3,11,4,13
2,6,4,3,6,15
3,5,3,11,4,13
1,3,8,8,14,2
2,4,9,7,2,8
2,6,4,3,6,15
2,4,9,7,2,8
3,1,5,9,9,3
2,4,9,7,2,8
3,5,3,1,4,10
1,2,7,8,7,6
3,1,5,1,10,10
3,5,3,11,4,13
3,1,5,1,1,18
3,5,3,11,4,13
1,3,8,6,14,2
2,4,9,7,2,8
1,2,7,8,7,6
2,4,9,7,2,8
3,5,3,1,10,10
1,3,8,6,14,2
1,2,8,8,7,2
3,5,3,11,4,13
1,3,8,6,14,2
3,5,9,11,4,13
1,2,7,8,7,6
1,3,8,6,14,2
1,3,8,6,14,2
3,1,5,9,9,3
2,6,2,5,8,11
2,6,4,3,6,15
1,2,7,8,7,6
3,1,5,9,9,3
2,6,2,5,8,11
3,4,9,7,2,8
1,2,7,8,7,6
3,5,3,11,4,13
3,5,3,1,10,10
3,1,5,1,10,10
3,5,3,11,4,13
1,2,7,8,7,6
2,4,9,7,2,8
3,1,5,9,1,18
2,4,9,7,2,8
3,1,5,1,10,10
3,1,3,1,10,10
2,6,4,3,6,15
3,4,9,7,2,8
2,4,9,7,2,8
1,3,8,6,14,2
2,4,9,7,2,8
1,2,7,8,7,6
1,2,7,8,7,6
2,6,4,3,6,15
1,2,7,8,7,6
1,3,8,6,14,2
3,1,5,9,9,3
2,4,9,7,2,8
1,3,8,6,14,2
3,4,9,7,2,8
1,3,8,6,14,2
1,2,7,8,7,6
3,5,3,1,10,10
2,4,9,7,2,8
2,6,2,5,8,11
2,6,2,5,8,11
1,2,7,8,7,6
3,5,3,11,4,13
3,1,5,9,1,18
1,3,8,6,14,2
1,3,8,6,14,2
3,5,3,1,10,10
3,1,5,1,10,10
3,1,5,1,10,3
1,2,7,8,7,6
3,5,3,1,10,10
3,4,9,7,2,8
3,5,3,1,10,10
3,5,3,11,4,13
3,1,5,9,9,3
1,3,8,6,14,2
1,3,8,6,14,2
3,4,9,7,2,8
3,5,3,11,4,13
2,6,4,3,6,15
3,5,3,1,10,10
3,5,3,11,4,13
3,5,3,11,4,13
3,1,3,1,10,10
3,1,5,9,9,3
3,5,3,1,10,10
1,2,7,8,7,6
3,1,5,9,1,18
1,2,7,8,7,6
1,2,8,8,7,6
