Country,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
AFG,1,1,3,1,5,2,7,1,3,6,8,12,11,11,2,10,9,16,2,9
AGO,1,1,3,1,5,2,7,1,1,6,8,12,8,2,13,11,14,15,10,2
ALB,1,2,1,3,1,3,3,2,8,4,1,6,9,3,14,8,11,14,8,16
AND,1,2,1,3,3,5,4,7,7,3,10,6,4,6,11,15,4,7,18,7
ARE,1,2,1,3,3,5,4,7,7,4,10,6,4,6,11,15,4,7,18,7
ARG,1,2,1,3,1,3,3,2,8,4,1,6,9,3,14,8,11,14,8,16
ARM,1,2,1,3,1,3,3,2,8,4,1,1,9,3,14,8,11,14,8,16
ATG,1,2,1,3,1,3,3,2,8,4,1,1,9,3,14,8,11,14,8,16
AUS,1,2,1,3,3,5,4,7,7,3,10,6,4,6,11,15,4,7,18,7
AUT,1,2,1,3,3,5,4,7,7,3,10,6,4,6,11,15,4,7,18,7
AZE,1,2,1,3,1,3,3,2,8,4,1,1,9,3,14,8,11,14,8,16
BDI,1,1,3,1,5,2,7,1,3,6,8,5,11,11,2,10,9,16,2,9
BEL,1,2,1,3,3,5,4,7,7,3,10,6,4,6,11,15,4,7,18,7
BEN,1,1,3,1,5,2,7,1,1,6,8,12,11,2,13,11,9,15,2,2
BFA,1,1,3,1,5,2,7,1,3,6,8,5,11,11,2,10,9,16,2,9
BGD,1,1,3,1,2,1,2,4,1,2,4,12,8,2,10,11,14,5,13,2
BGR,1,2,1,3,3,5,3,7,7,4,10,6,4,6,11,15,4,7,3,7
BHR,1,2,1,3,1,5,3,2,7,4,1,6,4,6,14,15,4,7,3,7
BHS,1,2,1,3,1,3,3,2,8,4,1,6,9,3,14,8,11,14,8,16
BIH,1,2,1,3,1,3,3,2,8,4,1,6,9,3,14,8,11,14,8,16
BLR,1,2,1,3,3,5,3,7,7,4,10,6,4,6,11,15,4,7,3,7
BLZ,1,2,1,3,1,3,2,2,8,2,1,1,9,3,14,8,11,14,8,16
BOL,1,1,1,3,1,3,2,2,8,2,1,1,9,3,14,8,11,14,13,16
BRA,1,2,1,3,1,3,2,2,8,2,1,1,9,3,14,8,11,14,8,16
BRB,1,2,1,3,1,3,3,2,7,4,1,6,9,6,14,15,11,11,8,16
BRN,1,2,1,3,3,5,4,7,7,3,10,6,4,6,11,15,4,7,18,7
BTN,1,1,3,1,2,1,2,4,1,2,4,12,8,2,10,11,14,5,13,2
BWA,1,1,1,3,1,3,2,2,8,2,1,1,9,3,14,8,11,14,13,16
CAF,1,1,3,1,5,2,1,1,3,1,8,5,11,11,2,10,9,16,15,9
CAN,1,2,1,3,3,5,4,7,7,3,10,6,4,6,11,15,4,7,18,7
CHE,1,2,2,2,4,6,4,6,6,3,9,7,6,13,1,3,10,3,18,4
CHL,1,2,1,3,1,3,3,2,8,4,1,6,9,3,14,15,11,14,8,7
CHN,1,2,1,3,3,5,3,7,7,4,1,6,4,6,14,15,4,11,3,16
CIV,1,1,3,1,5,2,7,1,3,6,8,12,11,11,2,10,9,16,2,9
CMR,1,1,3,1,5,2,7,4,1,6,4,12,8,2,10,11,14,5,10,2
COD,1,1,3,1,5,2,7,1,3,6,8,12,11,11,2,10,9,16,2,9
COG,1,1,3,1,2,1,2,4,1,6,4,12,8,2,10,11,14,5,13,2
COL,1,2,1,3,1,3,2,2,8,2,1,1,9,3,14,8,11,14,8,16
COM,1,1,3,1,5,2,7,4,1,6,4,12,8,2,10,11,14,5,10,2
CPV,1,1,1,3,1,3,2,2,8,2,1,1,9,3,14,8,11,14,8,16
CRI,1,2,1,3,1,3,3,2,8,4,1,1,9,3,14,8,11,14,8,16
CUB,1,2,1,3,1,3,3,2,7,4,1,6,9,6,14,15,11,11,8,7
CYP,1,2,1,3,3,5,3,7,7,4,10,6,4,6,11,15,4,7,3,7
CZE,1,2,1,3,3,5,4,7,7,3,10,6,4,6,11,15,4,7,18,7
DEU,1,2,1,3,3,5,4,6,6,3,10,6,6,13,11,3,4,7,18,7
DJI,1,1,3,1,5,2,7,4,1,6,8,12,11,11,13,11,9,15,2,2
DMA,1,2,1,3,1,3,2,2,8,2,1,1,9,3,14,8,11,14,8,16
DNK,1,2,1,3,3,5,4,6,6,3,10,6,6,13,11,3,4,7,18,7
DOM,1,2,1,3,1,3,2,2,8,2,1,1,9,3,14,8,11,14,8,16
DZA,1,2,1,3,1,3,2,2,8,2,1,1,9,3,14,8,11,14,8,16
ECU,1,2,1,3,1,3,2,2,8,2,1,1,9,3,14,8,11,14,8,16
EGY,1,1,1,3,1,3,2,2,8,2,1,1,9,3,14,8,11,14,13,16
ERI,1,1,3,1,5,2,7,1,3,6,8,12,11,11,2,10,9,16,2,9
ESP,1,2,1,3,3,5,4,7,7,3,10,6,4,6,11,15,4,7,18,7
EST,1,2,1,3,3,5,3,7,7,4,10,6,4,6,11,15,4,7,18,7
ETH,1,1,3,1,5,2,7,1,3,6,8,5,11,11,2,10,9,16,2,9
FIN,1,2,1,3,3,5,4,7,7,3,10,6,4,6,11,15,4,7,18,7
FJI,1,2,1,3,1,3,2,2,8,2,1,1,9,3,14,8,11,14,8,16
FRA,1,2,1,3,3,5,4,7,7,3,10,6,4,6,11,15,4,7,18,7
FSM,1,1,3,1,2,1,2,2,8,2,1,1,9,3,14,8,14,5,13,2
GAB,1,1,3,1,2,1,2,4,1,2,4,12,8,2,10,11,14,5,13,2
GBR,1,2,1,3,3,5,4,7,7,3,10,6,4,6,11,15,4,7,18,7
GEO,1,2,1,3,1,3,3,2,8,4,1,1,9,3,14,8,11,14,8,16
GHA,1,1,3,1,2,1,2,4,1,2,4,12,8,2,10,11,14,5,13,2
GIN,1,1,3,1,5,2,7,1,3,6,8,12,11,11,2,10,9,16,2,9
GMB,1,1,3,1,5,1,7,4,1,6,8,12,8,2,13,11,14,15,10,9
GNB,1,1,3,1,5,2,7,1,3,6,8,12,11,11,2,10,9,16,2,9
GNQ,1,1,3,1,5,1,7,4,1,6,8,12,8,2,13,11,14,15,10,9
GRC,1,2,1,3,3,5,4,7,7,4,10,6,4,6,11,15,4,7,18,7
GRD,1,2,1,3,1,3,3,2,8,4,1,1,9,3,14,8,11,14,8,16
GTM,1,1,3,1,2,1,2,4,1,2,4,12,8,2,10,11,14,5,13,2
GUY,1,1,1,3,1,3,2,2,8,2,1,1,9,3,14,8,11,14,13,16
HKG,1,2,2,2,4,6,4,6,6,3,9,7,6,13,1,3,10,3,18,4
HND,1,1,3,1,2,1,2,4,1,2,4,12,8,2,10,11,14,5,13,2
HRV,1,2,1,3,3,5,3,7,7,4,10,6,4,6,11,15,4,7,3,7
HTI,1,1,3,1,5,2,7,4,1,6,4,12,8,2,10,11,14,5,10,2
HUN,1,2,1,3,3,5,3,7,7,4,10,6,4,6,11,15,4,7,3,7
IDN,1,1,1,3,1,3,2,2,8,2,1,1,9,3,14,8,11,14,13,16
IND,1,1,3,1,5,1,7,4,1,6,8,12,8,2,13,11,14,5,13,2
IRL,1,2,1,3,3,5,4,7,7,3,10,6,4,6,11,15,4,7,18,7
