Measure,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Log-Likelihood,36918,84980,148040.0,150020.0,164660.0,175480.0,178370.0,181030.0,184930.0,179080.0,180230.0,180700.0,180360.0,186560.0,183030.0,180800.0,180150.0,181250.0,180580.0,183210.0
