Country,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
AFG,1,2,2,1,5,4,6,7,7,1,2,1,3,9,9,6,11,12,3,5
AGO,1,2,2,1,1,1,5,8,6,2,5,7,2,4,14,14,1,2,13,16
ALB,1,1,1,4,3,5,3,1,9,3,11,4,9,2,8,15,14,3,17,8
AND,1,1,1,4,2,6,1,5,2,4,9,2,8,13,4,16,16,18,18,19
ARE,1,1,1,4,4,6,1,5,2,4,9,2,8,13,4,16,16,18,18,19
ARG,1,1,1,4,3,5,1,1,9,4,11,4,9,2,8,15,14,18,17,8
ARM,1,1,1,3,3,5,3,1,9,3,11,4,9,2,8,15,14,3,17,8
ATG,1,1,1,4,3,5,3,1,9,3,11,4,9,2,8,15,14,3,17,8
AUS,1,1,3,2,2,6,1,5,5,7,6,12,8,12,4,16,16,18,10,19
AUT,1,1,3,2,2,6,1,5,5,7,9,12,8,12,4,16,16,18,18,19
AZE,1,1,1,4,3,5,3,1,9,3,11,4,9,2,8,15,14,3,17,8
BDI,1,2,2,1,5,4,6,7,7,1,3,1,3,9,11,6,11,12,11,5
BEL,1,1,1,4,2,6,1,5,2,4,9,2,8,13,4,16,16,18,18,19
BEN,1,2,2,1,1,1,5,8,6,2,5,7,2,4,14,14,1,2,13,16
BFA,1,2,2,1,5,4,6,7,7,1,2,1,3,9,11,6,11,12,11,5
BGD,1,2,2,1,1,1,5,8,6,2,5,7,2,4,14,14,1,2,13,16
BGR,1,1,1,4,4,6,1,5,2,4,9,2,8,13,4,16,16,18,18,19
BHR,1,1,1,4,4,6,1,5,2,4,9,2,8,13,4,16,16,18,18,19
BHS,1,1,1,4,4,6,1,5,2,4,9,2,8,13,4,16,16,18,18,19
BIH,1,1,1,4,3,5,3,1,9,3,11,4,9,2,8,15,14,3,17,8
BLR,1,1,1,4,4,6,1,5,2,4,9,2,8,13,4,16,16,18,18,19
BLZ,1,1,1,4,3,5,3,1,9,3,11,4,9,2,8,15,14,3,17,8
BOL,1,2,1,3,3,1,5,8,9,3,11,4,2,2,14,14,1,2,13,16
BRA,1,1,1,4,3,5,3,1,9,3,11,4,9,2,8,15,14,3,17,8
BRB,1,1,1,4,3,5,3,1,9,3,11,4,9,2,8,15,14,3,17,8
BRN,1,1,3,2,2,6,1,5,5,7,6,12,8,12,4,1,16,18,10,19
BTN,1,2,2,1,3,1,5,8,6,2,5,7,2,4,14,14,1,2,13,16
BWA,1,2,1,3,3,5,3,1,9,3,11,4,9,2,8,15,1,3,17,8
CAF,1,2,2,1,5,4,6,7,7,8,2,1,3,9,11,6,11,12,11,5
CAN,1,1,3,2,2,6,1,5,5,7,9,12,8,12,4,16,16,18,18,19
CHE,1,1,3,2,2,6,1,3,5,7,6,12,8,12,15,1,16,8,10,18
