Country,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
AFG,1,2,2,3,2,1,3,1,3,8,11,11,6,6,8,9,1,17,12,3
AGO,1,2,2,1,2,1,3,1,7,8,11,11,6,6,1,9,1,17,12,1
ALB,1,1,1,4,3,5,7,5,5,2,9,6,13,8,14,5,14,16,7,20
AND,1,2,1,2,1,2,4,8,9,9,6,5,7,3,7,11,16,3,19,13
ARE,1,2,1,2,1,2,4,8,9,9,6,5,7,3,7,11,16,3,19,13
ARG,1,1,1,4,3,5,5,5,5,2,9,6,13,8,14,5,14,16,7,20
ARM,1,1,1,4,3,5,7,5,5,2,9,6,13,8,14,5,14,16,7,20
ATG,1,1,1,4,3,5,7,5,5,2,7,6,13,8,14,5,14,16,7,20
AUS,1,2,1,2,1,2,4,8,9,9,6,5,7,3,5,11,16,3,19,13
AUT,1,2,1,2,1,2,4,8,9,9,6,5,7,3,7,11,16,3,19,13
AZE,1,1,1,4,3,5,7,7,5,2,7,9,11,8,14,6,13,11,6,20
BDI,1,2,2,3,2,1,1,1,3,10,11,11,6,10,8,9,1,17,12,3
BEL,1,2,1,2,1,2,4,8,9,9,6,5,7,3,7,11,16,3,19,13
BEN,1,2,2,1,2,1,3,1,7,8,11,11,6,6,1,9,1,17,12,1
BFA,1,2,2,3,2,1,1,1,3,10,11,11,6,10,8,9,1,17,12,3
BGD,1,1,2,4,5,3,7,7,7,2,7,9,11,6,1,6,13,11,6,1
BGR,1,1,1,1,3,5,5,5,9,5,9,6,13,3,7,5,14,16,7,13
BHR,1,1,1,1,3,5,5,5,9,5,9,6,13,3,7,5,14,16,7,13
BHS,1,1,1,4,3,5,5,5,5,5,9,6,13,3,14,5,14,16,7,20
BIH,1,1,1,4,3,5,5,5,5,2,9,6,13,8,14,5,14,16,7,20
BLR,1,1,1,4,3,5,5,5,9,5,9,6,13,3,14,5,14,16,7,20
BLZ,1,1,1,4,5,3,7,7,5,2,7,9,11,8,14,6,13,11,6,20
BOL,1,1,2,4,5,3,7,7,5,2,7,9,11,8,14,6,13,11,6,20
BRA,1,1,1,4,3,5,7,7,5,2,7,9,11,8,14,6,13,11,6,20
BRB,1,1,1,4,3,5,5,5,5,5,9,6,13,3,14,5,14,16,7,20
BRN,1,2,1,2,1,2,4,8,9,9,6,5,7,3,7,11,16,3,19,13
BTN,1,1,2,4,5,3,7,7,7,2,7,9,11,6,1,6,13,11,6,1
BWA,1,1,2,4,5,3,7,7,5,2,7,9,11,8,14,6,13,11,6,20
CAF,1,2,3,3,2,1,1,2,3,10,4,12,3,10,8,10,8,4,4,3
CAN,1,2,1,2,1,2,4,8,9,9,6,5,7,3,7,11,16,3,19,13
CHE,1,2,1,2,1,4,4,8,6,9,6,5,7,1,5,11,16,3,19,6
CHL,1,1,1,4,3,5,5,5,9,5,9,6,13,3,14,5,14,16,7,20
CHN,1,2,3,2,4,4,2,4,9,6,10,4,3,3,6,8,5,18,14,6
CIV,1,2,2,3,2,1,3,1,3,8,11,11,6,6,8,9,1,17,12,3
CMR,1,2,2,1,2,1,3,1,7,8,11,11,6,6,1,9,1,17,12,1
COD,1,2,2,3,2,1,3,1,7,8,11,11,6,6,8,9,1,17,12,3
COG,1,1,2,4,5,3,7,7,7,2,7,9,11,6,1,6,13,11,6,1
COL,1,1,1,4,3,5,7,7,5,2,7,9,11,8,14,6,13,11,6,20
COM,1,2,2,1,2,1,3,1,7,8,11,11,6,6,1,9,1,17,12,1
CPV,1,1,2,4,5,3,7,7,5,2,7,9,11,8,14,6,13,11,6,20
CRI,1,1,1,4,3,5,7,5,5,2,9,6,13,8,14,5,14,16,7,20
