Measure,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Log-Likelihood,37281,92818,159570.0,160810.0,188930.0,176940.0,182810.0,190440.0,182910.0,187300.0,191910.0,193560.0,180280.0,189990.0,190670.0,192340.0,184660.0,185240.0,187720.0,191870.0
