Measure,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Log-Likelihood,36406,89189,146540.0,156380.0,177510.0,189500.0,186690.0,187330.0,182640.0,181880.0,181020.0,182030.0,188080.0,182560.0,186110.0,188350.0,186040.0,186420.0,186390.0,188760.0
