Measure,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Log-Likelihood,36659,88244,155830.0,159380.0,177650.0,184570.0,183070.0,185920.0,180810.0,186740.0,190690.0,185980.0,186390.0,185810.0,189790.0,188770.0,187400.0,186150.0,186320.0,186100.0
