Measure,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Log-Likelihood,35156,121000.0,146430.0,152840.0,161850.0,173310.0,175480.0,175310.0,175450.0,178780.0,177920.0,181310.0,176950.0,178580.0,179860.0,177930.0,176380.0,177170.0,177260.0,176330.0
