Country,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
AFG,1,1,2,3,4,6,2,2,4,3,2,7,5,6,7,6,8,6,6,9
AGO,1,1,2,3,1,6,2,1,5,3,2,7,5,4,5,6,8,6,6,10
ALB,1,2,1,1,5,3,6,5,9,10,10,8,10,1,8,16,2,18,19,11
AND,1,2,1,4,2,1,7,8,6,6,4,6,4,13,12,5,10,18,16,7
ARE,1,2,1,1,2,3,7,8,6,6,4,6,8,13,12,5,10,18,16,7
ARG,1,2,1,1,5,3,7,5,9,10,10,8,10,1,8,16,2,18,19,11
ARM,1,2,1,1,5,3,6,5,9,10,10,8,10,1,8,16,2,13,19,11
ATG,1,2,1,1,5,3,6,5,9,10,10,8,10,1,8,16,2,18,19,11
AUS,1,2,1,4,2,1,7,8,6,8,4,6,4,13,12,5,11,5,7,7
AUT,1,2,1,4,2,1,7,8,6,6,4,6,4,13,12,5,10,18,16,7
AZE,1,2,1,1,5,3,6,5,9,10,10,8,10,1,8,16,2,13,19,11
BDI,1,1,2,3,4,6,1,2,2,2,5,5,13,6,14,1,1,8,17,13
BEL,1,2,1,4,2,1,7,8,6,8,4,6,4,13,12,5,11,5,16,7
BEN,1,1,2,3,1,6,2,1,4,3,2,7,5,4,5,6,8,6,6,10
BFA,1,1,2,3,4,6,1,2,2,2,5,5,13,6,14,1,1,6,17,9
BGD,1,1,2,2,1,2,2,1,5,3,2,7,10,4,5,6,8,6,6,10
BGR,1,2,1,1,2,3,7,8,9,6,4,6,8,13,8,5,10,18,16,7
BHR,1,2,1,1,5,3,7,8,9,6,4,6,8,13,12,5,10,18,16,7
BHS,1,2,1,1,5,3,7,8,9,6,4,6,8,13,12,5,10,18,16,7
BIH,1,2,1,1,5,3,7,5,9,10,10,8,10,1,8,16,2,18,19,11
BLR,1,2,1,1,5,3,7,8,9,6,4,6,8,13,12,5,10,18,16,7
BLZ,1,2,1,1,5,3,6,5,9,10,10,8,10,1,8,16,2,13,19,11
BOL,1,1,1,2,5,2,2,5,9,10,10,8,10,4,8,16,2,13,19,11
BRA,1,2,1,1,5,3,6,5,9,10,10,8,10,1,8,16,2,13,19,11
BRB,1,2,1,1,5,3,6,5,9,10,10,8,10,1,8,16,2,18,19,11
BRN,1,2,1,4,2,1,7,8,6,6,4,6,4,13,12,5,10,18,16,7
BTN,1,1,2,2,1,2,2,1,5,3,2,7,10,4,5,6,8,6,6,10
BWA,1,1,1,2,5,2,2,5,9,10,10,8,10,4,8,16,2,13,19,11
CAF,1,1,2,3,4,6,1,2,2,2,5,5,13,2,14,1,7,8,17,13
CAN,1,2,1,4,2,1,7,8,6,8,4,6,4,13,12,5,11,5,7,7
CHE,1,2,3,4,3,4,7,6,3,8,7,2,4,13,10,11,11,5,7,16
CHL,1,2,1,1,5,3,7,5,9,10,4,6,8,1,8,16,2,18,19,11
CHN,1,2,1,1,5,3,7,5,9,6,4,6,8,1,12,5,10,11,16,11
CIV,1,1,2,3,4,6,1,2,2,2,5,5,13,6,14,1,1,6,17,9
CMR,1,1,2,3,1,6,2,1,5,3,2,7,5,4,5,6,8,6,6,10
COD,1,1,2,3,4,6,2,1,4,3,2,7,5,6,7,1,1,6,10,10
COG,1,1,2,2,1,2,2,1,5,3,2,7,10,4,5,6,8,6,6,10
COL,1,2,1,1,5,3,6,5,9,10,10,8,10,1,8,16,2,13,19,11
COM,1,1,2,3,1,6,2,1,5,3,2,7,5,4,5,6,8,6,6,10
CPV,1,1,1,2,5,2,6,5,9,10,10,8,10,1,8,16,2,13,19,11
CRI,1,2,1,1,5,3,6,5,9,10,10,8,10,1,8,16,2,13,19,11
CUB,1,2,1,1,5,3,7,5,9,10,10,8,10,1,8,16,2,18,19,11
CYP,1,2,1,1,2,3,7,8,6,6,4,6,8,13,12,5,10,18,16,7
CZE,1,2,1,1,2,3,7,8,6,6,4,6,8,13,12,5,10,18,16,7
DEU,1,2,1,4,2,1,7,8,6,8,4,6,4,13,12,5,11,5,7,7
DJI,1,1,2,3,1,6,2,1,4,3,2,7,5,4,7,6,1,6,6,10
DMA,1,2,1,1,5,3,6,5,9,10,10,8,10,1,8,16,2,13,19,11
DNK,1,2,1,4,2,1,7,8,6,8,4,6,4,13,12,5,11,5,7,7
DOM,1,2,1,1,5,3,6,5,9,10,10,8,10,1,8,16,2,13,19,11
DZA,1,2,1,1,5,3,6,5,9,10,10,8,10,1,8,16,2,13,19,11
ECU,1,2,1,1,5,3,6,5,9,10,10,8,10,1,8,16,2,13,19,11
