Measure,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Log-Likelihood,36011,95580,159660.0,159600.0,175370.0,177190.0,181400.0,182010.0,185140.0,181400.0,183130.0,188550.0,182790.0,184580.0,182070.0,181500.0,186130.0,185900.0,182230.0,186450.0
