Measure,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Log-Likelihood,34985,110530.0,137100.0,157630.0,157400.0,180160.0,169350.0,179660.0,176400.0,178610.0,178510.0,182880.0,179470.0,182140.0,179660.0,177980.0,180470.0,176640.0,177100.0,182350.0
