Country,Aridity Index (AI),Cloud Cover (CLD) [percentage],Diurnal Temperature Range (DTR) [degrees Celsius],Ground Frost Frequency (FRS) [days],Maximum Temperature (TMX) [degrees Celsius],Mean Temperature (TMP) [degrees Celsius],Minimum Temperature (TMN) [degrees Celsius],Potential Evapotranspiration (PET) [mm_day],Potential Evapotranspiration (PET) [mm_month],Precipitation (PRE) [mm_month],Rain Days (WET) [days],Vapour Pressure (VAP) [hPa]
AFG,-0.5305009183999466,-1.8295868330490839,2.0171068302230117,0.551264838618504,-0.25532657042316925,-0.5843547197127252,-0.9118051493133109,0.003746426258197307,0.03916452445144943,-0.6327677839998608,-0.47655944303770054,-1.4893481849122638
ALB,0.31765161559287153,-0.07887325435589,0.04896299450707664,0.12789203056037138,-0.720944219046236,-0.7560711816332472,-0.7783298750808001,-1.1132171853715105,-1.0932689875910535,-0.010897432175164729,-0.03376997113502655,-0.7357101593100761
DZA,-0.6637486661553004,-1.2011255483899885,1.049167238887306,-0.5007524420107955,0.511002476268962,0.36513630502427874,0.20733368848235667,0.47404689431281133,0.5159786347851345,-0.9097914430308315,-1.347378737779626,-0.9031852761105623
AND,0.36439180020169926,0.07824206680888363,-0.3704774950717295,0.7565365031315383,-1.1477603969507142,-1.1399079788673552,-1.0966170674814029,-1.1720047438783374,-1.152870751382764,-0.03286827409831065,0.43853879889449227,-1.0586978845681567
AGO,-0.3442497083837468,0.6786470441171265,0.9846379327982592,-0.5007524420107955,0.5886054177061399,0.4560450201586726,0.3100069763535188,0.35647177729915774,0.3967751072017134,-0.10260181585438254,-0.4027611977205882,-0.12562223382259102
ATG,-0.1374437477126061,0.07824206680888363,-0.7576533316060117,-0.5007524420107955,0.5401035793079038,0.6782663238205249,0.8131060869222133,0.18010910177867764,0.2179698158265814,0.317709942675366,0.49757739514818217,1.1184786338381627
ARG,-0.42717584236715,-0.5726642637308935,1.1459611980208768,0.11506255152830666,-0.25532657042316925,-0.45304213118526715,-0.6448546008482893,0.47404689431281133,0.5159786347851345,-0.2802790592328671,-0.5208383902279681,-0.8792602594247786
ARM,-0.16614698880575587,-0.33138002051356213,0.24255091277421773,0.8463428563559906,-0.9634534110374169,-1.0388982953846952,-1.106884396268519,-1.0544296268646838,-1.0336672237993427,-0.43789596868152286,-0.03376997113502655,-1.2740230347402102
AUS,-0.6371353620591859,-1.4199647457266378,1.5008723815106355,-0.4879229629787309,0.6468076237840231,0.4358430834621406,0.1970663596952403,1.9437358569834795,2.0060227295779014,-0.7655480895353951,-1.0079068093209094,-0.6280475842240493
AUT,0.26035719574979316,0.162410988861441,-1.144829168140294,0.7821954611956674,-1.3805692212622476,-1.2611195990465471,-1.0966170674814029,-1.4071549779056443,-1.3912778065496068,-0.36434141093881683,0.14334581762604295,-1.0826229012539403
AZE,-0.1787942161776265,-0.13498586905759494,-0.3059481889826821,-0.013232238792339628,-0.633640909929411,-0.6146576247575231,-0.583250628125592,-0.8780669513442037,-0.8548619324242108,-0.35478887097223166,-0.2256454089595187,-0.8433727343961029
BHS,-0.1340026414157245,0.04457449798786059,-0.24141888289363525,-0.5007524420107955,0.6274068884247287,0.6883672921687907,0.7412347854123998,0.12132154327185088,0.15836805203487056,0.29096283076892737,0.3352212554505351,0.8911909753232176
BHR,-0.6834929837703964,-1.8127530486385721,1.3718137693325414,-0.5007524420107955,1.1900282138442677,1.0216992476615687,0.8233734157093296,1.826160739969826,1.88681920199448,-0.96233041284705,-1.568773473730963,-0.07777220045102373
BGD,-0.2904733669520853,-0.3426025434539033,-0.46727145420529975,-0.5007524420107955,0.5595043146671982,0.6580643871239925,0.7412347854123998,-0.23140380776910957,-0.19924253071539336,-0.21532178746008782,-0.934108564003797,1.1184786338381627
BRB,0.25466125927416555,0.010906929166837557,-0.9189765968286293,-0.5007524420107955,0.4722010055503729,0.6378624504274606,0.8028387581350973,0.12132154327185088,0.15836805203487056,1.1774385396680336,0.7189721310995192,0.9749285337234606
BLR,1.0353396115219613,1.1163254387904247,-1.080299862051247,1.5134757660233513,-1.574576574855192,-1.473239934360133,-1.3327656295850756,-1.7010927704397778,-1.6892866255081602,-0.41783563475169394,0.7780107273532091,-1.118510426282616
BEL,-0.08190157541807114,0.9087087643941163,-0.951241249873153,-0.11586807104885664,-0.9925545140763584,-0.8873837701607051,-0.7475278887194515,-1.4071549779056443,-1.3912778065496068,-0.5811840681803008,0.4532984479579147,-0.7357101593100761
BLZ,1.4351359876765508,0.27463621826485085,-0.6931240255169648,-0.5007524420107955,0.5207028439486091,0.6479634187757267,0.7617694429866322,-0.17261624926228278,-0.1396407669236828,3.1987559965974603,2.268735282758878,1.3338037840102164
BEN,-0.3442497083837468,0.768427227639854,0.8233146675756415,-0.5007524420107955,1.0251219632902653,0.9408915008754406,0.8233734157093296,0.2388966602855042,0.277571579618292,-0.1455882457040159,-0.35848225053032096,0.9749285337234606
BTN,-0.5606115306858989,-0.7915034610675427,1.1136965449763527,1.5134757660233513,-0.9925545140763584,-1.210614757305217,-1.4046369310948894,-0.8192793928373768,-0.7952601686325,-0.8066240113917114,-1.214541896208824,-1.1783229679970753
BOL,-0.35384446768761163,0.31391504855604446,0.9523732797537352,-0.1543565081450505,0.41399879947248974,0.2843285582381507,0.13546238697254306,0.5916220113264649,0.6351821623685562,-0.04337606806155431,-0.3732418995937434,0.19736549143548926
BIH,0.5888142746882518,0.2690249567946803,-0.4027421481162529,0.2561868208810177,-0.9634534110374169,-0.9479895802503011,-0.9015378205261947,-1.2307923023851641,-1.2124725151744749,0.08558322148734582,0.4680580970213373,-0.9031852761105623
BWA,-0.6578897177034795,-0.5389966949098706,1.8557835650003942,-0.5007524420107955,0.9087175511344983,0.6580643871239925,0.3716109490762159,1.1207100378879051,1.1715980364939522,-0.8763575531477833,-1.1997822471454014,-0.25720982559440153
BRA,-0.19069748899821065,0.8020947964608774,0.30708021886326453,-0.5007524420107955,0.6856090945026122,0.6681653554722587,0.6282941687541214,0.2388966602855042,0.277571579618292,0.22409505100283114,0.7042124820360968,0.9629660253805689
BRN,0.10556174564744042,1.0994916543799134,-0.7899179846505353,-0.5007524420107955,0.6177065207450814,0.7691750389549187,0.9055120460062595,-0.23140380776910957,-0.19924253071539336,0.5374183619068255,0.8518089726703212,1.5132414091535944
BGR,0.2940302319733566,0.29147000267536216,-0.46727145420529975,0.11506255152830666,-0.9343523079984751,-0.8974847385089711,-0.8399338478034974,-1.2895798608919906,-1.2720742789661854,-0.21914280344672193,-0.28468400521320864,-0.7835601926816437
BFA,-0.5225639742218996,-1.5041336677791952,1.4040784223770648,-0.5007524420107955,1.1900282138442677,1.0216992476615687,0.8233734157093296,0.8855598038605985,0.9331909813271095,-0.4627325725946444,-0.5208383902279681,0.6878283334940559
BDI,-0.45927628132846743,0.9816551635063325,0.6619914023530239,-0.5007524420107955,0.15208887212201466,0.05200628622803262,-0.04934953119554872,-0.17261624926228278,-0.1396407669236828,-0.5219583203874726,0.21714406294315527,0.10166542469235425
CPV,-0.48676778280543975,-0.7073345390149853,-0.951241249873153,-0.5007524420107955,0.5498039469875509,0.7186701972135887,0.8849773884320267,0.47404689431281133,0.5159786347851345,-0.4388512226781814,-0.6684348808621927,1.0227785670950282
KHM,0.47163644854973674,0.6674245211767853,-0.951241249873153,-0.5007524420107955,0.5692046823468452,0.7489731022583868,0.9055120460062595,-0.17261624926228278,-0.1396407669236828,1.3063978292169336,0.8222896745434763,1.4534288674391351
CMR,0.55587578230883,1.1051029158500836,-0.015566311581970763,-0.5007524420107955,0.5304032116282564,0.5570547036413326,0.5666901960314242,-0.23140380776910957,-0.19924253071539336,1.3933259429128588,1.3093580936364178,0.7715658918942989
CAN,0.1457683560636359,0.5888668605943981,-0.7576533316060117,2.450027735364069,-2.040194223478259,-2.008591256818231,-1.9282706992378162,-1.5247300949192977,-1.510481334133028,-0.5420186543173015,0.010508976055240694,-1.453460659883588
CAF,0.045990922126385954,-0.14620839199793606,0.4684034840858822,-0.5007524420107955,0.5983057853857869,0.5570547036413326,0.4845515657344944,0.003746426258197307,0.03916452445144943,0.6090624116562144,0.36474055357737994,0.783528400237191
TCD,-0.6579379347770518,-2.009147200094539,1.8880482180449183,-0.5007524420107955,1.0833241693681488,0.8297808490445149,0.5461555384571919,1.4734353889288658,1.5292086192442162,-0.8668050131811981,-1.3326190887162037,-0.32898487565175266
CHL,-0.4739160269759773,-0.600720571081746,0.04896299450707664,1.000296604740766,-1.0798578231931835,-1.1399079788673552,-1.1582210402041002,-0.23140380776910957,-0.19924253071539336,-0.5639894962404474,-1.0521857565111767,-1.2500980180544263
CHN,-0.3630965570163385,-0.3987151581556082,0.7265207084420707,1.4108399337668343,-0.9634534110374169,-1.1197060421708231,-1.250626999288146,-0.8192793928373768,-0.7952601686325,-0.5563474642671793,-0.35848225053032096,-1.1304729346255078
COL,0.8050181234050485,1.0433790396782086,-0.24141888289363525,-0.4879229629787309,0.4042984317928424,0.4560450201586726,0.5050862233087268,-0.29019136627593634,-0.25884429450710394,1.7725617795862911,1.2945984445729952,1.0467035837808119
COM,-0.6008460623593278,-0.5614417407905524,-0.6285947194279174,-0.5007524420107955,0.7147101975415536,0.8398818173927806,0.9568486899418405,1.1794975963947323,1.2311998002856628,-0.6795752298361283,-0.934108564003797,0.9031534836661096
COG,0.42093234609947383,1.3912772508287792,-0.3704774950717295,-0.5007524420107955,0.4916017409096677,0.5772566403378648,0.648828826328354,-0.34897892478276316,-0.3184460582988148,0.9968955342995732,0.8813282707971665,0.9151159920090012
COD,0.192371472682408,0.9199312873344575,0.24255091277421773,-0.5007524420107955,0.5498039469875509,0.5368527669448007,0.5153535520958431,-0.05504113224862948,-0.020437239340261402,0.8688914987473316,0.42377914983106985,0.6758658251511639
CRI,1.3096524535550376,0.3363600944367264,-0.24141888289363525,-0.5007524420107955,0.4819013732300203,0.5368527669448007,0.5872248536056566,-0.17261624926228278,-0.1396407669236828,2.952300465459563,1.5602721277145997,1.142403650523947
