"Sex ratio at birth (male to female births)"
"118"," Bolivia (Plurinational State of)","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05"," a,b"
"77"," Bosnia and Herzegovina","1.07","","1.07","","1.07","","1.07","","1.07","","1.07","","1.06","","1.06"," a,b"
"101"," Botswana","1.03","","1.03","","1.03","","1.03","","1.03","","1.03","","1.03","","1.03"," a,b"
"79"," Brazil","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05"," a,b"
"39"," Brunei Darussalam","1.06","","1.06","","1.06","","1.06","","1.06","","1.06","","1.06","","1.06"," a,b"
"51"," Bulgaria","1.06","","1.05","","1.06","","1.06","","1.06","","1.06","","1.06","","1.06"," a,b"
"183"," Burkina Faso","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05"," a,b"
"185"," Burundi","1.03","","1.03","","1.03","","1.03","","1.03","","1.03","","1.03","","1.03"," a,b"
"125"," Cabo Verde","1.03","","1.03","","1.03","","1.03","","1.03","","1.03","","1.03","","1.03"," a,b"
"146"," Cambodia","1.04","","1.04","","1.04","","1.03","","1.06","","1.05","","1.05","","1.05"," a,b"
"151"," Cameroon","1.03","","1.03","","1.03","","1.03","","1.03","","1.03","","1.03","","1.03"," a,b"
"12"," Canada","1.05","","1.06","","1.05","","1.05","","1.05","","1.06","","1.06","","1.06"," a,b"
"188"," Central African Republic","1.03","","1.03","","1.03","","1.03","","1.03","","1.03","","1.03","","1.03"," a,b"
"186"," Chad","1.03","","1.03","","1.03","","1.03","","1.03","","1.03","","1.03","","1.03"," a,b"
"44"," Chile","1.04","","1.04","","1.04","","1.04","","1.04","","1.04","","1.04","","1.04"," a,b"
"86"," China","1.08","","1.12","","1.14","","1.16","","1.17","","1.16","","1.15","","1.15"," a,b"
"90"," Colombia","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05"," a,b"
"165"," Comoros","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05"," a,b"
"137"," Congo","1.03","","1.03","","1.03","","1.03","","1.03","","1.03","","1.03","","1.03"," a,b"
"176"," Congo (Democratic Republic of the)","1.03","","1.03","","1.03","","1.03","","1.03","","1.03","","1.03","","1.03"," a,b"
"63"," Costa Rica","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05"," a,b"
"46"," Croatia","1.06","","1.06","","1.06","","1.06","","1.06","","1.06","","1.06","","1.06"," a,b"
"73"," Cuba","1.06","","1.06","","1.06","","1.06","","1.06","","1.06","","1.06","","1.06"," a,b"
"32"," Cyprus","1.07","","1.07","","1.07","","1.07","","1.07","","1.07","","1.07","","1.07"," a,b"
"27"," Czechia","1.06","","1.06","","1.06","","1.06","","1.06","","1.06","","1.06","","1.06"," a,b"
"170"," Côte d'Ivoire","1.03","","1.03","","1.03","","1.03","","1.03","","1.03","","1.03","","1.03"," a,b"
"11"," Denmark","1.06","","1.06","","1.06","","1.05","","1.06","","1.06","","1.06","","1.06"," a,b"
"172"," Djibouti","1.04","","1.04","","1.04","","1.04","","1.04","","1.04","","1.04","","1.04"," a,b"
"94"," Dominican Republic","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05"," a,b"
"86"," Ecuador","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05"," a,b"
"115"," Egypt","1.06","","1.06","","1.06","","1.07","","1.07","","1.07","","1.06","","1.06"," a,b"
"121"," El Salvador","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05"," a,b"
"141"," Equatorial Guinea","1.03","","1.03","","1.03","","1.03","","1.03","","1.03","","1.03","","1.03"," a,b"
"179"," Eritrea","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05"," a,b"
"30"," Estonia","1.06","","1.06","","1.07","","1.06","","1.06","","1.05","","1.06","","1.06"," a,b"
"144"," Eswatini (Kingdom of)","1.03","","1.03","","1.03","","1.03","","1.03","","1.03","","1.03","","1.03"," a,b"
"173"," Ethiopia","1.04","","1.04","","1.04","","1.04","","1.04","","1.04","","1.04","","1.04"," a,b"
"92"," Fiji","1.06","","1.06","","1.06","","1.06","","1.06","","1.06","","1.06","","1.06"," a,b"
"15"," Finland","1.05","","1.04","","1.05","","1.05","","1.04","","1.05","","1.05","","1.05"," a,b"
"24"," France","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05"," a,b"
"110"," Gabon","1.03","","1.03","","1.03","","1.03","","1.03","","1.03","","1.03","","1.03"," a,b"
"174"," Gambia","1.03","","1.03","","1.03","","1.03","","1.03","","1.03","","1.03","","1.03"," a,b"
"70"," Georgia","1.08","","1.08","","1.11","","1.11","","1.11","","1.09","","1.08","","1.08"," a,b"
"5"," Germany","1.06","","1.06","","1.06","","1.06","","1.06","","1.06","","1.06","","1.06"," a,b"
"140"," Ghana","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05"," a,b"
"31"," Greece","1.07","","1.07","","1.06","","1.07","","1.07","","1.06","","1.07","","1.07"," a,b"
"75"," Grenada","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05"," a,b"
"127"," Guatemala","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05"," a,b"
"175"," Guinea","1.02","","1.02","","1.02","","1.02","","1.02","","1.02","","1.02","","1.02"," a,b"
"177"," Guinea-Bissau","1.03","","1.03","","1.03","","1.03","","1.03","","1.03","","1.03","","1.03"," a,b"
"125"," Guyana","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05"," a,b"
"168"," Haiti","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05"," a,b"
"133"," Honduras","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05"," a,b"
"7"," Hong Kong, China (SAR)","1.07","","1.07","","1.07","","1.07","","1.07","","1.07","","1.07","","1.07"," a,b"
"45"," Hungary","1.06","","1.05","","1.06","","1.06","","1.05","","1.06","","1.06","","1.06"," a,b"
"6"," Iceland","1.06","","1.06","","1.04","","1.04","","1.05","","1.05","","1.05","","1.05"," a,b"
"130"," India","1.07","","1.09","","1.10","","1.11","","1.11","","1.11","","1.11","","1.11"," a,b"
"116"," Indonesia","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05"," a,b"
"60"," Iran (Islamic Republic of)","1.05","","1.05","","1.04","","1.04","","1.05","","1.05","","1.05","","1.05"," a,b"
"120"," Iraq","1.07","","1.07","","1.07","","1.07","","1.07","","1.07","","1.07","","1.07"," a,b"
"4"," Ireland","1.07","","1.07","","1.07","","1.07","","1.06","","1.06","","1.06","","1.06"," a,b"
"22"," Israel","1.05","","1.06","","1.06","","1.05","","1.05","","1.06","","1.05","","1.05"," a,b"
"28"," Italy","1.06","","1.06","","1.06","","1.06","","1.06","","1.06","","1.06","","1.06"," a,b"
"97"," Jamaica","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05"," a,b"
"19"," Japan","1.06","","1.06","","1.06","","1.06","","1.06","","1.06","","1.06","","1.06"," a,b"
"95"," Jordan","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05"," a,b"
"58"," Kazakhstan","1.06","","1.06","","1.06","","1.06","","1.06","","1.06","","1.06","","1.06"," a,b"
"142"," Kenya","1.03","","1.03","","1.03","","1.03","","1.03","","1.03","","1.03","","1.03"," a,b"
"134"," Kiribati","1.07","","1.07","","1.07","","1.07","","1.07","","1.07","","1.06","","1.06"," a,b"
"n.a"," Korea (Democratic People's Rep. of)","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05"," a,b"
"22"," Korea (Republic of)","1.14","","1.14","","1.10","","1.10","","1.07","","1.07","","1.07","","1.07"," a,b"
"56"," Kuwait","1.04","","1.04","","1.04","","1.05","","1.05","","1.05","","1.05","","1.05"," a,b"
"122"," Kyrgyzstan","1.05","","1.05","","1.07","","1.05","","1.06","","1.06","","1.06","","1.06"," a,b"
"139"," Lao People's Democratic Republic","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05"," a,b"
"41"," Latvia","1.06","","1.05","","1.07","","1.05","","1.04","","1.06","","1.06","","1.06"," a,b"
"80"," Lebanon","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05"," a,b"
"159"," Lesotho","1.03","","1.03","","1.03","","1.03","","1.03","","1.03","","1.03","","1.03"," a,b"
"181"," Liberia","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05"," a,b"
"108"," Libya","1.05","","1.06","","1.06","","1.06","","1.06","","1.06","","1.06","","1.06"," a,b"
"35"," Lithuania","1.06","","1.05","","1.06","","1.06","","1.05","","1.05","","1.05","","1.05"," a,b"
"21"," Luxembourg","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05"," a,b"
"161"," Madagascar","1.02","","1.02","","1.02","","1.02","","1.03","","1.03","","1.03","","1.03"," a,b"
"171"," Malawi","1.02","","1.02","","1.02","","1.02","","1.03","","1.03","","1.03","","1.03"," a,b"
"57"," Malaysia","1.06","","1.06","","1.06","","1.06","","1.06","","1.06","","1.06","","1.06"," a,b"
"101"," Maldives","1.05","","1.08","","1.06","","1.06","","1.06","","1.08","","1.07","","1.07"," a,b"
"182"," Mali","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05"," a,b"
"29"," Malta","1.06","","1.06","","1.06","","1.06","","1.06","","1.06","","1.06","","1.06"," a,b"
"159"," Mauritania","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05"," a,b"
"65"," Mauritius","1.04","","1.04","","1.04","","1.04","","1.04","","1.04","","1.04","","1.04"," a,b"
"74"," Mexico","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05"," a,b"
"131"," Micronesia (Federated States of)","1.07","","1.07","","1.07","","1.07","","1.07","","1.07","","1.06","","1.06"," a,b"
"112"," Moldova (Republic of)","1.06","","1.06","","1.05","","1.06","","1.06","","1.06","","1.06","","1.06"," a,b"
"92"," Mongolia","1.03","","1.03","","1.03","","1.03","","1.03","","1.03","","1.03","","1.03"," a,b"
"50"," Montenegro","1.08","","1.08","","1.08","","1.08","","1.08","","1.07","","1.06","","1.06"," a,b"
"123"," Morocco","1.05","","1.06","","1.06","","1.06","","1.06","","1.06","","1.06","","1.06"," a,b"
"180"," Mozambique","1.03","","1.03","","1.03","","1.03","","1.03","","1.03","","1.03","","1.03"," a,b"
"148"," Myanmar","1.03","","1.03","","1.03","","1.03","","1.03","","1.03","","1.03","","1.03"," a,b"
"129"," Namibia","1.03","","1.03","","1.03","","1.03","","1.03","","1.03","","1.03","","1.03"," a,b"
"149"," Nepal","1.05","","1.05","","1.07","","1.07","","1.05","","1.07","","1.07","","1.07"," a,b"
"10"," Netherlands","1.06","","1.06","","1.06","","1.06","","1.06","","1.06","","1.05","","1.05"," a,b"
"16"," New Zealand","1.05","","1.06","","1.06","","1.05","","1.06","","1.06","","1.06","","1.06"," a,b"
"124"," Nicaragua","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05"," a,b"
"189"," Niger","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05"," a,b"
"157"," Nigeria","1.06","","1.06","","1.06","","1.06","","1.06","","1.06","","1.06","","1.06"," a,b"
"1"," Norway","1.05","","1.06","","1.06","","1.05","","1.06","","1.05","","1.06","","1.06"," a,b"
"48"," Oman","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05"," a,b"
"150"," Pakistan","1.06","","1.06","","1.08","","1.10","","1.09","","1.09","","1.09","","1.09"," a,b"
"119"," Palestine, State of","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05"," a,b"
"66"," Panama","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05"," a,b"
"153"," Papua New Guinea","1.08","","1.08","","1.08","","1.08","","1.08","","1.08","","1.08","","1.08"," a,b"
"110"," Paraguay","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05"," a,b"
"89"," Peru","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05"," a,b"
"113"," Philippines","1.06","","1.06","","1.06","","1.06","","1.06","","1.06","","1.06","","1.06"," a,b"
"33"," Poland","1.06","","1.06","","1.06","","1.06","","1.06","","1.06","","1.06","","1.06"," a,b"
"41"," Portugal","1.06","","1.06","","1.06","","1.06","","1.06","","1.06","","1.06","","1.06"," a,b"
"37"," Qatar","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05"," a,b"
"52"," Romania","1.06","","1.06","","1.06","","1.06","","1.06","","1.06","","1.06","","1.06"," a,b"
"49"," Russian Federation","1.05","","1.06","","1.06","","1.06","","1.06","","1.06","","1.05","","1.05"," a,b"
"158"," Rwanda","1.01","","1.01","","1.01","","1.01","","1.01","","1.02","","1.02","","1.02"," a,b"
"90"," Saint Lucia","1.03","","1.03","","1.03","","1.03","","1.03","","1.03","","1.03","","1.03"," a,b"
"99"," Saint Vincent and the Grenadines","1.03","","1.03","","1.03","","1.03","","1.03","","1.03","","1.03","","1.03"," a,b"
"104"," Samoa","1.08","","1.08","","1.08","","1.08","","1.08","","1.08","","1.08","","1.08"," a,b"
"143"," Sao Tome and Principe","1.03","","1.03","","1.03","","1.03","","1.03","","1.03","","1.03","","1.03"," a,b"
"39"," Saudi Arabia","1.03","","1.03","","1.03","","1.03","","1.03","","1.03","","1.03","","1.03"," a,b"
"164"," Senegal","1.04","","1.04","","1.04","","1.04","","1.04","","1.04","","1.04","","1.04"," a,b"
"67"," Serbia","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05"," a,b"
"62"," Seychelles","1.06","","1.06","","1.06","","1.06","","1.06","","1.06","","1.06","","1.06"," a,b"
"184"," Sierra Leone","1.02","","1.02","","1.02","","1.02","","1.02","","1.02","","1.02","","1.02"," a,b"
"9"," Singapore","1.07","","1.07","","1.07","","1.07","","1.07","","1.07","","1.07","","1.07"," a,b"
"38"," Slovakia","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05"," a,b"
"25"," Slovenia","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05"," a,b"
"152"," Solomon Islands","1.07","","1.07","","1.07","","1.07","","1.07","","1.07","","1.07","","1.07"," a,b"
"n.a"," Somalia","1.03","","1.03","","1.03","","1.03","","1.03","","1.03","","1.03","","1.03"," a,b"
"113"," South Africa","1.03","","1.03","","1.03","","1.03","","1.03","","1.03","","1.03","","1.03"," a,b"
"187"," South Sudan","1.04","","1.04","","1.04","","1.04","","1.04","","1.04","","1.04","","1.04"," a,b"
"26"," Spain","1.06","","1.06","","1.06","","1.06","","1.06","","1.06","","1.06","","1.06"," a,b"
"76"," Sri Lanka","1.05","","1.04","","1.04","","1.05","","1.04","","1.04","","1.04","","1.04"," a,b"
"167"," Sudan","1.04","","1.04","","1.04","","1.04","","1.04","","1.04","","1.04","","1.04"," a,b"
"100"," Suriname","1.08","","1.08","","1.08","","1.08","","1.08","","1.08","","1.07","","1.07"," a,b"
"7"," Sweden","1.06","","1.05","","1.06","","1.06","","1.06","","1.06","","1.06","","1.06"," a,b"
"2"," Switzerland","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05"," a,b"
"155"," Syrian Arab Republic","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05"," a,b"
"127"," Tajikistan","1.05","","1.06","","1.06","","1.07","","1.07","","1.07","","1.07","","1.07"," a,b"
"154"," Tanzania (United Republic of)","1.03","","1.03","","1.03","","1.03","","1.03","","1.03","","1.03","","1.03"," a,b"
"83"," Thailand","1.05","","1.06","","1.06","","1.06","","1.06","","1.06","","1.06","","1.06"," a,b"
"80"," The former Yugoslav Republic of Macedonia","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05"," a,b"
"132"," Timor-Leste","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05"," a,b"
"165"," Togo","1.02","","1.02","","1.02","","1.02","","1.02","","1.02","","1.02","","1.02"," a,b"
"98"," Tonga","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05"," a,b"
"69"," Trinidad and Tobago","1.04","","1.04","","1.04","","1.04","","1.04","","1.04","","1.04","","1.04"," a,b"
"95"," Tunisia","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05"," a,b"
"64"," Turkey","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05"," a,b"
"108"," Turkmenistan","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05"," a,b"
"162"," Uganda","1.03","","1.03","","1.03","","1.03","","1.03","","1.03","","1.03","","1.03"," a,b"
"88"," Ukraine","1.06","","1.06","","1.06","","1.06","","1.06","","1.07","","1.06","","1.06"," a,b"
"34"," United Arab Emirates","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05"," a,b"
"14"," United Kingdom","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05"," a,b"
"13"," United States","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05"," a,b"
"55"," Uruguay","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05"," a,b"
"105"," Uzbekistan","1.05","","1.07","","1.06","","1.06","","1.07","","1.08","","1.08","","1.08"," a,b"
"138"," Vanuatu","1.07","","1.07","","1.07","","1.07","","1.07","","1.07","","1.07","","1.07"," a,b"
"78"," Venezuela (Bolivarian Republic of)","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05"," a,b"
"116"," Viet Nam","1.05","","1.06","","1.06","","1.07","","1.10","","1.12","","1.10","","1.10"," a,b"
"178"," Yemen","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05","","1.05"," a,b"
"144"," Zambia","1.03","","1.03","","1.03","","1.03","","1.03","","1.03","","1.03","","1.03"," a,b"
"156"," Zimbabwe","1.02","","1.02","","1.02","","1.02","","1.02","","1.02","","1.02","","1.02"," a,b"
"<a name=""a""></a>a: The natural sex ratio at birth is commonly assumed and empirically confirmed to be 1.<br />05 male births to 1 female birth.<br /><a name=""b""></a>b: Data are annual average of projections for 2015–2020 based on the medium-fertility variant.<br />"
