"Population, ages 15–64 (millions)"
"HDI Rank (2017)","Country","1990","","1995","","2000","","2005","","2010","","2011","","2012","","2013","","2014","","2015","","2016","","2017",""
"168"," Afghanistan","6.1","","8.5","","9.9","","12.6","","14.4","","14.9","","15.6","","16.4","","17.1","","17.9","","18.6","","19.2"," a"
"68"," Albania","2.0","","1.9","","2.0","","2.0","","2.0","","2.0","","2.0","","2.0","","2.0","","2.0","","2.0","","2.0"," a"
"85"," Algeria","13.8","","16.4","","19.1","","22.0","","24.3","","24.7","","25.1","","25.5","","25.8","","26.1","","26.4","","26.7"," a"
"147"," Angola","6.0","","7.1","","8.2","","9.9","","11.8","","12.2","","12.6","","13.1","","13.6","","14.1","","14.6","","15.1"," a"
"70"," Antigua and Barbuda","0.0","","0.0","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1"," a"
"47"," Argentina","19.7","","21.5","","23.0","","24.6","","26.3","","26.6","","26.9","","27.2","","27.4","","27.7","","28.0","","28.3"," a"
"83"," Armenia","2.3","","2.0","","2.0","","2.0","","2.0","","2.0","","2.0","","2.0","","2.0","","2.0","","2.0","","2.0"," a"
"3"," Australia","11.4"," b","12.0"," b","12.7"," b","13.6"," b","14.9"," b","15.1"," b","15.3"," b","15.5"," b","15.6"," b","15.8"," b","15.9"," b","16.0"," a,b"
"20"," Austria","5.3","","5.4","","5.5","","5.6","","5.7","","5.7","","5.7","","5.8","","5.8","","5.8","","5.8","","5.8"," a"
"80"," Azerbaijan","4.5"," c","4.7"," c","5.1"," c","5.7"," c","6.4"," c","6.5"," c","6.6"," c","6.7"," c","6.8"," c","6.9"," c","6.9"," c","6.9"," a,c"
"54"," Bahamas","0.2","","0.2","","0.2","","0.2","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3"," a"
"43"," Bahrain","0.3","","0.4","","0.4","","0.6","","1.0","","1.0","","1.0","","1.0","","1.0","","1.1","","1.1","","1.2"," a"
"136"," Bangladesh","57.9","","67.3","","77.8","","87.9","","96.2","","98.0","","99.8","","101.7","","103.7","","105.7","","107.6","","109.6"," a"
"58"," Barbados","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2"," a"
"53"," Belarus","6.8","","6.7","","6.8","","6.7","","6.7","","6.7","","6.7","","6.7","","6.6","","6.6","","6.5","","6.5"," a"
"17"," Belgium","6.7","","6.7","","6.7","","6.9","","7.2","","7.2","","7.3","","7.3","","7.3","","7.3","","7.3","","7.4"," a"
"106"," Belize","0.1","","0.1","","0.1","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2"," a"
"163"," Benin","2.5","","3.0","","3.5","","4.2","","4.9","","5.0","","5.2","","5.3","","5.5","","5.7","","5.9","","6.0"," a"
"134"," Bhutan","0.3","","0.3","","0.3","","0.4","","0.5","","0.5","","0.5","","0.5","","0.5","","0.5","","0.5","","0.6"," a"
"118"," Bolivia (Plurinational State of)","3.7","","4.2","","4.7","","5.3","","5.9","","6.0","","6.1","","6.3","","6.4","","6.6","","6.7","","6.8"," a"
"77"," Bosnia and Herzegovina","3.1","","2.6","","2.6","","2.6","","2.6","","2.6","","2.6","","2.5","","2.5","","2.5","","2.4","","2.4"," a"
"101"," Botswana","0.7","","0.9","","1.0","","1.1","","1.3","","1.3","","1.3","","1.4","","1.4","","1.4","","1.5","","1.5"," a"
"79"," Brazil","90.4","","101.4","","113.6","","124.6","","134.5","","136.4","","138.2","","140.0","","141.6","","143.2","","144.6","","145.9"," a"
"39"," Brunei Darussalam","0.2","","0.2","","0.2","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3"," a"
"51"," Bulgaria","5.9","","5.6","","5.4","","5.3","","5.1","","5.0","","4.9","","4.9","","4.8","","4.7","","4.7","","4.6"," a"
"183"," Burkina Faso","4.4","","5.0","","5.9","","6.8","","8.0","","8.3","","8.5","","8.8","","9.1","","9.4","","9.7","","10.1"," a"
"185"," Burundi","2.7","","2.8","","3.0","","3.8","","4.7","","4.8","","4.9","","5.1","","5.2","","5.4","","5.5","","5.7"," a"
"125"," Cabo Verde","0.2","","0.2","","0.2","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.4"," a"
"146"," Cambodia","4.7","","5.4","","6.7","","7.9","","9.0","","9.2","","9.4","","9.6","","9.8","","10.0","","10.1","","10.3"," a"
"151"," Cameroon","5.9","","6.8","","7.9","","9.2","","10.6","","10.9","","11.3","","11.6","","11.9","","12.3","","12.6","","13.0"," a"
"12"," Canada","18.8","","19.8","","21.0","","22.3","","23.7","","23.9","","24.0","","24.2","","24.3","","24.4","","24.5","","24.5"," a"
"188"," Central African Republic","1.6","","1.8","","2.0","","2.2","","2.4","","2.4","","2.4","","2.4","","2.4","","2.4","","2.4","","2.5"," a"
"186"," Chad","2.9","","3.4","","4.0","","4.9","","5.8","","6.0","","6.2","","6.5","","6.7","","7.0","","7.2","","7.5"," a"
"44"," Chile","8.4","","9.2","","10.0","","10.9","","11.6","","11.7","","11.9","","12.0","","12.1","","12.2","","12.3","","12.4"," a"
"86"," China","769.0","","823.6","","878.5","","957.0","","1002.8","","1007.9","","1011.6","","1013.9","","1014.9","","1014.8","","1013.0","","1010.4"," a"
"90"," Colombia","20.4","","22.9","","25.7","","28.5","","31.1","","31.6","","32.0","","32.4","","32.8","","33.1","","33.5","","33.8"," a"
"165"," Comoros","0.2","","0.2","","0.3","","0.3","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4","","0.5","","0.5"," a"
"137"," Congo","1.3","","1.5","","1.8","","2.0","","2.4","","2.5","","2.5","","2.6","","2.6","","2.7","","2.8","","2.9"," a"
"176"," Congo (Democratic Republic of the)","18.0","","21.5","","24.2","","28.1","","32.8","","33.8","","34.9","","36.1","","37.3","","38.6","","39.9","","41.2"," a"
"63"," Costa Rica","1.9","","2.2","","2.5","","2.8","","3.1","","3.1","","3.2","","3.2","","3.3","","3.3","","3.3","","3.4"," a"
"46"," Croatia","3.3","","3.1","","3.0","","2.9","","2.9","","2.9","","2.9","","2.9","","2.8","","2.8","","2.8","","2.7"," a"
"73"," Cuba","7.2","","7.4","","7.6","","7.9","","7.9","","8.0","","8.0","","8.0","","8.0","","8.0","","8.0","","8.0"," a"
"32"," Cyprus","0.5"," d","0.6"," d","0.6"," d","0.7"," d","0.8"," d","0.8"," d","0.8"," d","0.8"," d","0.8"," d","0.8"," d","0.8"," d","0.8"," a,d"
"27"," Czechia","6.8","","7.1","","7.2","","7.3","","7.4","","7.4","","7.3","","7.2","","7.2","","7.1","","7.0","","7.0"," a"
"170"," Côte d'Ivoire","","","","","","","","","","","","","","","","","","","","","","","13.3"," a"
"11"," Denmark","3.5","","3.5","","3.6","","3.6","","3.6","","3.6","","3.6","","3.6","","3.6","","3.6","","3.7","","3.7"," a"
"172"," Djibouti","0.3","","0.3","","0.4","","0.5","","0.5","","0.5","","0.6","","0.6","","0.6","","0.6","","0.6","","0.6"," a"
"94"," Dominican Republic","4.1","","4.6","","5.1","","5.6","","6.2","","6.3","","6.4","","6.5","","6.6","","6.7","","6.8","","6.9"," a"
"86"," Ecuador","5.9","","6.7","","7.6","","8.5","","9.4","","9.6","","9.8","","10.0","","10.2","","10.4","","10.6","","10.7"," a"
"115"," Egypt","31.3","","35.5","","40.9","","47.4","","53.1","","54.2","","55.1","","56.0","","56.9","","58.0","","58.8","","59.9"," a"
"121"," El Salvador","2.9","","3.2","","3.4","","3.6","","3.8","","3.8","","3.9","","3.9","","4.0","","4.0","","4.1","","4.1"," a"
"141"," Equatorial Guinea","0.2","","0.3","","0.3","","0.4","","0.6","","0.6","","0.6","","0.6","","0.7","","0.7","","0.7","","0.8"," a"
"179"," Eritrea","1.6","","1.5","","1.8","","2.2","","2.4","","2.4","","2.5","","2.5","","2.6","","2.6","","2.7","","2.8"," a"
"30"," Estonia","1.0","","0.9","","0.9","","0.9","","0.9","","0.9","","0.9","","0.9","","0.9","","0.9","","0.8","","0.8"," a"
"144"," Eswatini (Kingdom of)","0.4","","0.5","","0.6","","0.6","","0.7","","0.7","","0.7","","0.7","","0.8","","0.8","","0.8","","0.8"," a"
"173"," Ethiopia","24.3","","28.8","","33.5","","38.9","","45.8","","47.5","","49.2","","51.0","","52.9","","54.8","","56.7","","58.7"," a"
"92"," Fiji","0.4","","0.5","","0.5","","0.5","","0.6","","0.6","","0.6","","0.6","","0.6","","0.6","","0.6","","0.6"," a"
"15"," Finland","3.4"," e","3.4"," e","3.5"," e","3.5"," e","3.6"," e","3.5"," e","3.5"," e","3.5"," e","3.5"," e","3.5"," e","3.5"," e","3.4"," a,e"
"24"," France","37.6","","38.1","","38.9","","39.9","","40.8","","40.8","","40.8","","40.7","","40.6","","40.5","","40.4","","40.4"," a"
