"Population, ages 65 and older (millions)"
"HDI Rank (2017)","Country","1990","","1995","","2000","","2005","","2010","","2011","","2012","","2013","","2014","","2015","","2016","","2017",""
"168"," Afghanistan","0.3","","0.4","","0.5","","0.5","","0.7","","0.7","","0.7","","0.8","","0.8","","0.8","","0.9","","0.9"," a"
"68"," Albania","0.2","","0.2","","0.2","","0.3","","0.3","","0.3","","0.3","","0.3","","0.4","","0.4","","0.4","","0.4"," a"
"85"," Algeria","0.9","","1.1","","1.4","","1.6","","2.0","","2.0","","2.1","","2.2","","2.2","","2.3","","2.4","","2.6"," a"
"147"," Angola","0.3","","0.4","","0.4","","0.5","","0.5","","0.6","","0.6","","0.6","","0.6","","0.6","","0.7","","0.7"," a"
"70"," Antigua and Barbuda","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0"," a"
"47"," Argentina","3.0","","3.3","","3.7","","4.0","","4.3","","4.4","","4.5","","4.6","","4.6","","4.7","","4.8","","5.0"," a"
"83"," Armenia","0.2","","0.3","","0.3","","0.4","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3"," a"
"3"," Australia","1.9"," b","2.1"," b","2.4"," b","2.6"," b","3.0"," b","3.1"," b","3.2"," b","3.3"," b","3.4"," b","3.6"," b","3.7"," b","3.8"," a,b"
"20"," Austria","1.2","","1.2","","1.2","","1.3","","1.5","","1.5","","1.6","","1.6","","1.6","","1.6","","1.7","","1.7"," a"
"80"," Azerbaijan","0.3"," c","0.4"," c","0.5"," c","0.6"," c","0.5"," c","0.5"," c","0.5"," c","0.5"," c","0.5"," c","0.6"," c","0.6"," c","0.6"," a,c"
"54"," Bahamas","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0"," a"
"43"," Bahrain","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0"," a"
"136"," Bangladesh","3.3","","4.0","","5.0","","6.1","","7.1","","7.4","","7.6","","7.8","","8.0","","8.1","","8.3","","8.4"," a"
"58"," Barbados","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0"," a"
"53"," Belarus","1.1","","1.3","","1.3","","1.4","","1.3","","1.3","","1.3","","1.3","","1.3","","1.4","","1.4","","1.4"," a"
"17"," Belgium","1.5","","1.6","","1.7","","1.8","","1.9","","1.9","","1.9","","2.0","","2.0","","2.0","","2.1","","2.1"," a"
"106"," Belize","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0"," a"
"163"," Benin","0.2","","0.2","","0.2","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.4","","0.4"," a"
"134"," Bhutan","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0"," a"
"118"," Bolivia (Plurinational State of)","0.3","","0.4","","0.4","","0.5","","0.6","","0.6","","0.6","","0.6","","0.7","","0.7","","0.7","","0.7"," a"
"77"," Bosnia and Herzegovina","0.3","","0.4","","0.4","","0.5","","0.5","","0.5","","0.5","","0.5","","0.5","","0.6","","0.6","","0.6"," a"
"101"," Botswana","0.0","","0.0","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1"," a"
"79"," Brazil","6.0","","7.3","","8.9","","11.0","","13.3","","13.8","","14.4","","15.0","","15.7","","16.4","","17.1","","17.9"," a"
"39"," Brunei Darussalam","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0"," a"
"51"," Bulgaria","1.2","","1.3","","1.3","","1.3","","1.3","","1.4","","1.4","","1.4","","1.4","","1.4","","1.5","","1.5"," a"
"183"," Burkina Faso","0.3","","0.3","","0.3","","0.3","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4","","0.5"," a"
"185"," Burundi","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.3","","0.3","","0.3"," a"
"125"," Cabo Verde","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0"," a"
"146"," Cambodia","0.3","","0.3","","0.4","","0.4","","0.5","","0.6","","0.6","","0.6","","0.6","","0.6","","0.7","","0.7"," a"
"151"," Cameroon","0.4","","0.5","","0.5","","0.6","","0.6","","0.7","","0.7","","0.7","","0.7","","0.7","","0.7","","0.8"," a"
"12"," Canada","3.1","","3.5","","3.9","","4.2","","4.8","","5.0","","5.2","","5.4","","5.6","","5.8","","6.0","","6.2"," a"
"188"," Central African Republic","0.1","","0.1","","0.1","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2"," a"
"186"," Chad","0.2","","0.2","","0.2","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.4","","0.4"," a"
"44"," Chile","0.8","","1.0","","1.1","","1.3","","1.6","","1.6","","1.7","","1.7","","1.8","","1.9","","1.9","","2.0"," a"
"86"," China","66.3","","76.4","","88.6","","101.7","","114.2","","117.5","","120.9","","124.7","","129.4","","135.2","","142.1","","150.0"," a"
"90"," Colombia","1.4","","1.6","","1.9","","2.2","","2.7","","2.8","","2.9","","3.1","","3.2","","3.4","","3.6","","3.8"," a"
"165"," Comoros","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0"," a"
"137"," Congo","0.1","","0.1","","0.1","","0.1","","0.1","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2"," a"
"176"," Congo (Democratic Republic of the)","1.0","","1.2","","1.4","","1.6","","1.9","","2.0","","2.1","","2.2","","2.2","","2.3","","2.4","","2.5"," a"
"63"," Costa Rica","0.1","","0.2","","0.2","","0.3","","0.3","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4","","0.5"," a"
"46"," Croatia","0.6","","0.6","","0.7","","0.8","","0.8","","0.8","","0.8","","0.8","","0.8","","0.8","","0.8","","0.8"," a"
"73"," Cuba","0.9","","1.0","","1.1","","1.2","","1.4","","1.4","","1.5","","1.5","","1.6","","1.6","","1.6","","1.7"," a"
"32"," Cyprus","0.1"," d","0.1"," d","0.1"," d","0.1"," d","0.1"," d","0.1"," d","0.1"," d","0.1"," d","0.1"," d","0.1"," d","0.2"," d","0.2"," a,d"
"27"," Czechia","1.3","","1.4","","1.4","","1.4","","1.6","","1.7","","1.7","","1.8","","1.9","","1.9","","2.0","","2.0"," a"
"170"," Côte d'Ivoire","0.3","","0.4","","0.5","","0.5","","0.6","","0.6","","0.6","","0.6","","0.7","","0.7","","0.7","","0.7"," a"
"11"," Denmark","0.8","","0.8","","0.8","","0.8","","0.9","","1.0","","1.0","","1.0","","1.1","","1.1","","1.1","","1.1"," a"
"172"," Djibouti","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0"," a"
"94"," Dominican Republic","0.3","","0.4","","0.4","","0.5","","0.6","","0.6","","0.6","","0.7","","0.7","","0.7","","0.7","","0.8"," a"
"86"," Ecuador","0.4","","0.5","","0.6","","0.8","","0.9","","0.9","","1.0","","1.0","","1.0","","1.1","","1.1","","1.2"," a"
"115"," Egypt","2.6","","3.0","","3.4","","3.7","","4.0","","4.1","","4.3","","4.5","","4.6","","4.7","","4.9","","5.0"," a"
"121"," El Salvador","0.2","","0.3","","0.3","","0.4","","0.4","","0.5","","0.5","","0.5","","0.5","","0.5","","0.5","","0.5"," a"
"141"," Equatorial Guinea","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0"," a"
"179"," Eritrea","0.1","","0.1","","0.1","","0.1","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2"," a"
"30"," Estonia","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.3","","0.3"," a"
