"Population, total (millions)"
"HDI Rank (2017)","Country","1990","","1995","","2000","","2005","","2010","","2011","","2012","","2013","","2014","","2015","","2016","","2017",""
"168"," Afghanistan","12.2","","17.1","","20.1","","25.1","","28.8","","29.7","","30.7","","31.7","","32.8","","33.7","","34.7","","35.5"," a"
"68"," Albania","3.3","","3.1","","3.1","","3.1","","2.9","","2.9","","2.9","","2.9","","2.9","","2.9","","2.9","","2.9"," a"
"85"," Algeria","25.9","","28.9","","31.2","","33.3","","36.1","","36.8","","37.6","","38.3","","39.1","","39.9","","40.6","","41.3"," a"
"35"," Andorra","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1"," a"
"147"," Angola","12.2","","14.3","","16.4","","19.6","","23.4","","24.2","","25.1","","26.0","","26.9","","27.9","","28.8","","29.8"," a"
"70"," Antigua and Barbuda","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1"," a"
"47"," Argentina","32.7","","35.0","","37.1","","39.1","","41.2","","41.7","","42.1","","42.5","","43.0","","43.4","","43.8","","44.3"," a"
"83"," Armenia","3.5","","3.2","","3.1","","3.0","","2.9","","2.9","","2.9","","2.9","","2.9","","2.9","","2.9","","2.9"," a"
"3"," Australia","17.0"," b","18.1"," b","19.1"," b","20.2"," b","22.1"," b","22.5"," b","22.8"," b","23.2"," b","23.5"," b","23.8"," b","24.1"," b","24.5"," a,b"
"20"," Austria","7.7","","8.0","","8.1","","8.3","","8.4","","8.5","","8.5","","8.6","","8.6","","8.7","","8.7","","8.7"," a"
"80"," Azerbaijan","7.2"," c","7.8"," c","8.1"," c","8.5"," c","9.0"," c","9.1"," c","9.3"," c","9.4"," c","9.5"," c","9.6"," c","9.7"," c","9.8"," a,c"
"54"," Bahamas","0.3","","0.3","","0.3","","0.3","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4"," a"
"43"," Bahrain","0.5","","0.6","","0.7","","0.9","","1.2","","1.3","","1.3","","1.3","","1.3","","1.4","","1.4","","1.5"," a"
"136"," Bangladesh","106.2","","118.7","","131.6","","143.4","","152.1","","153.9","","155.7","","157.6","","159.4","","161.2","","163.0","","164.7"," a"
"58"," Barbados","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3"," a"
"53"," Belarus","10.2","","10.1","","9.9","","9.6","","9.5","","9.5","","9.5","","9.5","","9.5","","9.5","","9.5","","9.5"," a"
"17"," Belgium","10.0","","10.2","","10.3","","10.5","","10.9","","11.0","","11.1","","11.2","","11.2","","11.3","","11.4","","11.4"," a"
"106"," Belize","0.2","","0.2","","0.2","","0.3","","0.3","","0.3","","0.3","","0.3","","0.4","","0.4","","0.4","","0.4"," a"
"163"," Benin","5.0","","5.9","","6.9","","8.0","","9.2","","9.5","","9.7","","10.0","","10.3","","10.6","","10.9","","11.2"," a"
"134"," Bhutan","0.5","","0.5","","0.6","","0.7","","0.7","","0.7","","0.8","","0.8","","0.8","","0.8","","0.8","","0.8"," a"
"118"," Bolivia (Plurinational State of)","6.9","","7.6","","8.3","","9.1","","9.9","","10.1","","10.2","","10.4","","10.6","","10.7","","10.9","","11.1"," a"
"77"," Bosnia and Herzegovina","4.5","","3.8","","3.8","","3.8","","3.7","","3.7","","3.6","","3.6","","3.6","","3.5","","3.5","","3.5"," a"
"101"," Botswana","1.4","","1.6","","1.7","","1.9","","2.0","","2.1","","2.1","","2.1","","2.2","","2.2","","2.3","","2.3"," a"
"79"," Brazil","149.4","","162.3","","175.3","","186.9","","196.8","","198.7","","200.6","","202.4","","204.2","","206.0","","207.7","","209.3"," a"
"39"," Brunei Darussalam","0.3","","0.3","","0.3","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4"," a"
"51"," Bulgaria","8.8","","8.4","","8.0","","7.7","","7.4","","7.4","","7.3","","7.3","","7.2","","7.2","","7.1","","7.1"," a"
"183"," Burkina Faso","8.8","","10.1","","11.6","","13.4","","15.6","","16.1","","16.6","","17.1","","17.6","","18.1","","18.6","","19.2"," a"
"185"," Burundi","5.4","","6.0","","6.4","","7.4","","8.8","","9.0","","9.3","","9.6","","9.9","","10.2","","10.5","","10.9"," a"
"125"," Cabo Verde","0.3","","0.4","","0.4","","0.5","","0.5","","0.5","","0.5","","0.5","","0.5","","0.5","","0.5","","0.5"," a"
"146"," Cambodia","9.0","","10.7","","12.2","","13.3","","14.3","","14.5","","14.8","","15.0","","15.3","","15.5","","15.8","","16.0"," a"
"151"," Cameroon","11.7","","13.5","","15.3","","17.4","","20.0","","20.5","","21.1","","21.7","","22.2","","22.8","","23.4","","24.1"," a"
"12"," Canada","27.7","","29.3","","30.7","","32.3","","34.2","","34.5","","34.9","","35.3","","35.6","","36.0","","36.3","","36.6"," a"
