"Population, under age 5 (millions)"
"HDI Rank (2017)","Country","1990","","1995","","2000","","2005","","2010","","2011","","2012","","2013","","2014","","2015","","2016","","2017",""
"168"," Afghanistan","2.4","","3.3","","4.0","","4.8","","5.2","","5.2","","5.2","","5.2","","5.2","","5.2","","5.2","","5.3"," a"
"68"," Albania","0.4","","0.3","","0.3","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2"," a"
"85"," Algeria","4.0","","3.7","","3.1","","3.0","","3.9","","4.1","","4.3","","4.5","","4.6","","4.7","","4.7","","4.7"," a"
"147"," Angola","2.4","","2.8","","3.2","","3.8","","4.5","","4.7","","4.8","","4.9","","5.0","","5.2","","5.3","","5.4"," a"
"70"," Antigua and Barbuda","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0"," a"
"47"," Argentina","3.4","","3.5","","3.5","","3.6","","3.6","","3.6","","3.7","","3.7","","3.7","","3.7","","3.7","","3.7"," a"
"83"," Armenia","0.4","","0.3","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2"," a"
"3"," Australia","1.3"," b","1.3"," b","1.3"," b","1.3"," b","1.5"," b","1.5"," b","1.5"," b","1.5"," b","1.5"," b","1.5"," b","1.6"," b","1.6"," a,b"
"20"," Austria","0.4","","0.5","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4"," a"
"80"," Azerbaijan","0.9"," c","0.9"," c","0.7"," c","0.6"," c","0.7"," c","0.7"," c","0.8"," c","0.8"," c","0.8"," c","0.9"," c","0.9"," c","0.9"," a,c"
"54"," Bahamas","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0"," a"
"43"," Bahrain","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1"," a"
"136"," Bangladesh","16.5","","16.6","","16.8","","16.7","","15.8","","15.6","","15.5","","15.4","","15.3","","15.3","","15.2","","15.2"," a"
"58"," Barbados","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0"," a"
"53"," Belarus","0.8","","0.6","","0.5","","0.4","","0.5","","0.5","","0.5","","0.6","","0.6","","0.6","","0.6","","0.6"," a"
"17"," Belgium","0.6","","0.6","","0.6","","0.6","","0.6","","0.6","","0.6","","0.6","","0.6","","0.6","","0.6","","0.6"," a"
