Country,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
AFG,1,1,1,4,5,6,5,5,8,9,4,10,3,12,15,8,2,7,19,3
AGO,1,1,1,4,5,6,5,5,8,9,4,10,3,12,15,8,2,7,19,3
ALB,1,2,3,2,2,3,4,1,3,3,7,7,8,9,12,13,8,6,11,12
AND,1,2,2,3,4,1,3,2,7,10,11,3,6,6,6,2,5,15,7,20
ARE,1,2,2,3,1,2,6,8,2,2,3,9,5,10,13,6,4,2,10,10
ARG,1,2,3,2,4,3,3,2,7,3,7,7,8,9,12,13,8,6,11,12
ARM,1,2,3,2,2,3,4,1,3,8,1,7,8,9,12,7,10,11,3,5
ATG,1,2,3,2,2,3,4,1,3,3,1,7,7,9,12,7,10,11,11,12
AUS,1,2,2,3,1,2,1,6,9,4,6,9,12,5,13,5,3,8,5,2
AUT,1,2,2,3,1,2,1,6,9,4,6,9,12,5,13,5,3,8,5,2
AZE,1,2,3,2,2,3,4,1,3,8,1,7,7,9,14,7,10,11,3,5
BDI,1,1,1,4,5,6,5,5,8,9,4,5,3,13,15,8,14,18,19,3
BEL,1,2,2,3,1,2,1,6,9,4,6,9,12,5,13,5,3,8,5,2
BEN,1,1,1,4,5,6,5,5,8,9,4,10,3,12,15,8,2,7,19,3
BFA,1,1,1,4,5,6,5,5,8,9,4,5,3,13,15,8,14,18,19,3
BGD,1,1,1,4,3,4,7,7,4,1,2,12,4,1,11,12,16,10,2,19
BGR,1,2,3,2,4,3,3,2,7,3,7,7,8,6,12,13,8,6,11,12
BHR,1,2,2,3,4,1,3,2,7,10,11,3,6,6,6,2,5,15,7,20
BHS,1,2,3,2,4,3,3,2,7,3,7,7,8,6,12,13,8,6,11,12
BIH,1,2,3,2,2,3,4,1,3,3,7,7,8,9,12,13,10,6,11,12
BLR,1,2,3,2,4,1,3,2,7,3,7,3,8,6,12,13,8,6,11,12
BLZ,1,2,3,1,2,5,2,1,1,8,1,4,7,3,14,7,10,11,18,5
BOL,1,2,3,1,3,5,2,3,1,5,5,4,11,3,9,15,9,1,18,16
BRA,1,2,3,1,2,5,4,1,3,8,1,7,7,9,14,7,10,11,3,5
BRB,1,2,3,2,4,3,3,2,7,3,7,7,8,6,12,13,8,6,11,12
BRN,1,2,2,3,1,2,6,8,2,2,3,9,5,10,13,6,4,2,10,10
BTN,1,1,1,4,3,4,7,7,4,1,2,12,4,1,11,12,16,10,2,19
BWA,1,2,3,1,3,5,2,3,1,5,5,4,11,3,9,15,9,1,18,16
CAF,1,1,1,4,5,6,5,5,8,9,4,5,3,13,15,8,14,18,19,3
CAN,1,2,2,3,1,2,1,6,9,4,6,9,12,5,13,5,3,8,5,2
CHE,1,2,2,3,1,2,1,6,9,4,6,9,12,5,13,5,3,8,5,2
CHL,1,2,3,2,4,3,3,2,7,3,7,3,8,6,12,13,8,6,11,12
CHN,1,2,3,3,1,2,6,8,2,2,3,9,5,10,7,6,4,2,10,10
CIV,1,1,1,4,5,6,5,5,8,9,4,10,3,12,15,8,2,7,19,3
CMR,1,1,1,4,5,6,5,5,8,9,4,10,3,12,15,8,2,7,19,3
COD,1,1,1,4,5,6,5,5,8,9,4,10,3,12,15,8,14,7,19,3
COG,1,1,1,4,3,4,7,7,4,1,2,12,4,1,11,12,16,10,2,19
COL,1,2,3,1,2,5,4,1,3,8,1,4,7,9,14,7,10,11,3,5
COM,1,1,1,4,5,6,5,5,8,9,4,10,3,12,15,8,2,7,19,3
CPV,1,2,3,1,3,5,2,3,1,5,5,4,11,3,9,15,9,1,18,16
CRI,1,2,3,2,2,3,4,1,3,3,1,7,7,9,12,13,8,6,11,12
CUB,1,2,3,2,4,3,4,1,7,3,7,7,8,9,12,13,8,6,11,12
CYP,1,2,2,3,4,1,3,2,7,10,11,3,6,6,6,2,5,15,7,20
CZE,1,2,2,3,4,1,1,6,9,10,11,3,6,5,6,2,5,15,7,20
DEU,1,2,2,3,1,2,1,6,9,4,6,9,12,5,13,5,3,8,5,2
DJI,1,1,1,4,5,6,5,5,8,9,4,10,3,12,15,8,2,7,19,3
DMA,1,2,3,1,2,5,2,3,3,8,1,4,7,9,14,7,10,11,3,5
DNK,1,2,2,3,1,2,1,6,9,4,6,9,12,5,13,5,3,8,5,2
DOM,1,2,3,1,2,5,2,3,3,8,1,4,7,3,14,7,10,11,3,5
DZA,1,2,3,1,2,5,2,3,1,5,5,4,7,3,9,15,9,1,18,16
ECU,1,2,3,1,2,5,4,1,3,8,1,4,7,9,14,7,10,11,3,5
EGY,1,2,3,1,3,5,2,3,1,5,5,4,11,3,9,15,9,1,18,16
