Country,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
AFG,1,2,1,3,2,5,3,3,7,6,11,11,11,8,9,16,6,18,1,13
AGO,1,2,1,3,2,5,3,3,7,6,11,11,11,8,9,16,6,18,1,13
ALB,1,1,3,4,3,4,1,5,8,4,8,2,8,2,4,13,7,1,13,10
AND,1,1,2,2,1,3,7,8,1,1,2,8,9,13,5,12,13,16,3,11
ARE,1,1,2,2,1,3,4,1,4,1,3,8,10,5,11,12,1,16,3,11
ARG,1,1,3,4,5,6,6,7,2,4,7,2,13,14,1,13,15,1,13,10
ARM,1,1,3,4,3,4,1,5,8,4,8,5,8,2,4,9,7,1,13,14
ATG,1,1,3,4,3,4,1,5,8,4,8,5,8,2,4,9,7,1,13,14
AUS,1,1,2,2,1,3,7,8,1,1,2,8,9,13,5,6,13,16,3,16
AUT,1,1,2,2,1,3,7,8,1,1,2,8,9,13,5,6,13,16,3,16
AZE,1,1,3,4,3,4,1,5,8,4,8,5,8,2,4,9,7,1,13,14
BDI,1,2,1,3,2,5,3,3,7,6,11,11,11,8,9,16,6,18,1,13
BEL,1,1,2,2,1,3,7,8,1,1,2,8,9,13,5,6,13,16,3,16
BEN,1,2,1,3,2,5,3,3,7,6,11,11,11,8,9,16,6,18,1,13
BFA,1,2,1,3,2,5,3,3,7,6,11,11,11,8,9,16,6,18,1,13
BGD,1,2,1,3,4,1,2,2,3,5,10,1,5,12,3,10,17,2,10,19
BGR,1,1,2,4,5,6,6,7,2,4,7,2,13,14,1,13,15,1,13,10
BHR,1,1,2,4,5,6,6,7,2,7,7,2,13,14,1,13,15,9,19,10
BHS,1,1,2,4,5,6,6,7,2,7,7,2,13,14,1,13,15,9,19,10
BIH,1,1,3,4,3,4,1,5,8,4,8,5,8,2,4,9,7,1,13,14
BLR,1,1,2,4,5,6,6,7,2,7,7,2,13,14,1,13,15,9,19,10
BLZ,1,1,3,1,3,4,1,5,8,3,8,5,8,2,4,9,7,12,15,14
BOL,1,1,3,1,4,2,5,4,5,10,1,7,2,4,13,4,5,15,5,3
BRA,1,1,3,1,3,4,1,5,8,3,8,5,8,2,4,9,7,12,15,14
BRB,1,1,3,4,5,6,6,7,2,4,7,2,13,14,1,13,15,1,13,10
BRN,1,1,2,2,1,3,4,1,4,1,3,8,10,5,11,6,1,16,3,8
BTN,1,2,1,3,4,1,2,2,3,5,10,1,5,12,3,10,17,2,10,19
BWA,1,1,3,1,4,2,5,4,5,10,9,7,2,10,13,7,9,5,4,3
CAF,1,2,1,3,2,5,3,3,7,6,11,11,11,8,9,16,6,18,1,13
CAN,1,1,2,2,1,3,7,8,1,1,2,8,9,13,5,12,13,16,3,16
CHE,1,1,2,2,1,3,4,1,4,1,3,8,10,5,11,6,1,16,3,16
CHL,1,1,3,4,5,6,6,7,2,4,7,2,13,14,1,13,15,1,13,10
CHN,1,1,3,1,4,2,5,4,5,10,9,4,2,10,13,7,9,5,4,3
CIV,1,2,1,3,2,5,3,3,7,6,11,11,11,8,9,16,6,18,1,13
CMR,1,2,1,3,2,5,3,3,7,6,10,11,11,8,9,16,6,18,1,13
COD,1,2,1,3,2,5,3,3,7,6,11,11,11,8,9,16,6,18,1,13
COG,1,2,1,3,2,1,2,2,3,5,10,1,5,12,3,10,17,2,10,19
COL,1,1,3,1,3,4,1,5,8,3,8,5,8,2,4,9,7,12,15,14
COM,1,2,1,3,2,1,2,2,3,5,10,1,5,12,3,10,17,2,10,19
CPV,1,1,3,1,4,2,5,4,5,10,1,7,2,4,13,4,5,15,5,3
CRI,1,1,3,4,3,4,1,5,8,4,8,5,8,2,4,9,7,1,13,14
CUB,1,1,3,4,5,6,6,7,2,4,7,2,13,14,1,13,15,1,13,10
CYP,1,1,2,2,5,6,7,8,1,7,2,3,9,13,5,12,13,9,19,11
CZE,1,1,2,2,5,6,7,8,1,7,2,3,9,13,5,12,13,9,19,11
DEU,1,1,2,2,1,3,7,8,1,1,2,8,9,13,5,6,13,16,3,16
DJI,1,2,1,3,2,5,3,3,7,6,11,11,11,8,9,16,6,18,1,13
DMA,1,1,3,1,3,4,1,5,8,3,8,5,8,2,4,9,7,12,15,14
DNK,1,1,2,2,1,3,7,8,1,1,2,8,9,13,5,6,13,16,3,16
DOM,1,1,3,1,3,4,5,5,5,3,8,5,8,4,4,9,5,12,15,14
DZA,1,1,3,1,3,4,5,5,8,3,8,5,8,2,4,9,7,12,15,14
ECU,1,1,3,1,3,4,1,5,8,3,8,5,8,2,4,9,7,12,15,14
EGY,1,1,3,1,4,2,5,4,5,10,9,7,2,10,13,7,5,5,4,3
ERI,1,2,1,3,2,5,3,3,7,6,11,11,11,8,9,16,6,18,1,13
ESP,1,1,2,2,1,3,7,8,1,1,2,8,9,13,5,12,13,16,3,11
EST,1,1,2,2,5,6,6,8,2,7,7,3,13,14,1,12,15,9,19,11
ETH,1,2,1,3,2,5,3,3,7,6,11,11,11,8,9,16,6,18,1,13
FIN,1,1,2,2,1,3,7,8,1,1,2,8,9,13,5,6,13,16,3,16
FJI,1,1,3,1,3,4,1,5,8,3,8,5,8,2,4,9,7,12,15,14
FRA,1,1,2,2,1,3,7,8,1,1,2,8,9,13,5,12,13,16,3,16
FSM,1,2,3,1,4,2,5,4,5,10,1,7,2,4,13,4,5,15,5,3
GAB,1,1,3,1,4,2,5,4,5,10,9,7,2,10,13,7,9,5,4,3
GBR,1,1,2,2,1,3,7,8,1,1,2,8,9,13,5,12,13,16,3,16
GEO,1,1,3,4,3,4,1,5,8,3,8,5,8,2,4,9,7,1,13,14
GHA,1,2,1,3,2,1,2,2,3,5,10,1,5,12,3,10,17,2,10,19
GIN,1,2,1,3,2,5,3,3,7,6,11,11,11,8,9,16,6,18,1,13
GMB,1,2,1,3,2,5,3,3,7,6,11,11,11,8,9,16,6,18,1,13
GNB,1,2,1,3,2,5,3,3,7,6,11,11,11,8,9,16,6,18,1,13
GNQ,1,2,1,3,2,5,3,3,7,6,11,11,11,8,9,16,6,18,1,13
GRC,1,1,2,2,5,6,6,7,2,7,7,3,13,14,1,12,15,9,19,11
GRD,1,1,3,4,3,4,1,5,8,4,8,5,8,2,4,9,7,1,13,14
GTM,1,2,1,3,4,1,2,2,3,5,10,1,5,12,3,10,17,2,10,19
GUY,1,1,3,1,4,2,5,4,5,10,1,7,2,4,13,4,5,15,5,3
HKG,1,1,2,2,1,3,7,8,1,1,2,8,9,13,5,6,13,16,3,16
HND,1,2,1,1,4,1,2,2,3,10,10,1,5,12,3,10,17,2,10,19
HRV,1,1,2,4,5,6,6,7,2,7,7,3,13,14,1,13,15,9,19,10
HTI,1,2,1,3,2,5,3,3,7,6,11,11,11,8,9,16,6,18,1,13
HUN,1,1,2,4,5,6,6,7,2,7,7,3,13,14,1,12,15,9,19,11
IDN,1,1,3,1,4,2,5,4,5,10,1,7,2,4,13,4,5,15,5,3
IND,1,2,1,3,2,1,2,2,3,5,10,1,5,12,3,10,17,2,10,19
IRL,1,1,2,2,1,3,7,8,1,1,2,8,9,13,5,12,13,16,3,16
IRN,1,1,3,4,3,4,1,5,8,3,8,5,8,2,4,9,7,12,15,14
IRQ,1,2,3,1,4,2,5,4,5,10,9,7,2,4,13,7,9,15,4,3
ISL,1,1,2,2,1,3,7,8,1,1,2,8,9,13,5,6,13,16,3,16
