Country,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
DJI,1,2,1,3,5,2,1,3,7,10,6,8,3,9,7,4,5,6,4,16
DMA,1,1,3,2,2,5,3,2,3,8,7,11,10,6,4,12,11,13,12,6
DNK,1,1,2,1,4,6,4,1,2,4,1,5,8,7,8,2,10,11,2,18
DOM,1,1,3,2,2,5,3,2,3,8,7,1,6,12,10,12,11,10,8,14
DZA,1,1,3,2,2,5,3,2,3,8,7,1,10,12,10,12,15,10,8,14
ECU,1,1,3,2,2,5,3,2,3,7,7,1,10,12,10,12,11,10,8,14
EGY,1,1,3,2,3,1,5,5,5,7,9,9,6,12,10,10,4,10,8,14
ERI,1,2,1,3,5,2,1,3,7,10,6,8,3,9,7,4,5,6,4,16
ESP,1,1,2,1,4,6,4,1,2,4,1,5,8,7,8,2,10,11,2,18
EST,1,1,2,4,1,4,7,7,9,5,4,7,4,8,2,13,17,8,5,8
ETH,1,2,1,3,5,3,6,6,8,9,8,6,2,3,14,5,7,2,1,3
FIN,1,1,2,1,4,6,4,1,2,4,1,5,8,7,8,2,10,11,2,18
FJI,1,1,3,2,2,5,3,2,3,8,7,1,10,12,10,12,11,10,8,14
FRA,1,1,2,1,4,6,4,1,2,4,1,5,8,7,8,2,10,11,2,18
FSM,1,2,3,2,3,1,5,5,5,2,2,9,13,1,9,10,4,3,15,1
GAB,1,2,3,2,3,1,5,5,5,7,9,9,6,10,1,9,15,18,3,9
GBR,1,1,2,1,4,6,4,1,2,4,1,5,8,7,8,2,10,11,2,18
GEO,1,1,3,2,2,5,3,2,3,8,7,11,10,6,4,12,11,13,12,6
GHA,1,2,1,3,5,2,1,3,7,2,6,8,13,9,7,4,5,6,4,16
GIN,1,2,1,3,5,3,6,6,8,9,8,6,2,3,14,5,7,2,1,3
GMB,1,2,1,3,5,2,1,3,7,10,6,8,3,9,7,4,5,6,4,16
GNB,1,2,1,3,5,3,6,6,8,9,8,6,2,3,14,5,7,2,1,3
GNQ,1,2,1,3,5,2,1,3,7,10,6,8,3,9,7,4,5,6,4,16
GRC,1,1,2,4,1,4,7,7,9,5,4,7,4,8,2,13,17,8,5,8
GRD,1,1,3,2,2,5,3,2,3,8,7,11,10,6,4,12,11,13,12,6
GTM,1,2,1,3,3,2,5,5,5,2,2,9,13,1,9,10,4,3,15,1
GUY,1,1,3,2,3,1,5,5,5,7,2,9,6,1,10,10,4,3,15,1
HKG,1,1,2,1,4,6,4,1,2,4,1,5,8,7,8,2,10,11,2,18
HND,1,2,1,2,3,1,5,5,5,2,2,9,13,1,9,10,4,3,15,1
HRV,1,1,2,4,1,4,7,7,9,5,4,7,4,8,2,13,17,8,5,8
HTI,1,2,1,3,5,2,1,3,7,10,6,8,3,9,7,4,7,6,4,16
HUN,1,1,2,4,1,4,7,7,9,5,4,7,4,8,2,13,17,8,5,8
IDN,1,1,3,2,3,1,5,5,5,7,2,9,6,1,9,10,4,10,8,14
IND,1,2,1,3,5,2,1,3,7,10,6,8,3,9,7,4,5,6,4,16
IRL,1,1,2,1,4,6,4,1,2,4,1,5,8,7,8,2,10,11,2,18
IRN,1,1,3,2,2,5,3,2,3,8,7,11,10,6,4,12,11,13,12,6
IRQ,1,2,3,2,3,1,5,5,5,7,2,9,6,1,9,10,4,3,15,1
ISL,1,1,2,1,4,6,4,1,2,4,1,5,8,7,8,2,10,11,2,18
ISR,1,1,2,1,1,4,4,1,2,4,1,5,8,7,8,2,10,11,2,18
ITA,1,1,2,1,4,6,4,1,2,4,1,5,8,7,8,2,10,11,2,18
JAM,1,1,3,2,2,5,3,2,3,8,7,11,10,12,4,12,11,13,12,6
JOR,1,1,3,2,2,5,3,2,3,8,7,1,10,12,4,12,11,10,8,14
JPN,1,1,2,1,4,6,4,1,2,4,1,5,8,7,8,2,10,11,2,18
KAZ,1,1,3,4,1,4,7,7,9,5,4,7,4,8,2,13,17,8,5,8
KEN,1,2,1,3,5,2,1,3,7,2,6,8,13,9,7,4,5,6,4,16
KGZ,1,1,3,2,2,1,5,2,3,7,9,1,6,12,10,9,15,10,8,14
KHM,1,2,1,3,5,2,1,3,7,2,6,8,13,9,7,4,5,6,4,16
KIR,1,2,3,2,3,1,5,5,5,2,2,9,13,1,9,10,4,3,15,1
KNA,1,1,3,2,2,5,3,2,3,8,7,11,10,6,4,12,11,13,12,6
KOR,1,1,2,1,1,4,4,1,2,4,1,5,8,7,8,2,10,11,2,18
KWT,1,1,2,1,4,6,2,8,4,6,10,3,11,14,6,16,8,15,16,11
LAO,1,2,1,3,5,2,1,3,7,2,6,8,13,9,7,4,5,6,4,16
LBN,1,1,3,2,2,5,3,2,3,8,7,11,10,6,10,12,11,13,12,6
LBR,1,2,1,3,5,3,6,6,8,10,8,6,3,3,14,5,7,2,1,3
LBY,1,1,3,2,2,5,3,2,3,8,7,1,10,12,10,12,11,10,8,14
LCA,1,1,3,2,2,5,3,2,3,8,7,11,10,6,4,12,11,13,12,6
LIE,1,1,2,1,4,6,2,8,4,6,10,3,11,14,6,16,8,15,16,11
LKA,1,1,3,2,2,5,3,2,3,8,7,11,10,6,4,12,11,13,12,6
LSO,1,2,1,3,5,3,6,6,8,10,6,8,3,3,14,5,7,2,1,3
LTU,1,1,2,4,1,4,7,7,9,5,4,7,4,8,2,13,17,8,5,8
LUX,1,1,2,1,4,6,2,8,4,6,10,3,11,14,6,16,8,15,16,11
LVA,1,1,2,4,1,4,7,7,9,5,4,7,4,8,2,13,17,8,5,8
MAR,1,2,3,2,3,1,5,5,5,7,2,9,6,1,9,10,4,3,15,1
MCO,1,1,2,4,1,4,7,7,9,5,4,7,4,8,2,13,17,8,5,8
MDA,1,1,3,2,2,5,3,2,3,8,9,1,10,12,4,12,15,10,8,14
MDG,1,2,1,3,5,2,1,3,7,10,6,8,3,9,7,4,5,6,4,16
MDV,1,1,3,2,3,1,5,5,5,7,9,1,6,12,10,9,15,10,8,14
MEX,1,1,3,2,2,5,3,2,3,8,7,11,10,6,4,12,11,13,12,14
MHL,1,1,3,2,2,1,3,2,5,7,9,1,6,10,1,9,15,18,3,9
MKD,1,1,3,2,2,5,3,2,3,8,7,11,10,6,4,12,11,13,12,6
MLI,1,2,1,3,5,3,6,6,8,9,8,6,2,3,14,5,7,2,1,3
MLT,1,1,2,4,1,4,7,7,9,5,4,7,4,8,2,13,17,8,5,8
MMR,1,2,1,3,5,2,1,3,7,2,6,8,13,9,7,4,5,6,4,16
MNE,1,1,2,4,1,4,7,7,9,5,4,7,4,8,2,13,17,8,5,8
MNG,1,1,3,2,2,5,3,2,3,8,9,1,10,12,10,9,15,10,8,14
MOZ,1,2,1,3,5,3,6,6,8,9,8,6,2,3,14,5,7,2,1,3
MRT,1,2,1,3,5,2,1,6,8,10,8,8,3,9,7,5,7,2,4,3
MUS,1,1,3,2,2,5,3,2,3,8,7,11,10,6,4,12,11,13,12,6
MWI,1,2,1,3,5,3,6,6,8,9,8,6,2,3,14,5,7,2,1,3
MYS,1,1,3,4,2,5,3,7,9,8,7,11,10,6,4,12,11,13,12,6
NAM,1,2,1,3,3,2,1,3,7,2,6,8,13,9,7,4,5,6,4,16
NER,1,2,1,3,5,3,6,6,8,9,8,6,2,3,14,5,7,2,1,3
NGA,1,2,1,3,5,3,6,6,8,10,8,6,3,3,14,5,7,2,1,3
NIC,1,2,3,2,3,1,5,5,5,7,2,9,6,1,9,10,4,3,15,1
NLD,1,1,2,1,4,6,4,1,2,4,1,5,8,7,8,2,10,11,2,18
NOR,1,1,2,1,4,6,2,8,4,6,10,3,11,14,6,16,8,15,16,11
NPL,1,2,1,3,5,2,1,3,7,10,6,8,3,9,7,4,5,6,4,16
NRU,1,2,3,2,3,1,5,5,5,7,2,9,6,1,9,10,4,3,15,1
NZL,1,1,2,1,4,6,4,1,2,4,1,5,8,7,8,2,10,11,2,18
OMN,1,1,3,4,1,4,7,7,9,5,4,7,4,8,2,13,17,8,5,8
PAK,1,2,1,3,5,2,1,3,7,10,6,8,3,9,7,4,5,6,4,16
PAN,1,1,3,2,2,5,3,2,3,8,7,11,10,6,4,12,11,13,12,6
PER,1,1,3,2,2,5,3,2,3,8,7,1,10,12,10,12,11,10,8,14
PHL,1,1,3,2,3,1,5,5,5,7,2,1,6,12,10,10,4,10,8,1
PLW,1,1,3,2,2,5,3,2,3,8,7,11,10,6,4,12,11,13,12,6
PNG,1,2,1,3,5,2,1,3,7,10,6,8,3,9,7,4,5,6,4,16
POL,1,1,2,4,1,4,7,7,9,5,4,7,4,8,2,13,17,8,5,8
PRK,1,1,3,2,3,1,5,5,5,7,9,9,6,10,1,9,15,18,3,9
PRT,1,1,2,4,1,4,7,7,9,5,4,7,4,8,2,13,17,8,5,8
PRY,1,1,3,2,2,1,5,5,5,7,2,1,6,12,10,10,4,10,8,14
PSE,1,1,3,2,2,1,3,5,3,7,9,1,6,12,10,9,15,10,8,14
QAT,1,1,2,1,4,6,2,8,4,6,10,3,11,14,6,16,8,15,16,11
ROU,1,1,3,4,1,4,7,7,9,5,4,7,4,8,2,13,17,8,5,8
RUS,1,1,2,4,1,4,7,7,9,5,4,7,4,8,2,13,17,8,5,8
RWA,1,2,1,3,5,3,1,6,8,10,8,6,3,3,14,5,7,2,1,3
SAU,1,1,2,4,1,4,7,7,9,5,4,7,4,8,2,13,17,8,5,8
SDN,1,2,1,3,5,2,1,3,7,10,6,8,3,9,7,4,5,6,4,16
SEN,1,2,1,3,5,2,1,3,7,10,6,8,3,9,7,4,5,6,4,16
SGP,1,1,2,1,4,6,2,8,4,6,10,3,11,14,6,16,8,15,16,11
SLB,1,2,1,3,3,2,1,3,7,2,6,8,13,9,7,4,5,6,4,16
SLE,1,2,1,3,5,3,6,6,8,9,8,6,2,3,14,5,7,2,1,3
SLV,1,1,3,2,3,1,5,5,5,7,2,9,6,12,9,10,4,3,15,14
SMR,1,1,2,4,1,4,7,7,9,5,4,7,4,8,2,13,17,8,5,8
SOM,1,2,1,3,5,3,6,6,8,9,8,6,2,3,14,5,7,2,1,3
SRB,1,1,3,4,1,4,7,7,9,5,4,7,4,8,2,13,17,8,5,8
SSD,1,2,1,3,5,3,6,6,8,10,8,6,2,3,14,5,7,2,1,3
STP,1,2,1,3,3,2,1,3,7,2,6,8,13,9,7,4,5,6,4,16
SUR,1,1,3,2,2,5,3,2,3,8,7,1,10,12,10,12,11,10,8,14
SVK,1,1,2,4,1,4,7,7,9,5,4,7,4,8,2,13,17,8,5,8
SVN,1,1,2,1,4,6,4,1,2,4,1,5,8,7,8,2,10,11,2,18
SWE,1,1,2,1,4,6,4,1,2,4,1,5,8,7,8,2,10,11,2,18
SWZ,1,2,1,3,5,2,1,3,7,10,6,8,3,9,7,4,5,6,4,16
SYC,1,1,3,2,2,5,3,2,3,8,7,11,10,6,4,12,11,13,12,6
SYR,1,2,3,2,3,1,5,5,5,7,2,9,6,10,1,9,15,18,3,9
TCD,1,2,1,3,5,3,6,6,8,9,8,6,2,3,14,5,7,2,1,3
TGO,1,2,1,3,5,3,6,6,8,10,8,6,3,3,14,5,7,2,1,3
THA,1,1,3,2,2,5,3,2,3,8,7,1,10,12,10,12,11,10,8,14
TJK,1,1,3,2,3,1,5,5,5,7,9,1,6,12,10,9,15,10,8,14
TKM,1,1,3,2,3,1,5,5,5,7,2,1,6,1,10,10,4,3,15,14
TLS,1,2,1,3,3,2,1,3,7,2,6,8,13,9,7,4,5,6,4,16
TON,1,1,3,2,2,5,3,2,3,8,7,1,10,12,10,12,11,10,8,14
TTO,1,1,3,4,1,4,7,7,9,5,4,7,4,8,2,13,17,8,5,8
TUN,1,1,3,2,2,5,3,2,3,8,7,1,10,12,10,9,11,10,8,14
TUR,1,1,3,2,2,5,3,2,3,8,7,11,10,6,4,12,11,13,12,6
TUV,1,2,3,2,3,1,5,5,5,7,2,9,6,1,9,10,4,3,15,1
TZA,1,2,1,3,5,3,6,6,8,10,8,6,3,3,14,5,7,2,1,3
UGA,1,2,1,3,5,3,6,6,8,10,8,6,3,3,14,5,7,2,1,3
UKR,1,1,3,4,1,4,7,7,9,5,4,7,4,8,2,13,17,8,5,8
URY,1,1,3,4,2,5,3,7,3,8,7,11,10,6,4,12,11,13,12,6
USA,1,1,2,1,4,6,2,8,4,6,10,3,11,14,6,16,8,15,16,11
UZB,1,1,3,2,2,5,3,2,3,7,7,1,10,12,10,12,11,10,8,14
VCT,1,1,3,2,2,5,3,2,3,8,7,11,10,6,4,12,11,13,12,6
VEN,1,1,3,2,2,5,3,2,3,8,7,11,10,6,4,12,11,13,12,6
VNM,1,1,3,2,2,1,5,2,3,7,9,1,6,12,10,9,15,10,8,14
VUT,1,2,3,2,3,1,5,5,5,2,2,9,13,1,9,10,4,3,15,1
WSM,1,1,3,2,2,5,3,2,3,7,9,1,6,12,10,9,15,10,8,14
YEM,1,2,1,3,5,2,1,3,7,10,6,8,3,9,7,4,5,6,4,16
ZAF,1,1,3,2,3,1,5,5,5,7,9,9,6,10,1,9,15,18,3,9
ZMB,1,2,1,3,5,2,1,3,7,10,6,8,3,9,7,4,5,6,4,16
ZWE,1,2,1,3,5,2,1,3,8,10,6,8,3,3,7,4,5,6,4,16
