Measure,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Log-Likelihood,27646,29578,30592,30850,30976,31018,31010,30984,30960,30923,30922,30887,30816,30796,30819,30797,30805,30743,30773,30764
