Measure,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Log-Likelihood,28543,30303,31307,31570,31682,31726,31718,31692,31652,31631,31613,31596,31544,31566,31552,31550,31528,31481,31449,31459
