Country,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
BRB,1,2,1,3,1,3,2,3,4,10,10,4,13,14,11,14,15,7,4,13
BRN,1,2,2,1,2,1,1,5,3,3,5,5,10,8,1,6,16,18,16,9
BTN,1,1,3,2,5,5,5,1,1,7,9,10,12,2,15,8,9,8,2,10
BWA,1,2,1,4,5,2,3,7,2,6,8,6,8,9,12,7,5,12,14,1
CAF,1,1,3,2,3,6,4,6,7,8,4,2,6,4,2,12,4,1,13,20
CAN,1,2,2,1,2,1,7,8,8,4,3,9,4,10,8,9,3,16,9,9
CHE,1,2,2,1,2,1,1,5,3,4,3,5,4,8,1,6,3,18,9,9
CHL,1,2,1,3,1,3,2,3,4,10,10,4,13,14,11,14,15,7,4,13
CHN,1,2,1,4,5,2,3,7,2,6,8,8,8,5,4,7,6,12,14,1
CIV,1,1,3,2,3,6,4,6,7,8,4,2,6,4,2,12,4,1,13,20
CMR,1,1,3,2,3,5,5,6,1,8,4,2,12,4,2,12,4,1,19,20
COD,1,1,3,2,3,6,4,6,7,8,4,2,6,4,2,12,4,1,13,20
COG,1,1,3,2,3,5,5,1,1,7,9,10,12,2,15,8,9,8,19,10
COL,1,2,1,4,4,4,6,4,9,5,2,3,5,11,5,5,6,11,17,11
COM,1,1,3,2,3,5,5,1,1,8,4,2,12,4,15,12,9,8,19,10
CPV,1,2,1,4,5,2,3,7,2,6,8,6,8,9,12,15,5,9,2,7
CRI,1,2,1,3,4,4,6,4,9,5,2,3,5,11,5,5,17,5,17,11
CUB,1,2,1,3,1,3,2,3,4,10,10,4,13,14,11,14,15,7,4,13
CYP,1,2,2,1,1,3,7,8,8,2,7,9,7,10,8,9,7,16,1,8
CZE,1,2,2,1,2,3,7,8,8,2,7,9,7,10,8,9,7,16,1,8
DEU,1,2,2,1,2,1,7,8,8,4,3,9,4,10,8,9,3,16,9,9
DJI,1,1,3,2,3,5,5,6,7,8,4,2,12,4,2,12,4,1,19,20
DMA,1,2,1,3,4,4,6,4,9,5,2,3,5,11,5,5,17,5,17,11
DNK,1,2,2,1,2,1,7,8,8,4,3,9,4,10,8,9,3,16,9,9
DOM,1,2,1,4,4,4,6,4,9,5,2,3,5,11,5,5,6,11,17,11
DZA,1,2,1,4,4,4,6,4,9,5,2,3,5,11,5,7,6,11,14,11
ECU,1,2,1,4,4,4,6,4,9,5,2,3,5,11,5,5,6,11,17,11
EGY,1,2,1,4,5,2,3,7,2,6,8,6,8,9,12,15,5,9,14,7
ERI,1,1,3,2,3,5,5,1,1,7,4,10,12,4,15,12,9,8,19,10
ESP,1,2,2,1,2,1,7,8,8,2,7,9,7,10,8,9,7,16,1,8
EST,1,2,2,1,1,3,2,3,4,2,7,4,7,14,11,14,7,7,1,8
ETH,1,1,3,2,3,6,4,6,7,8,4,2,6,4,2,12,4,1,13,20
FIN,1,2,2,1,2,1,7,8,8,4,3,9,4,10,8,9,3,16,9,9
FJI,1,2,1,4,4,4,6,4,9,5,2,3,5,11,5,5,6,11,17,11
FRA,1,2,2,1,2,1,7,8,8,4,3,9,4,10,8,9,3,16,9,8
FSM,1,1,1,4,5,2,3,7,2,6,8,6,8,9,12,15,5,9,2,7
GAB,1,1,1,4,5,2,3,7,2,6,8,8,8,9,12,7,5,12,14,1
GBR,1,2,2,1,2,1,7,8,8,4,3,9,4,10,8,9,3,16,9,9
GEO,1,2,1,3,4,4,6,4,9,5,2,3,5,11,5,5,17,5,17,11
GHA,1,1,3,2,5,5,5,1,1,7,9,10,12,2,15,8,9,8,2,10
GIN,1,1,3,2,3,6,4,6,7,8,4,2,6,4,2,12,4,1,13,20
GMB,1,1,3,2,3,5,5,6,7,8,4,2,12,4,2,12,4,1,19,20
GNB,1,1,3,2,3,6,4,6,7,8,4,2,6,4,2,12,4,1,13,20
GNQ,1,1,3,2,3,5,5,6,7,8,4,2,12,4,2,12,4,1,19,20
GRC,1,2,2,1,1,3,7,3,8,2,7,9,7,10,8,9,7,16,1,8
GRD,1,2,1,3,4,4,6,4,9,5,2,3,5,11,5,5,17,5,17,11
GTM,1,1,3,4,5,2,3,1,1,7,9,10,8,2,15,15,5,9,2,10
GUY,1,2,1,4,5,2,3,7,2,6,8,6,8,9,12,15,5,9,14,7
HKG,1,2,2,1,2,1,7,8,8,4,3,9,4,10,8,9,3,16,9,9
HND,1,1,1,4,5,2,3,7,2,7,8,6,8,9,12,15,5,9,2,7
HRV,1,2,2,3,1,3,2,3,4,10,10,4,13,14,11,14,15,7,4,13
HTI,1,1,3,2,3,5,5,6,7,8,4,2,12,4,2,12,4,1,19,20
HUN,1,2,2,1,1,3,2,3,4,2,7,4,7,14,11,14,7,7,1,8
IDN,1,2,1,4,5,2,3,7,2,6,8,6,8,9,12,15,5,9,14,7
IND,1,1,3,2,3,5,5,1,1,7,9,10,12,2,15,8,9,8,19,10
IRL,1,2,2,1,2,1,7,8,8,4,3,9,4,10,8,9,3,16,9,8
IRN,1,2,1,3,4,4,6,4,9,5,2,3,5,11,5,5,6,11,17,11
IRQ,1,1,1,4,5,2,3,7,2,6,8,6,8,9,12,15,5,9,14,7
ISL,1,2,2,1,2,1,7,8,8,4,3,9,4,10,8,9,3,16,9,9
ISR,1,2,2,1,2,1,7,8,8,2,7,9,7,10,8,9,7,16,1,8
ITA,1,2,2,1,2,1,7,8,8,2,7,9,7,10,8,9,7,16,1,8
JAM,1,2,1,3,4,4,6,4,9,5,2,3,5,11,5,5,17,5,17,11
JOR,1,2,1,3,4,4,6,4,9,5,2,3,5,11,5,5,6,11,17,11
JPN,1,2,2,1,2,1,7,8,8,4,3,9,4,10,8,9,3,16,9,8
KAZ,1,2,1,3,1,3,2,3,4,10,10,4,13,14,11,14,15,7,4,13
KEN,1,1,3,2,3,5,5,1,1,7,9,10,12,2,15,8,9,8,19,10
KGZ,1,2,1,4,4,4,6,4,9,5,2,3,5,11,5,7,6,11,14,11
KHM,1,1,3,2,3,5,5,1,1,7,9,10,12,2,15,8,9,8,19,10
KIR,1,1,1,4,5,2,3,7,2,6,8,6,8,9,12,15,5,9,2,7
KNA,1,2,1,3,4,4,6,4,9,5,2,3,5,11,5,5,17,5,17,11
KOR,1,2,2,1,2,1,7,8,8,2,7,9,7,10,8,9,7,16,1,8
KWT,1,2,2,1,2,1,1,5,3,3,5,5,10,8,1,6,16,18,16,9
LAO,1,1,3,2,3,5,5,1,1,7,9,10,12,2,15,8,9,8,19,10
LBN,1,2,1,3,4,4,6,4,9,5,2,3,5,11,5,5,17,5,17,11
LBR,1,1,3,2,3,6,4,6,7,8,4,2,6,4,2,12,4,1,13,20
LBY,1,2,1,3,4,4,6,4,9,5,2,3,5,11,5,5,6,11,17,11
LCA,1,2,1,3,4,4,6,4,9,5,2,3,5,11,5,5,17,5,17,11
LIE,1,2,2,1,2,1,1,5,3,3,5,5,10,8,1,6,16,18,16,9
LKA,1,2,1,3,4,4,6,4,9,5,2,3,5,11,5,5,17,5,17,11
LSO,1,1,3,2,3,5,5,6,7,8,4,2,12,4,2,12,4,1,19,20
LTU,1,2,2,1,1,3,2,3,4,2,7,4,7,14,11,14,7,7,1,8
LUX,1,2,2,1,2,1,1,5,3,3,5,5,10,8,1,6,16,18,16,9
LVA,1,2,2,1,1,3,2,3,4,2,7,4,7,14,11,14,7,7,1,8
MAR,1,1,1,4,5,2,3,7,2,6,8,6,8,9,12,15,5,9,2,7
MCO,1,2,2,1,1,3,2,3,4,2,7,4,7,14,11,14,7,7,1,8
MDA,1,2,1,3,4,4,6,4,9,5,2,3,5,11,5,5,6,11,17,11
MDG,1,1,3,2,3,5,5,1,1,7,9,10,12,2,15,8,9,8,19,10
MDV,1,2,1,4,5,2,3,7,2,6,8,6,8,9,12,7,6,11,14,1
MEX,1,2,1,3,4,4,6,4,9,5,2,3,5,11,5,5,17,5,17,11
MHL,1,1,1,4,5,2,3,7,2,6,8,6,8,9,12,15,5,9,2,7
MKD,1,2,1,3,4,4,6,4,9,5,2,3,5,11,5,5,6,5,17,11
MLI,1,1,3,2,3,6,4,6,7,8,4,2,6,4,2,12,4,1,13,20
MLT,1,2,2,1,1,3,2,3,4,2,7,4,7,14,11,14,7,7,1,8
MMR,1,1,3,2,3,5,5,1,1,7,9,10,12,2,15,8,9,8,19,10
MNE,1,2,2,3,1,3,2,3,4,10,10,4,13,14,11,14,15,7,4,13
MNG,1,2,1,3,4,4,6,4,9,5,2,3,5,11,5,5,6,11,17,11
MOZ,1,1,3,2,3,6,4,6,7,8,4,2,6,4,2,12,4,1,13,20
MRT,1,1,3,2,3,5,5,6,7,8,4,2,12,4,2,12,4,1,19,20
MUS,1,2,1,3,4,4,6,4,9,5,2,3,5,11,5,5,17,5,17,11
MWI,1,1,3,2,3,6,4,6,7,8,4,2,6,4,2,12,4,1,13,20
MYS,1,2,1,3,4,4,6,4,9,10,10,3,13,14,5,14,17,5,4,13
NAM,1,1,3,2,3,5,5,1,1,7,9,10,12,2,15,8,9,8,19,10
NER,1,1,3,2,3,6,4,6,7,8,4,2,6,4,2,12,4,1,13,20
NGA,1,1,3,2,3,6,4,6,7,8,4,2,6,4,2,12,4,1,13,20
NIC,1,1,1,4,5,2,3,7,2,6,8,6,8,9,12,15,5,9,2,7
NLD,1,2,2,1,2,1,7,8,8,4,3,9,4,10,8,9,3,16,9,9
NOR,1,2,2,1,2,1,1,5,3,3,5,5,10,8,1,6,16,18,16,9
NPL,1,1,3,2,3,5,5,1,1,7,9,10,12,2,15,8,9,8,19,10
NRU,1,1,1,4,5,2,3,7,2,6,8,6,8,9,12,15,5,9,2,7
NZL,1,2,2,1,2,1,7,8,8,4,3,9,7,10,8,9,3,16,1,8
OMN,1,2,1,3,1,3,2,3,4,10,10,4,13,14,11,14,15,7,4,13
PAK,1,1,3,2,3,5,5,1,1,7,9,10,12,2,15,8,9,8,19,10
PAN,1,2,1,3,4,4,6,4,9,5,2,3,5,11,5,5,17,5,17,11
PER,1,2,1,4,5,4,6,4,9,5,8,3,5,11,5,5,6,11,17,11
PHL,1,2,1,4,5,2,3,7,2,6,8,6,8,9,12,15,6,11,14,7
PLW,1,2,1,3,4,4,6,4,9,5,2,3,5,11,5,5,17,5,17,11
PNG,1,1,3,2,3,5,5,1,1,7,9,10,12,2,15,8,9,8,19,10
POL,1,2,2,1,1,3,2,3,4,2,7,4,7,14,11,14,7,7,1,8
PRK,1,2,1,4,5,2,3,7,2,6,8,8,8,9,12,7,5,12,14,1
PRT,1,2,2,1,1,3,2,3,4,2,7,4,7,14,11,14,7,7,1,8
PRY,1,2,1,4,5,2,3,7,2,6,8,6,8,9,12,15,5,9,14,7
PSE,1,2,1,4,5,2,3,7,2,6,8,6,5,9,12,7,6,11,14,1
QAT,1,2,2,1,2,1,1,5,3,3,5,5,10,8,1,6,16,18,16,9
ROU,1,2,1,3,1,3,2,3,4,10,10,4,13,14,11,14,15,7,4,13
RUS,1,2,2,3,1,3,2,3,4,10,10,4,13,14,11,14,15,7,4,13
RWA,1,1,3,2,3,5,5,6,7,8,4,2,12,4,2,12,4,1,19,20
SAU,1,2,2,3,1,3,2,3,4,10,10,4,13,14,11,14,15,7,4,13
SDN,1,1,3,2,3,5,5,1,7,7,4,2,12,4,2,12,9,8,19,10
SEN,1,1,3,2,3,5,5,6,7,7,4,2,12,4,2,12,9,8,19,20
SGP,1,2,2,1,2,1,1,5,3,3,5,5,10,8,1,6,16,18,16,9
SLB,1,1,3,2,3,5,5,1,1,7,9,10,12,2,15,8,9,8,19,10
SLE,1,1,3,2,3,6,4,6,7,8,4,2,6,4,2,12,4,1,13,20
SLV,1,2,1,4,5,2,3,7,2,6,8,6,8,9,12,15,6,9,14,7
SMR,1,2,2,1,2,1,7,3,8,2,7,9,7,10,8,9,7,16,1,8
SOM,1,1,3,2,3,6,4,6,7,8,4,2,6,4,2,12,4,1,13,20
SRB,1,2,1,3,1,3,2,3,4,10,10,4,13,14,11,14,15,7,4,13
SSD,1,1,3,2,3,6,4,6,7,8,4,2,6,4,2,12,4,1,13,20
STP,1,1,3,4,5,5,5,1,1,7,9,10,12,2,15,8,9,8,2,10
SUR,1,2,1,4,4,4,6,4,9,5,2,3,5,11,5,5,6,11,17,11
SVK,1,2,2,1,1,3,2,3,4,2,7,4,7,14,11,14,7,7,1,8
SVN,1,2,2,1,2,1,7,8,8,4,3,9,4,10,8,9,3,16,9,8
SWE,1,2,2,1,2,1,7,8,8,4,3,9,4,10,8,9,3,16,9,9
SWZ,1,1,3,2,3,5,5,6,7,8,4,2,12,4,2,12,4,1,19,20
SYC,1,2,1,3,4,4,6,4,9,5,2,3,5,11,5,5,17,5,17,11
SYR,1,2,1,4,5,2,3,7,2,6,8,6,8,9,12,7,5,12,14,1
TCD,1,1,3,2,3,6,4,6,7,8,4,2,6,4,2,12,4,1,13,20
TGO,1,1,3,2,3,5,5,6,7,8,4,2,12,4,2,12,4,1,19,20
THA,1,2,1,3,4,4,6,4,9,5,2,3,5,11,5,5,6,11,17,11
TJK,1,2,1,4,5,2,3,7,2,6,8,6,8,9,12,7,6,11,14,1
TKM,1,2,1,4,5,2,3,7,2,6,8,6,8,9,12,15,5,9,14,7
TLS,1,1,3,2,3,5,5,1,1,7,9,10,12,2,15,8,9,8,19,10
TON,1,2,1,3,4,4,6,4,9,5,2,3,5,11,5,5,6,11,17,11
TTO,1,2,1,3,1,3,2,3,4,10,10,4,13,14,11,14,15,7,4,13
TUN,1,2,1,4,4,4,6,4,9,5,2,3,5,11,5,5,6,11,17,11
TUR,1,2,1,3,4,4,6,4,9,5,2,3,5,11,5,5,6,11,17,11
TUV,1,1,1,4,5,2,3,7,2,6,8,6,8,9,12,15,5,9,2,7
TZA,1,1,3,2,3,5,5,6,7,8,4,2,12,4,2,12,4,1,19,20
UGA,1,1,3,2,3,5,5,6,7,8,4,2,12,4,2,12,4,1,19,20
UKR,1,2,1,3,1,3,2,3,4,10,10,4,13,14,11,14,15,7,4,13
URY,1,2,1,3,4,4,6,4,9,10,10,3,13,11,5,5,17,5,4,13
USA,1,2,2,1,2,1,1,5,3,3,5,5,10,8,1,6,16,18,16,9
UZB,1,2,1,4,4,4,6,4,9,5,2,3,5,11,5,5,6,11,14,11
VCT,1,2,1,3,4,4,6,4,9,5,2,3,5,11,5,5,17,5,17,11
VEN,1,2,1,3,4,4,6,4,9,5,2,3,5,11,5,5,17,5,17,11
VNM,1,2,1,4,5,2,3,7,2,6,8,3,8,9,12,15,6,11,14,11
VUT,1,1,1,4,5,2,3,7,2,6,8,6,8,9,12,15,5,9,2,7
WSM,1,2,1,4,5,2,3,7,2,6,8,6,8,9,12,7,6,11,14,1
YEM,1,1,3,2,3,5,5,6,7,8,4,2,12,4,2,12,4,1,19,20
ZAF,1,2,1,4,5,2,3,7,2,6,8,8,8,9,4,7,5,12,14,1
ZMB,1,1,3,2,3,5,5,1,1,7,9,10,12,2,15,8,9,8,19,10
ZWE,1,1,3,2,3,5,5,6,1,8,9,2,12,4,2,12,4,1,19,20
