Measure,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Log-Likelihood,27157,28975,30027,30261,30371,30395,30405,30376,30354,30298,30279,30254,30249,30216,30207,30201,30143,30130,30124,30116
