Country,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
AFG,1,2,1,2,1,5,3,5,1,2,2,10,3,1,12,10,9,7,15,8
AGO,1,2,1,2,1,5,3,5,1,2,2,10,3,1,12,10,9,7,15,8
ALB,1,1,3,4,3,6,7,7,6,10,11,6,5,5,14,1,5,12,19,15
AND,1,1,2,1,2,4,1,4,9,4,7,4,2,12,11,15,15,11,11,18
ARE,1,1,2,1,2,4,4,6,5,4,5,3,2,8,11,15,1,11,11,16
ARG,1,1,3,4,3,6,7,2,6,10,11,7,5,2,13,1,5,12,19,15
ARM,1,1,3,4,3,6,7,7,6,10,11,6,5,5,14,1,5,12,19,15
ATG,1,1,3,4,3,6,7,7,6,10,11,6,5,5,14,1,5,12,19,15
AUS,1,1,2,1,2,4,5,4,4,9,8,4,7,12,1,14,3,18,14,7
AUT,1,1,2,1,2,4,5,4,4,9,8,4,7,12,1,14,3,18,14,7
AZE,1,1,3,4,3,6,7,7,6,1,10,6,9,5,14,1,16,4,19,5
BDI,1,2,1,2,1,5,3,5,1,2,2,10,3,1,12,10,9,7,15,17
BEL,1,1,2,1,2,4,5,4,4,9,8,4,7,12,1,14,3,18,14,7
BEN,1,2,1,2,1,5,3,5,1,2,2,10,3,1,12,10,9,7,15,8
BFA,1,2,1,2,1,5,3,5,1,2,2,10,3,1,12,10,9,7,15,17
BGD,1,2,1,2,5,2,2,8,2,5,6,11,10,3,8,2,4,8,12,2
BGR,1,1,3,4,3,6,7,2,6,10,11,7,5,2,13,1,15,12,19,15
BHR,1,1,3,4,3,6,7,2,6,10,11,7,5,5,13,1,5,12,19,15
BHS,1,1,3,4,3,6,7,2,6,10,11,7,5,2,13,1,5,12,19,15
BIH,1,1,3,4,3,6,7,7,6,10,11,6,5,5,14,1,5,12,19,15
BLR,1,1,3,4,3,3,7,2,6,10,11,7,5,2,13,1,5,12,19,18
BLZ,1,1,3,3,4,1,6,3,7,1,10,9,9,14,2,16,16,4,4,5
BOL,1,1,3,3,4,1,6,3,3,7,9,9,13,14,2,3,17,3,10,19
BRA,1,1,3,3,4,1,6,7,7,1,10,6,9,5,14,16,16,4,4,5
BRB,1,1,3,4,3,6,7,2,6,10,11,7,5,2,13,1,5,12,19,15
BRN,1,1,2,1,2,4,4,6,5,4,5,3,2,8,11,15,1,11,11,16
BTN,1,2,1,2,5,2,2,8,2,5,6,11,10,3,8,2,4,8,12,2
BWA,1,1,3,3,5,2,2,3,3,7,9,9,13,14,2,3,17,3,10,19
CAF,1,2,1,2,1,5,3,5,1,2,2,10,3,1,12,10,9,7,15,17
CAN,1,1,2,1,2,4,5,4,4,9,8,4,7,12,1,14,3,18,14,7
CHE,1,1,2,1,2,4,5,4,4,9,8,4,7,12,1,14,3,18,14,7
CHL,1,1,3,4,3,6,7,2,6,10,11,7,5,2,13,1,5,12,19,15
CHN,1,1,3,3,4,1,4,6,5,4,5,3,2,8,11,15,1,11,11,16
CIV,1,2,1,2,1,5,3,5,1,2,2,10,3,1,12,10,9,7,15,17
CMR,1,2,1,2,1,5,3,5,1,2,2,10,3,1,12,10,9,7,15,8
COD,1,2,1,2,1,5,3,5,1,2,2,10,3,1,12,10,9,7,15,8
COG,1,2,1,2,5,2,2,8,2,5,6,11,10,3,8,2,4,8,12,2
COL,1,1,3,3,4,1,6,7,7,1,10,6,9,5,14,16,16,4,4,5
COM,1,2,1,2,1,5,3,5,1,2,2,10,3,1,12,10,9,7,15,8
CPV,1,1,3,3,4,1,6,3,7,7,9,9,13,14,2,16,17,3,10,19
CRI,1,1,3,4,3,6,7,7,6,10,11,6,5,5,14,1,5,12,19,15
CUB,1,1,3,4,3,6,7,2,6,10,11,7,5,2,13,1,5,12,19,15
CYP,1,1,2,1,2,3,1,2,9,3,7,7,12,2,13,8,15,2,1,18
CZE,1,1,2,1,2,3,1,4,9,3,7,4,12,12,1,8,15,2,1,18
DEU,1,1,2,1,2,4,5,4,4,9,8,4,7,12,1,14,3,18,14,7
DJI,1,2,1,2,1,5,3,5,1,2,2,10,3,1,12,10,9,7,15,8
DMA,1,1,3,3,4,1,6,7,7,1,10,6,9,5,14,16,16,4,4,5
DNK,1,1,2,1,2,4,5,4,4,9,8,4,7,12,1,14,3,18,14,7
DOM,1,1,3,3,4,1,6,3,7,1,10,9,9,14,2,16,16,4,4,5
DZA,1,1,3,3,4,1,6,3,7,1,10,9,9,14,2,16,16,4,4,5
ECU,1,1,3,3,4,1,6,7,7,1,10,9,9,14,14,16,16,4,4,5
EGY,1,1,3,3,4,1,6,3,3,7,9,9,13,14,2,3,17,3,10,19
ERI,1,2,1,2,1,5,3,5,1,2,2,10,3,1,12,10,9,7,15,8
ESP,1,1,2,1,2,4,1,4,9,3,7,4,12,12,1,8,15,2,1,18
EST,1,1,2,1,2,3,1,2,9,3,7,7,12,2,13,8,15,2,1,18
ETH,1,2,1,2,1,5,3,5,1,2,2,10,3,1,12,10,9,7,15,17
FIN,1,1,2,1,2,4,5,4,4,9,8,4,7,12,1,14,3,18,14,7
FJI,1,1,3,3,4,1,6,7,7,1,10,6,9,5,14,16,16,4,4,5
FRA,1,1,2,1,2,4,5,4,4,9,8,4,7,12,1,14,3,18,14,7
FSM,1,2,3,3,5,2,2,3,3,7,9,9,13,14,2,3,17,3,10,19
GAB,1,2,1,3,5,2,2,8,3,7,9,9,13,3,8,3,17,3,10,19
GBR,1,1,2,1,2,4,5,4,4,9,8,4,7,12,1,14,3,18,14,7
GEO,1,1,3,4,3,6,7,7,6,10,11,6,5,5,14,1,5,12,19,15
GHA,1,2,1,2,5,2,2,8,2,5,6,11,10,3,8,2,4,8,12,2
GIN,1,2,1,2,1,5,3,5,1,2,2,10,3,1,12,10,9,7,15,17
GMB,1,2,1,2,1,5,3,5,1,2,2,10,3,1,12,10,9,7,15,8
GNB,1,2,1,2,1,5,3,5,1,2,2,10,3,1,12,10,9,7,15,17
GNQ,1,2,1,2,1,5,3,5,1,2,2,10,3,1,12,10,9,7,15,8
GRC,1,1,2,1,2,3,1,2,9,3,7,7,12,2,13,8,15,2,1,18
GRD,1,1,3,4,3,6,7,7,6,10,11,6,5,5,14,1,5,12,19,15
GTM,1,2,1,3,5,2,2,8,3,7,9,11,13,3,8,3,17,3,10,2
GUY,1,1,3,3,4,1,6,3,3,7,9,9,13,14,2,3,17,3,10,19
HKG,1,1,2,1,2,4,5,4,4,9,8,4,7,12,1,14,3,18,14,7
HND,1,2,1,3,5,2,2,8,3,7,9,11,13,3,8,3,17,3,10,2
HRV,1,1,2,4,3,3,1,2,9,3,7,7,12,2,13,8,15,2,1,18
HTI,1,2,1,2,1,5,3,5,1,2,2,10,3,1,12,10,9,7,15,8
HUN,1,1,2,4,3,3,1,2,9,3,7,7,12,2,13,8,15,2,1,18
IDN,1,1,3,3,4,1,6,3,3,7,9,9,13,14,2,3,17,3,10,19
IND,1,2,1,2,5,2,2,8,2,5,6,11,10,3,8,2,4,8,12,2
IRL,1,1,2,1,2,4,5,4,4,9,8,4,7,12,1,14,3,18,14,7
IRN,1,1,3,3,4,1,6,3,7,1,10,6,9,14,2,16,16,4,4,5
IRQ,1,2,1,3,5,2,2,8,3,7,9,11,13,3,8,3,17,3,10,19
ISL,1,1,2,1,2,4,5,4,4,9,8,4,7,12,1,14,3,18,14,7
ISR,1,1,2,1,2,3,1,4,9,3,7,4,12,12,1,8,15,2,1,18
ITA,1,1,2,1,2,4,1,4,9,3,7,4,12,12,1,8,15,2,1,18
JAM,1,1,3,3,4,1,6,7,7,1,10,6,9,5,14,16,16,4,4,5
JOR,1,1,3,3,4,1,6,7,7,1,10,6,9,5,14,16,16,4,4,5
JPN,1,1,2,1,2,4,5,4,4,9,8,4,7,12,1,14,3,18,14,7
KAZ,1,1,3,4,3,6,7,2,6,10,11,7,5,2,13,1,5,12,19,15
KEN,1,2,1,2,5,2,2,8,2,5,6,11,10,3,8,2,4,8,12,2
KGZ,1,1,3,3,4,1,6,3,7,1,10,9,9,14,2,16,16,4,4,5
KHM,1,2,1,2,5,2,2,8,2,5,6,11,10,3,8,2,4,8,12,2
KIR,1,2,1,2,5,2,2,8,2,5,6,11,10,3,8,2,4,8,12,2
KNA,1,1,3,4,3,6,7,7,6,10,11,6,5,5,14,1,5,12,19,15
KOR,1,1,2,1,2,3,1,4,9,3,7,4,12,12,1,8,15,2,1,18
KWT,1,1,2,1,2,4,4,6,5,4,5,3,2,8,11,15,1,11,11,16
LAO,1,2,1,2,5,2,2,8,2,5,6,11,10,3,8,2,4,8,12,2
LBN,1,1,3,3,4,1,6,7,7,1,10,6,9,5,14,16,16,4,4,5
LBR,1,2,1,2,1,5,3,5,1,2,2,10,3,1,12,10,9,7,15,17
LBY,1,1,3,3,4,1,6,3,7,1,10,9,9,14,2,3,16,4,4,5
LCA,1,1,3,3,4,1,6,7,7,1,10,6,9,5,14,16,16,4,4,5
LIE,1,1,2,1,2,4,4,6,5,4,5,3,2,8,11,15,1,11,11,16
LKA,1,1,3,4,4,6,7,7,6,1,10,6,9,5,14,1,16,12,19,15
LSO,1,2,1,2,1,5,3,5,1,2,2,10,3,1,12,10,9,7,15,8
