Country,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
AFG,1,2,1,2,2,3,7,5,3,5,4,8,9,8,13,10,3,6,10,17
AGO,1,2,1,2,2,3,7,5,3,5,4,8,9,8,13,10,3,6,10,17
ALB,1,1,3,4,1,4,1,6,6,8,9,4,13,14,10,12,15,7,4,2
AND,1,1,2,1,3,5,5,2,4,6,6,5,2,7,4,7,9,12,7,18
ARE,1,1,2,1,3,5,6,1,1,1,5,11,5,7,14,7,9,12,3,8
ARG,1,1,3,4,5,4,5,2,4,6,6,5,13,14,10,12,13,7,4,18
ARM,1,1,3,4,1,4,1,6,6,8,9,4,13,14,10,12,15,10,4,2
ATG,1,1,3,4,1,4,1,6,6,8,9,4,13,14,10,12,15,10,4,2
AUS,1,1,2,1,3,6,3,7,5,10,3,3,5,3,14,4,9,16,3,20
AUT,1,1,2,1,3,6,3,7,5,10,3,3,5,3,14,4,9,16,3,20
AZE,1,1,3,4,1,4,1,6,6,8,9,4,8,14,10,12,15,10,4,2
BDI,1,2,1,2,2,3,7,5,3,2,4,10,9,8,9,14,4,6,1,17
BEL,1,1,2,1,3,6,3,7,5,10,3,3,5,3,14,4,9,16,3,20
BEN,1,2,1,2,2,3,7,5,3,5,4,8,9,8,13,10,3,6,10,17
BFA,1,2,1,2,2,3,7,5,3,2,4,10,9,8,9,14,4,6,1,17
BGD,1,2,1,2,4,2,2,4,9,4,11,6,1,1,15,15,12,11,2,12
BGR,1,1,3,4,5,4,5,2,4,6,6,5,13,14,10,12,13,7,4,18
BHR,1,1,2,4,5,5,5,2,4,6,6,5,2,7,4,7,13,7,7,18
BHS,1,1,2,4,5,5,5,2,4,6,6,5,2,7,4,7,13,7,7,18
BIH,1,1,3,4,1,4,1,6,6,8,9,4,13,14,10,12,15,7,4,2
BLR,1,1,2,4,5,5,5,2,4,6,6,5,2,7,4,7,13,7,7,18
BLZ,1,1,3,3,1,1,4,8,8,3,8,4,8,9,2,2,17,4,9,1
BOL,1,1,3,3,4,1,4,8,8,3,8,7,12,10,5,16,17,4,13,1
BRA,1,1,3,3,1,1,1,6,6,8,9,4,8,9,2,2,15,10,9,2
BRB,1,1,3,4,5,4,5,2,4,6,6,4,13,14,10,12,15,7,4,18
BRN,1,1,2,1,3,6,6,1,1,1,5,11,5,6,14,1,9,1,3,8
BTN,1,2,1,2,4,2,2,4,9,4,11,6,1,1,15,15,12,11,2,12
BWA,1,1,3,3,4,2,4,8,8,3,8,7,12,13,5,16,17,2,13,7
CAF,1,2,1,2,2,3,7,5,3,2,4,10,9,8,9,14,4,6,1,17
CAN,1,1,2,1,3,6,3,7,5,10,3,3,5,3,14,4,9,16,3,20
CHE,1,1,2,1,3,6,3,7,5,10,3,3,5,3,14,4,9,16,3,20
CHL,1,1,3,4,5,4,5,2,4,6,6,5,13,14,10,12,13,7,4,18
CHN,1,1,3,3,1,1,6,1,8,1,5,11,3,13,5,1,17,2,13,7
CIV,1,2,1,2,2,3,7,5,3,2,4,10,9,8,13,10,4,6,10,17
CMR,1,2,1,2,2,3,7,5,3,5,4,8,1,8,13,10,3,6,10,17
COD,1,2,1,2,2,3,7,5,3,5,4,8,9,8,13,10,3,6,10,17
COG,1,2,1,2,4,2,2,4,9,4,11,6,1,1,15,15,12,11,2,12
COL,1,1,3,3,1,1,4,6,6,8,9,4,8,9,2,2,15,4,9,1
COM,1,2,1,2,2,3,2,4,9,5,11,8,1,1,13,10,3,11,10,12
CPV,1,1,3,3,1,1,4,8,8,3,8,7,12,10,5,16,17,4,13,1
CRI,1,1,3,4,1,4,1,6,6,8,9,4,13,14,10,12,15,10,4,2
CUB,1,1,3,4,5,4,5,6,4,6,9,5,13,14,10,12,15,7,4,2
CYP,1,1,2,1,5,5,5,2,4,6,6,5,2,7,4,7,13,12,7,18
CZE,1,1,2,1,5,5,3,2,5,10,3,3,2,7,4,7,13,12,7,18
DEU,1,1,2,1,3,6,3,7,5,10,3,3,5,3,14,4,9,16,3,20
DJI,1,2,1,2,2,3,7,5,3,5,4,8,9,8,13,10,3,6,10,17
DMA,1,1,3,3,1,1,1,6,6,8,9,4,8,9,2,2,15,10,9,2
DNK,1,1,2,1,3,6,3,7,5,10,3,3,5,3,14,4,9,16,3,20
DOM,1,1,3,3,1,1,4,8,8,3,8,7,8,9,2,2,17,4,9,1
DZA,1,1,3,3,1,1,1,8,8,3,8,7,8,9,2,2,17,10,9,1
ECU,1,1,3,3,1,1,4,6,6,8,9,4,8,9,2,2,15,10,9,1
EGY,1,1,3,3,1,1,4,8,8,3,8,7,12,10,5,16,17,4,13,1
ERI,1,2,1,2,2,3,7,5,3,5,4,8,9,8,13,10,3,6,10,17
ESP,1,1,2,1,3,5,3,7,5,10,3,3,2,7,4,7,9,12,7,20
EST,1,1,2,1,5,5,5,2,4,6,6,5,2,7,4,7,13,12,7,18
ETH,1,2,1,2,2,3,7,5,3,5,4,10,9,8,9,10,4,6,1,17
FIN,1,1,2,1,3,6,3,7,5,10,3,3,5,3,14,4,9,16,3,20
FJI,1,1,3,3,1,1,1,6,6,8,9,4,8,9,2,2,15,10,9,2
FRA,1,1,2,1,3,6,3,7,5,10,3,3,5,3,14,4,9,16,3,20
FSM,1,2,3,3,4,2,4,8,8,3,8,7,12,10,5,16,17,4,13,1
GAB,1,2,3,3,4,2,4,8,8,3,8,7,12,13,5,16,17,2,13,7
GBR,1,1,2,1,3,6,3,7,5,10,3,3,5,3,14,4,9,16,3,20
GEO,1,1,3,4,1,4,1,6,6,8,9,4,13,14,10,12,15,10,4,2
GHA,1,2,1,2,4,2,2,4,9,4,11,6,1,1,15,15,12,11,2,12
GIN,1,2,1,2,2,3,7,5,3,2,4,10,9,8,9,10,4,6,1,17
GMB,1,2,1,2,2,3,7,5,3,5,4,8,9,8,13,10,3,6,10,17
GNB,1,2,1,2,2,3,7,5,3,5,4,8,9,8,13,10,3,6,10,17
GNQ,1,2,1,2,2,3,7,5,3,2,4,8,9,8,13,10,4,6,1,17
GRC,1,1,2,1,5,5,5,2,4,6,6,5,2,7,4,7,13,12,7,18
GRD,1,1,3,4,1,4,1,6,6,8,9,4,13,14,10,12,15,10,4,2
GTM,1,2,1,3,4,2,2,4,9,4,11,6,1,1,15,15,12,11,2,12
GUY,1,1,3,3,1,1,4,8,8,3,8,7,12,10,5,16,17,4,13,1
HKG,1,1,2,1,3,6,3,7,5,10,3,3,5,3,14,4,9,16,3,20
HND,1,2,1,3,4,2,2,4,9,4,11,6,1,1,15,15,12,11,2,12
HRV,1,1,2,4,5,5,5,2,4,6,6,5,2,7,4,7,13,7,7,18
HTI,1,2,1,2,2,3,7,5,3,5,4,8,9,8,13,10,3,6,10,17
HUN,1,1,2,4,5,5,5,2,4,6,6,5,2,7,4,7,13,12,7,18
IDN,1,1,3,3,1,1,4,8,8,3,8,7,12,10,5,16,17,4,13,1
IND,1,2,1,2,4,2,2,4,9,4,11,6,1,1,15,15,12,2,2,12
IRL,1,1,2,1,3,6,3,7,5,10,3,3,5,3,14,4,9,16,3,20
IRN,1,1,3,3,1,1,1,6,6,8,9,4,8,9,2,2,15,10,9,1
IRQ,1,2,3,3,4,2,4,8,8,3,8,7,12,13,5,16,17,2,13,7
ISL,1,1,2,1,3,6,3,7,5,10,3,3,5,3,14,4,9,16,3,20
ISR,1,1,2,1,3,5,3,7,5,10,3,3,2,7,4,7,13,12,7,20
ITA,1,1,2,1,3,5,3,7,5,10,3,3,2,7,4,7,9,12,7,20
JAM,1,1,3,3,1,1,1,6,6,8,9,4,8,9,2,2,15,4,9,2
JOR,1,1,3,3,1,1,1,6,6,8,9,4,8,9,2,2,15,10,9,2
JPN,1,1,2,1,3,6,3,7,5,10,3,3,5,3,14,4,9,16,3,20
KAZ,1,1,3,4,5,4,5,2,4,6,6,5,13,14,10,12,13,7,4,18
KEN,1,2,1,2,4,2,2,4,9,4,11,6,1,1,15,15,12,11,2,12
KGZ,1,1,3,3,1,1,4,8,8,3,8,7,8,9,5,16,17,4,9,1
KHM,1,2,1,2,4,2,2,4,9,4,11,6,1,1,15,15,12,11,2,12
KIR,1,2,1,3,4,2,2,4,9,4,11,6,1,1,15,15,12,11,2,12
KNA,1,1,3,4,1,4,1,6,6,8,9,4,13,14,10,12,15,10,4,2
KOR,1,1,2,1,3,5,3,7,5,10,3,3,2,7,4,7,13,12,7,20
KWT,1,1,2,1,3,6,6,1,1,1,5,11,5,6,14,1,9,1,3,8
LAO,1,2,1,2,4,2,2,4,9,4,11,6,1,1,15,15,12,11,2,12
LBN,1,1,3,3,1,1,1,6,6,8,9,4,8,9,2,2,15,10,9,2
LBR,1,2,1,2,2,3,7,5,3,5,4,8,9,8,13,10,3,6,10,17
LBY,1,1,3,3,1,1,4,8,8,3,8,7,8,9,2,2,17,4,9,1
LCA,1,1,3,3,1,1,1,6,6,8,9,4,8,9,2,2,15,10,9,2
LIE,1,1,2,1,3,6,6,1,1,1,5,11,5,6,14,1,9,1,3,8
LKA,1,1,3,4,1,4,1,6,6,8,9,4,8,9,2,2,15,10,4,2
LSO,1,2,1,2,2,3,7,5,3,2,4,8,9,8,13,10,3,6,10,17
LTU,1,1,2,4,5,5,5,2,4,6,6,5,2,7,4,7,13,12,7,18
LUX,1,1,2,1,3,6,6,1,1,1,5,11,5,3,14,4,9,1,3,8
