Measure,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Log-Likelihood,27111,28981,29884,30142,30254,30284,30279,30248,30219,30198,30180,30169,30147,30135,30060,30106,30095,30083,30073,30018
