Measure,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Log-Likelihood,27170,29028,30045,30288,30398,30434,30422,30396,30373,30324,30297,30237,30236,30250,30208,30202,30212,30176,30165,30182
