Measure,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Log-Likelihood,27486,29197,30167,30419,30545,30575,30569,30543,30519,30482,30462,30430,30429,30410,30351,30389,30339,30328,30357,30347
