Country,1990,1995,2000,2005,2010,2015
AFG,0.049999999999999996,0.053124999999999985,0.04374999999999996,0.05625000000000003,0.053124999999999985,0.09375000000000001
ALB,0.3062500000000001,0.325,0.4000000000000001,0.465625,0.5625,0.6843750000000002
DZA,0.11562499999999999,0.15937499999999996,0.23124999999999998,0.3062500000000001,0.36562500000000003,0.41250000000000003
AGO,0.04687500000000001,0.053124999999999985,0.05937499999999996,0.06250000000000001,0.06250000000000001,0.06562499999999995
ATG,0.315625,0.3843750000000001,0.43750000000000006,0.44375000000000003,0.46875000000000006,0.5125000000000001
ARG,0.403125,0.409375,0.425,0.45,0.4875,0.5156250000000001
ARM,0.403125,0.471875,0.5093750000000001,0.5468750000000001,0.58125,0.6125
AUS,0.5562500000000001,0.6031250000000001,0.659375,0.6968750000000001,0.70625,0.721875
AUT,0.6937500000000001,0.6875,0.7468750000000002,0.8031250000000001,0.8625,0.9031250000000002
AZE,0.3062500000000001,0.3218750000000001,0.3531250000000001,0.4000000000000001,0.45,0.5000000000000001
BHS,0.2906250000000001,0.33437500000000003,0.39687500000000003,0.4625000000000001,0.51875,0.5687500000000001
BHR,0.346875,0.378125,0.3843750000000001,0.42187500000000006,0.4937500000000001,0.5281250000000001
BGD,0.13437500000000005,0.1625,0.20624999999999996,0.253125,0.3,0.3531250000000001
BRB,0.43750000000000006,0.5250000000000001,0.6000000000000001,0.6531250000000002,0.7093750000000001,0.7562500000000001
BLR,0.5875000000000001,0.6375000000000002,0.6937500000000001,0.7437500000000001,0.76875,0.7906250000000001
BEL,0.6937500000000001,0.7281250000000001,0.7718750000000001,0.8125,0.83125,0.84375
BLZ,0.11249999999999995,0.12812499999999996,0.15312499999999998,0.18437499999999998,0.23749999999999996,0.28750000000000003
BEN,0.08750000000000004,0.09062499999999997,0.09375000000000001,0.10312500000000004,0.11249999999999995,0.12187499999999997
BTN,0.11249999999999995,0.10312500000000004,0.14062500000000003,0.22187499999999996,0.29687500000000006,0.37500000000000006
BOL,0.15000000000000005,0.16874999999999998,0.19375,0.22812500000000005,0.26562500000000006,0.3062500000000001
BIH,0.48437500000000006,0.5843750000000001,0.64375,0.70625,0.76875,0.8343750000000001
BWA,0.09999999999999999,0.14062500000000003,0.18125000000000005,0.225,0.27187500000000003,0.315625
BRA,0.253125,0.29375,0.3375000000000001,0.39687500000000003,0.45937500000000003,0.5312500000000001
BRN,0.278125,0.30312500000000003,0.35000000000000003,0.39062500000000006,0.41250000000000003,0.49062500000000003
BGR,0.6937500000000001,0.7468750000000002,0.7937500000000002,0.8406250000000002,0.878125,0.9125000000000001
BFA,0.06250000000000001,0.06250000000000001,0.06562499999999995,0.07187500000000004,0.07499999999999997,0.08437499999999999
BDI,0.06562499999999995,0.03125000000000001,0.03125000000000001,0.07499999999999997,0.10312500000000004,0.10312500000000004
CPV,0.08124999999999995,0.09062499999999997,0.11562499999999999,0.16874999999999998,0.240625,0.29687500000000006
KHM,0.11249999999999995,0.09375000000000001,0.11875000000000004,0.19062499999999996,0.2625,0.3
CMR,0.07812500000000001,0.08124999999999995,0.09375000000000001,0.10624999999999997,0.11562499999999999,0.12500000000000003
CAN,0.58125,0.640625,0.703125,0.7593750000000001,0.7937500000000002,0.8187500000000001
CAF,0.12812499999999996,0.13437500000000005,0.13437500000000005,0.13437500000000005,0.13125,0.10937500000000001
TCD,0.06250000000000001,0.049999999999999996,0.040624999999999974,0.034374999999999996,0.040624999999999974,0.05625000000000003
CHL,0.3531250000000001,0.4000000000000001,0.45625,0.5093750000000001,0.5562500000000001,0.6062500000000002
CHN,0.33125,0.40625000000000006,0.4937500000000001,0.5750000000000002,0.6531250000000002,0.7093750000000001
COL,0.22812500000000005,0.27187500000000003,0.315625,0.3687500000000001,0.42812500000000003,0.4937500000000001
COM,0.08437499999999999,0.08750000000000004,0.10624999999999997,0.12812499999999996,0.15000000000000005,0.16874999999999998
COG,0.11249999999999995,0.13125,0.146875,0.15000000000000005,0.15625000000000003,0.14374999999999996
COD,0.09687499999999995,0.09062499999999997,0.08750000000000004,0.08437499999999999,0.08124999999999995,0.07812500000000001
CRI,0.2750000000000001,0.31250000000000006,0.3531250000000001,0.409375,0.465625,0.534375
HRV,0.671875,0.7375,0.76875,0.8187500000000001,0.8562500000000002,0.8843750000000001
CUB,0.41875,0.496875,0.578125,0.6656250000000001,0.7562500000000001,0.8375000000000001
CYP,0.4875,0.5218750000000001,0.5468750000000001,0.58125,0.6125,0.64375
CZE,0.65625,0.6812500000000001,0.7250000000000001,0.7625000000000002,0.7906250000000001,0.846875
CIV,0.09999999999999999,0.11249999999999995,0.11562499999999999,0.10937500000000001,0.11249999999999995,0.12500000000000003
DNK,0.7125000000000001,0.7312500000000002,0.753125,0.7906250000000001,0.8218750000000001,0.8531250000000001
DJI,0.09687499999999995,0.11875000000000004,0.15625000000000003,0.18125000000000005,0.23749999999999996,0.29375
DOM,0.18437499999999998,0.21875000000000003,0.253125,0.2906250000000001,0.32812500000000006,0.3687500000000001
ECU,0.19375,0.22812500000000005,0.26562500000000006,0.3,0.340625,0.3843750000000001
EGY,0.16562500000000005,0.18125000000000005,0.21562499999999998,0.2593750000000001,0.3,0.325
SLV,0.16874999999999998,0.209375,0.240625,0.27187500000000003,0.309375,0.35937500000000006
GNQ,0.15000000000000005,0.14374999999999996,0.16562500000000005,0.19687500000000005,0.22812500000000005,0.24687499999999998
ERI,0.09999999999999999,0.05625000000000003,0.08750000000000004,0.13125,0.14374999999999996,0.14374999999999996
EST,0.628125,0.690625,0.7406250000000001,0.784375,0.8093750000000002,0.8531250000000001
SWZ,0.053124999999999985,0.06250000000000001,0.09062499999999997,0.11562499999999999,0.15312499999999998,0.19062499999999996
ETH,0.07812500000000001,0.07499999999999997,0.07187500000000004,0.07812500000000001,0.09999999999999999,0.13437500000000005
FJI,0.20624999999999996,0.22812500000000005,0.24375000000000005,0.34375000000000006,0.38125000000000003,0.4156250000000001
FIN,0.690625,0.734375,0.784375,0.83125,0.8656250000000001,0.8812500000000001
FRA,0.6468750000000001,0.690625,0.7312500000000002,0.76875,0.8031250000000001,0.8406250000000002
GAB,0.15937499999999996,0.15312499999999998,0.15937499999999996,0.18437499999999998,0.225,0.2593750000000001
GMB,0.08437499999999999,0.07187500000000004,0.07812500000000001,0.07812500000000001,0.07812500000000001,0.08437499999999999
GEO,0.5218750000000001,0.5625,0.609375,0.6468750000000001,0.6968750000000001,0.7406250000000001
DEU,0.7281250000000001,0.753125,0.8062500000000001,0.8687500000000001,0.9375,0.9875
GHA,0.10937500000000001,0.12812499999999996,0.14062500000000003,0.15625000000000003,0.17499999999999996,0.19062499999999996
GRC,0.6500000000000001,0.690625,0.734375,0.78125,0.8343750000000001,0.90625
GRD,0.19062499999999996,0.20624999999999996,0.23437500000000003,0.28125000000000006,0.33437500000000003,0.403125
GTM,0.08124999999999995,0.09062499999999997,0.10624999999999997,0.13125,0.16874999999999998,0.21875000000000003
GIN,0.12187499999999997,0.11249999999999995,0.10937500000000001,0.10937500000000001,0.11875000000000004,0.12812499999999996
GNB,0.08124999999999995,0.08437499999999999,0.08750000000000004,0.10937500000000001,0.12812499999999996,0.14374999999999996
