Country,2005-2018
AUT,-0.45728541530015576
BEL,0.05926492775196181
BTN,0.6403840636855941
BOL,-0.45728541530015576
BGR,-0.19901024377409696
KHM,-0.48311293245276166
CMR,-0.32814782953712635
COM,-0.7801293797077292
HRV,-0.5864230010631851
CYP,-0.7155605868262145
CZE,-0.45728541530015576
DNK,0.44667768504105
EST,0.18840251351499118
FJI,0.1238337206334765
FIN,0.44667768504105
FRA,0.18840251351499118
GAB,-0.32814782953712635
GEO,-0.625164276792094
DEU,-0.06987265801106758
GHA,-0.45728541530015576
GRC,-0.844698172589244
HTI,-0.7155605868262145
HUN,-0.5864230010631851
IRL,-0.32814782953712635
ITA,-0.32814782953712635
KIR,0.2917125821254148
KGZ,-0.9609219997759704
LAO,-0.28940655380821756
LVA,-0.06987265801106758
LBR,-0.6380780353683969
LTU,-0.32814782953712635
LUX,0.05926492775196181
MDV,-0.17318272662149106
MLT,-0.32814782953712635
MHL,0.7049528565671087
FSM,0.05926492775196181
NRU,5.134372048239016
NLD,0.5758152708040793
NGA,-0.7801293797077292
PLW,0.9761417866694704
POL,-0.7155605868262145
PRT,-0.844698172589244
ROU,-0.7155605868262145
WSM,0.39502265073583814
SVK,-0.45728541530015576
SVN,-0.45728541530015576
SLB,1.3506407853822557
ESP,-0.5864230010631851
SWE,0.5758152708040793
TLS,0.8211766837538352
TON,-0.16026896804518817
TTO,1.479778371145285
UKR,-0.8059568968603351
GBR,-0.06987265801106758
VUT,3.2877045718276965
VNM,-0.6768193110973058
