Country,2011,2014,2017
HUN,0.7268210988189197,0.7078163426320814,0.6983139645386622
IND,-0.749214965025533,-0.22341671052300255,0.8376821765754773
IDN,-0.9804394986320675,-0.40079443493349476,0.03948241672826257
IRN,0.3720656499979354,1.1766003285740962,1.3128010812464386
IRQ,-1.3510322442754172,-1.3541997036398903,-0.9709371205386482
IRL,1.3318058374332773,1.414159780909577,1.4299970777319424
ISR,1.3381407561622234,1.2621217314148694,1.3793177279003732
ITA,0.4480846747452892,1.0467344946307005,1.3128010812464386
JAM,0.5367735369505352,0.8756916889491543,0.8756916889491543
JPN,1.4775089681990385,1.4838438869279846,1.5186859399371884
JOR,-1.0374537671925828,-1.0976354951175713,-0.7460475056610598
KAZ,-0.20441195433616405,0.1725157100361318,0.32138630016636616
KEN,-0.3469476257374524,0.6634719115294582,0.8725242295846813
KOR,1.3603129717135345,1.369815349806954,1.4109923215451041
KWT,0.9327059575096694,0.43858229665187004,0.7394909362768122
KGZ,-1.465060781396448,-0.9899418767254867,-0.3564500038308718
LAO,-0.7587173431189522,,-0.578172159343987
LVA,1.325470918704331,1.2684566501438157,1.3413082155266962
LBN,-0.7682197212123715,-0.5464975656992562,-0.5464975656992562
LSO,-1.0532910640149482,,-0.11572309213091804
LBR,-1.122975170033356,,-0.6953681558294907
LBY,,,0.2992140846150548
LTU,0.8218448797531119,0.8788591483136275,0.9770503886122928
LUX,1.4299970777319424,1.4743415088345655,1.5218533993016616
MDG,-1.4428885658451363,-1.3225251099951596,-1.0722958202017865
MWI,-1.0532910640149482,-1.1451473855846672,-0.6446888059979216
MYS,0.4100751623716124,0.8851940670425734,1.024562279079389
MLI,-1.3700370004622557,-1.122975170033356,-0.7745546399413176
MLT,1.3919875653582654,1.4394994558253615,1.4838438869279846
MRT,-1.2053291135096558,-0.9234252300715521,-1.0976354951175713
MUS,0.7775004486504891,0.945375794967562,1.1702654098451502
MEX,-0.8917506364268214,-0.3564500038308718,-0.533827728241364
MDA,-1.043788685921529,-0.9867744173610136,-0.1759048200559064
MNG,1.0213948197149159,1.363480431078008,1.4204946996385233
MNE,-0.0397040673835643,0.24536727541901243,0.5526108337729005
MAR,,,-1.056458523379421
MOZ,,,-0.5464975656992562
MMR,,-1.0374537671925828,-0.7650522618478983
NAM,,0.21052522240980856,0.9675480105188736
NPL,-0.917090311342606,-0.5971769155308254,-0.2709286009900987
NLD,1.528188318030608,1.5535279929463923,1.5725327491332306
NZL,1.5598629116753386,1.5535279929463923,1.5566954523108654
NIC,-1.183156897958344,-1.132477548126775,-0.8030617742215752
NER,-1.5410798061438016,-1.4523909439385556,-1.2433386258833328
NGA,-0.7650522618478983,-0.5116555126900524,-0.7238752901097484
NOR,,1.578867667862177,1.578867667862177
OMN,0.42274499982950464,0.42274499982950464,0.42274499982950464
PAK,-1.4935679156767054,-1.4365536471161904,-1.3668695410977825
PSE,-1.2655108414346443,-0.917090311342606,-1.084965657659679
PAN,-0.8505736646886713,-0.3121055727282488,-0.24875638543878728
PRY,-0.8695784208755098,,-0.13156038895328342
PER,-1.0311188484636367,-0.8759133396044559,-0.49898567523216014
PHL,-0.5211578907834715,-0.3881245974756025,-0.3564500038308718
POL,0.5747830493242122,0.7236536394544467,1.198772544125408
PRT,0.8756916889491543,1.1385908162004195,1.2811264876017077
QAT,0.36256327190451626,0.36256327190451626,0.36256327190451626
ROU,-0.28676589781246403,0.2136926817742817,0.1091665227466703
RUS,-0.07771357975724107,0.6349647772492008,0.8218448797531119
RWA,-0.6953681558294907,-0.4704785409519025,-0.16323498259801417
SAU,-1.1071378732109907,0.3467259750821509,0.2548696535124318
SEN,-1.4143814315648786,-1.2275013290609673,-0.369119841288764
SRB,0.38473548745582764,1.0403995759017541,0.6317973178847274
SLE,-1.183156897958344,-1.1926592760517634,-1.1008029544820443
SGP,1.5218533993016616,1.4553367526477268,1.461671671376673
SVK,0.9105337419583583,0.945375794967562,1.0435670352662272
SVN,1.5186859399371884,1.4838438869279846,1.4806764275635118
SOM,,-0.5211578907834715,-0.5211578907834715
ZAF,0.026812579270370316,0.641299695978147,0.6286298585202545
SSD,,,-1.4397211064806632
ESP,1.3159685406109118,1.502848643114823,1.3128010812464386
LKA,0.5399409963150085,1.0435670352662272,0.7363234769123392
SDN,-1.4492234845740826,-1.2718457601635904,-1.2718457601635904
SWE,1.5471930742174462,1.5725327491332306,1.578867667862177
CHE,,1.4743415088345655,1.5440256148529732
SYR,-0.9677696611741751,-0.9677696611741751,-0.9677696611741751
TJK,-1.522075049956963,-1.300352894443848,-0.2550913041677333
TZA,-1.1514823043136133,-0.5021531345966332,-0.2519238448032602
THA,0.7109838019965543,0.7996726642018007,0.9390408762386158
MKD,0.6761417489873506,0.43858229665187004,0.7204861800899739
TGO,-1.297185435079375,-1.1103053325754635,-0.39762697556902166
TTO,0.6254623991557816,,0.742658395641285
TUN,,-0.9329276081649713,-0.6890332371005446
TUR,-0.5528324844282023,-0.17907227942037954,0.13133873829798168
TKM,-1.5632520216951133,,-0.46414362222295624
UGA,-1.1103053325754635,-0.4293015692137524,0.08065938846641267
UKR,-0.3469476257374524,0.04898479482168193,0.3530608938110969
ARE,-0.09355087657960644,0.5557782931373739,0.8313472578465315
GBR,1.5060161024792964,1.537690696124027,1.4553367526477268
USA,1.0752416289109579,1.414159780909577,1.3476431342556425
URY,-0.834736367866306,-0.280430979083518,0.3308886782597855
UZB,-0.9139228519781328,-0.34378016637297953,-0.4483063254005909
VEN,-0.44197140667164464,0.09966414465325095,0.6286298585202545
VNM,-0.9899418767254867,-0.5750046999795139,-0.6256840498110832
YEM,-1.553749643601694,-1.5347448874148555,-1.5347448874148555
ZMB,-0.8505736646886713,-0.5369951876058369,-0.3121055727282488
ZWE,-0.413464272391387,-0.6700284809137061,0.04898479482168193
