Country,2010,2011,2012,2013,2014,2015,2016,2017
AFG,3.2265981022829027,2.609513898301351,2.609513898301351,1.3128559506945452,1.3128559506945452,1.422212645071023,0.8519955958222468,0.8519955958222468
ALB,-0.5149630838837228,-0.49152950651733485,-0.49152950651733485,-0.5930750084383497,-0.5930750084383497,-0.5930750084383497,-0.6477533556265885,-0.6477533556265885
DZA,0.031820387998664955,-0.23376015548706622,-0.23376015548706622,-0.0619139214668872,-0.0619139214668872,0.08649873518690397,-0.18689300075429013,-0.18689300075429013
AGO,2.828227287054306,2.234576660439142,2.234576660439142,2.242387852894605,2.242387852894605,2.242387852894605,1.2737999884172317,1.2737999884172317
ATG,,,,-0.7414876650921407,-0.7414876650921407,-0.7102428952702899,-0.7805436273694542,-0.7805436273694542
ARG,-0.5540190461610363,-0.6086973933492751,-0.6086973933492751,-0.6399421631711257,-0.6399421631711257,-0.585263815982887,-0.6243197782602005,-0.6243197782602005
ARM,-0.17127061584336467,-0.20251538566521543,-0.20251538566521543,-0.37436161968539455,-0.37436161968539455,-0.5774526235274243,-0.6633757405375138,-0.6633757405375138
AUS,-0.9992570161224094,-0.9992570161224094,-0.9992570161224094,-1.0383129783997227,-1.0383129783997227,-1.03050178594426,-1.0851801331324988,-1.0851801331324988
AUT,-1.0148794010333346,-1.0383129783997227,-1.0383129783997227,-1.0773689406770361,-1.0773689406770361,-1.0773689406770361,-1.132047287865275,-1.132047287865275
AZE,0.49268074287096353,0.24272258429615765,0.24272258429615765,0.32864570130624704,0.32864570130624704,0.32864570130624704,-0.038480344100499095,-0.038480344100499095
BHS,-0.6086973933492751,-0.5149630838837228,-0.5149630838837228,-0.632130970715663,-0.632130970715663,-0.632130970715663,-0.686809317903902,-0.686809317903902
BHR,-0.733676472636678,-0.8820891292904691,-0.8820891292904691,-0.8742779368350063,-0.8742779368350063,-0.8742779368350063,-0.9289562840232451,-0.9289562840232451
BGD,0.6098486297029038,0.4458135881381873,0.4458135881381873,0.20366662201884422,0.20366662201884422,0.20366662201884422,-0.015046766734110983,-0.015046766734110983
BRB,-0.7492988575476034,-0.6477533556265885,-0.6477533556265885,-0.733676472636678,-0.733676472636678,-0.757110050003066,-0.8195995896467675,-0.8195995896467675
BLR,-0.6789981254484392,-0.7883548198249167,-0.7883548198249167,-0.8352219745576929,-0.8352219745576929,-0.9133338991123197,-0.9836346312114839,-0.9836346312114839
BEL,-1.007068208577872,-1.0226905934887973,-1.0226905934887973,-1.0617465557661108,-1.0617465557661108,-1.053935363310648,-1.0851801331324988,-1.0851801331324988
BLZ,-0.39779519705178257,-0.413417581962708,-0.413417581962708,-0.4759071216064094,-0.4759071216064094,-0.4602847366954841,-0.5774526235274243,-0.5774526235274243
BEN,1.7346603432895304,1.7815274980223061,1.7815274980223061,1.5237581469920378,1.5237581469920378,1.5237581469920378,1.367534297882784,1.367534297882784
BTN,,0.5161143202373516,0.5161143202373516,0.36770166358356043,0.36770166358356043,0.2505337767516202,0.02400919554320244,0.02400919554320244
BOL,0.7582612863566947,0.5942262447919785,0.5942262447919785,0.5473590900592022,0.5473590900592022,0.8988627505550231,0.602037437247441,0.602037437247441
BIH,-0.6477533556265885,-0.6165085858047378,-0.6165085858047378,-0.8430331670131557,-0.8430331670131557,-0.8430331670131557,-0.9055227066568571,-0.9055227066568571
BWA,0.6567157844356797,0.531736705148277,0.531736705148277,0.3442680862171723,0.3442680862171723,0.26615616166254547,0.08649873518690397,0.08649873518690397
BRA,-0.06972511392234972,-0.24157134794252885,-0.24157134794252885,-0.23376015548706622,-0.23376015548706622,-0.24157134794252885,-0.5227742763391855,-0.5227742763391855
BRN,-0.9445786689341704,-0.9133338991123197,-0.9133338991123197,-1.0226905934887973,-1.0226905934887973,-1.0226905934887973,-0.9367674764787078,-0.9367674764787078
