Country,2010,2011,2012,2013,2014,2015,2016,2017
AFG,,,,0.8878392836706928,0.8878392836706928,0.9262544854821892,0.714970875518958,0.714970875518958
ALB,-0.7736181946765355,-0.6679763896949197,-0.6679763896949197,-0.7063915915064164,-0.7063915915064164,-0.7063915915064164,-0.8216371969409063,-1.0329208069041376
DZA,,,,,,,,-0.06293696116384809
AGO,1.7329737235236178,,2.1939561452615775,2.1939561452615775,1.5216901135603869,1.5216901135603869,1.108726694086798,1.108726694086798
ARG,-0.16857876614546388,-0.19739016750408642,-0.19739016750408642,-0.5239193829018074,-0.5911459860719266,-0.5335231833546817,-0.6487687887891714,-0.6583725892420456
ARM,-0.9464866028282701,-0.9656942037340186,-0.9560904032811443,-1.0137132059983893,-1.0233170064512633,-1.1097512105271308,-1.1673740132443757,-1.0521284078098858
AUS,-1.2538082173202432,-1.2538082173202432,-1.2538082173202432,-1.2730158182259914,-1.2346006164144947,-1.2249968159616205,-1.196185414602998,-1.2249968159616205
AUT,-1.2922234191317397,-1.301827219584614,-1.3690538227547329,-1.311431020037488,-1.2634120177731172,-1.1769778136972497,-1.2826196186788654,-1.2442044168673687
AZE,-0.7063915915064164,-0.9272790019225219,-0.9272790019225219,-0.8888638001110253,-0.744806793317913,-0.7544105937707871,-1.0329208069041376,-1.0425246073570116
BHS,-0.6487687887891714,-0.6103535869776748,,-0.6487687887891714,,,,
BGD,0.7245746759718322,0.58051766917872,0.58051766917872,0.7629898777833287,0.7918012791419513,0.7437822768775805,0.6573480728017133,0.25398845378099866
BRB,,,,,,,,-0.5143155824489333
BLR,-1.1001474100742565,-1.196185414602998,-1.196185414602998,-1.2634120177731172,-1.311431020037488,-1.3786576232076069,-1.3690538227547329,-1.3690538227547329
BEL,-1.196185414602998,-1.2730158182259914,-1.2249968159616205,-1.1769778136972497,-1.2346006164144947,-1.196185414602998,-1.1481664123386273,-1.1577702127915015
BLZ,0.590121469631594,,,,0.09072384608213814,0.10032764653501242,0.05230864427064166,0.05230864427064166
BEN,1.300802703144281,1.3968407076730225,1.3968407076730225,1.2911989026914075,1.5697091158247576,1.5697091158247576,1.5024825126546384,1.4928787122017642
BTN,,,-0.09174836252247061,-0.05333316071097414,0.782197478689077,0.7341784764247062,0.6381404718959647,0.5421024673672232
BOL,1.5312939140132613,1.2047646986155396,1.2143684990684138,0.8302164809534477,0.7341784764247062,0.7725936782362031,0.5421024673672232,0.4748758641971042
BIH,-0.08214456206959667,-0.8984676005638994,-0.9080714010167735,-0.9945056050926409,-0.7352029928650389,-0.7352029928650389,-0.7640143942236612,-0.5239193829018074
BWA,,,,1.5120863131075126,1.5120863131075126,1.4832749117488904,1.406444508125897,
BRA,0.5613100682729718,0.590121469631594,0.5517062678200975,0.5324986669143492,0.46527206374423025,0.40764926102698523,0.27319605468674724,0.2347808528752504
BGR,-0.9176752014696478,-0.9176752014696478,-1.0521284078098858,-0.9560904032811443,-0.9945056050926409,-0.9849018046397667,-0.8600523987524027,-0.812033396488032
BFA,1.4352559094845196,1.3488217054086518,1.2527837008799103,1.329614104502904,1.329614104502904,1.2047646986155396,0.9454620863879378,1.0607076918224276
BDI,1.4928787122017642,,,1.1375380954454208,1.0318962904638052,0.9454620863879378,0.8590278823120703,1.1567456963511689
CPV,,,,-0.13016356433396742,-0.13016356433396742,-0.08214456206959667,0.06191244472351561,
