Country,1995,2000,2005,2010,2011,2012,2013,2014,2015,2016
Albania,304.0,317.0,748.0,2191.0,2469.0,3156.0,2857.0,3341.0,3784.0,4070.0
Algeria,520.0,866.0,1443.0,2070.0,2395.0,2634.0,2733.0,2301.0,1710.0,2039.0
Andorra,,2949.0,2418.0,1808.0,2242.0,2238.0,2328.0,2363.0,2663.0,2831.0
Angola,9.0,51.0,210.0,425.0,481.0,528.0,650.0,595.0,592.0,397.0
Antigua and Barbuda,220.0,207.0,245.0,230.0,241.0,247.0,243.0,249.0,250.0,265.0
Argentina,2289.0,2909.0,3823.0,5325.0,5705.0,5587.0,5246.0,5931.0,5736.0,5559.0
Armenia,12.0,45.0,319.0,684.0,758.0,963.0,1084.0,1204.0,1192.0,1260.0
Australia,3726.0,4931.0,5499.0,5790.0,5771.0,6032.0,6382.0,6884.0,7444.0,8263.0
Austria,17173.0,17982.0,19952.0,22004.0,23012.0,24151.0,24813.0,25291.0,26728.0,28121.0
Azerbaijan,,,693.0,1280.0,1562.0,1986.0,2130.0,2160.0,1922.0,2044.0
Bahamas,1598.0,1544.0,1608.0,1370.0,1346.0,1422.0,1366.0,1427.0,1484.0,1482.0
Bahrain,2311.0,3869.0,6313.0,11952.0,6732.0,8062.0,9163.0,10452.0,9670.0,10158.0
Bangladesh,156.0,199.0,208.0,303.0,155.0,125.0,148.0,125.0,,
Barbados,442.0,545.0,548.0,532.0,568.0,536.0,509.0,521.0,592.0,632.0
Belarus,161.0,60.0,91.0,119.0,116.0,6130.0,6242.0,5375.0,4386.0,9424.0
Belgium,5560.0,6457.0,6747.0,7186.0,7494.0,7560.0,7684.0,7887.0,8355.0,7481.0
Belize,131.0,196.0,237.0,242.0,250.0,277.0,294.0,321.0,341.0,386.0
Benin,138.0,96.0,176.0,199.0,209.0,220.0,231.0,242.0,255.0,267.0
Bhutan,5.0,8.0,14.0,41.0,66.0,105.0,116.0,133.0,155.0,210.0
Bolivia (Plurinational State of),284.0,319.0,524.0,679.0,711.0,798.0,798.0,871.0,882.0,959.0
Bosnia and Herzegovina,,171.0,217.0,365.0,392.0,439.0,529.0,536.0,678.0,777.0
Botswana,521.0,1104.0,1474.0,1973.0,,1614.0,1544.0,1966.0,1528.0,
Brazil,1991.0,5313.0,5358.0,5161.0,5433.0,5677.0,5813.0,6430.0,6306.0,6578.0
Brunei Darussalam,,,126.0,214.0,242.0,209.0,225.0,201.0,218.0,219.0
Bulgaria,3466.0,2785.0,4837.0,6047.0,6328.0,6541.0,6898.0,7311.0,7099.0,8252.0
Burkina Faso,124.0,126.0,245.0,274.0,238.0,237.0,218.0,191.0,163.0,152.0
Burundi,34.0,29.0,148.0,142.0,144.0,147.0,234.0,235.0,131.0,187.0
Cabo Verde,28.0,115.0,198.0,336.0,428.0,482.0,503.0,494.0,520.0,598.0
Cambodia,220.0,466.0,1422.0,2508.0,2882.0,3584.0,4210.0,4503.0,4775.0,5012.0
Cameroon,,,176.0,573.0,604.0,817.0,783.0,822.0,,
Canada,16932.0,19627.0,18771.0,16219.0,16014.0,16344.0,16059.0,16537.0,17971.0,19824.0
Central African Republic,26.0,11.0,12.0,54.0,65.0,71.0,84.0,96.0,121.0,
Chad,,,,71.0,77.0,86.0,100.0,122.0,120.0,
Chile,1540.0,1742.0,2027.0,2801.0,3137.0,3554.0,3576.0,3674.0,4478.0,5641.0
China,20034.0,31229.0,46809.0,55664.0,57581.0,57725.0,55686.0,55622.0,56886.0,59270.0
Colombia,1399.0,557.0,933.0,1405.0,2042.0,2175.0,2288.0,2552.0,2978.0,3317.0
Comoros,23.0,24.0,26.0,15.0,19.0,23.0,22.0,23.0,24.0,27.0
Congo,37.0,19.0,35.0,101.0,168.0,204.0,231.0,273.0,363.0,224.0
Congo (Democratic Republic of the),35.0,103.0,61.0,81.0,186.0,167.0,191.0,,,
Costa Rica,785.0,1088.0,1679.0,2100.0,2192.0,2343.0,2428.0,2527.0,2660.0,2925.0
Croatia,1485.0,5831.0,7743.0,9111.0,9927.0,10369.0,10948.0,11623.0,12683.0,13809.0
Cuba,742.0,1741.0,2261.0,2507.0,2688.0,2815.0,2829.0,2970.0,3491.0,3968.0
Cyprus,2100.0,2686.0,2470.0,2173.0,2392.0,2465.0,2405.0,2441.0,2659.0,3187.0
Czechia,3381.0,4773.0,6336.0,6334.0,6715.0,7647.0,7852.0,8096.0,8707.0,9321.0
Côte d'Ivoire,,,,252.0,270.0,289.0,380.0,471.0,1441.0,1583.0
Denmark,2124.0,3535.0,9587.0,9425.0,8471.0,8443.0,8557.0,10267.0,10424.0,10781.0
Djibouti,21.0,20.0,30.0,51.0,56.0,60.0,63.0,,,
Dominica,60.0,70.0,79.0,77.0,76.0,79.0,78.0,82.0,75.0,78.0
Dominican Republic,1776.0,2978.0,3691.0,4125.0,4306.0,4563.0,4690.0,5141.0,5600.0,5959.0
Ecuador,440.0,627.0,860.0,1047.0,1141.0,1272.0,1364.0,1557.0,1544.0,1418.0
Egypt,2871.0,5116.0,8244.0,14051.0,9497.0,11196.0,9174.0,9628.0,9139.0,5258.0
El Salvador,235.0,795.0,1127.0,1150.0,1184.0,1255.0,1283.0,1345.0,1402.0,1434.0
Eritrea,315.0,70.0,83.0,84.0,107.0,129.0,141.0,119.0,114.0,142.0
Estonia,530.0,1220.0,1917.0,2372.0,2665.0,2744.0,2873.0,2918.0,2989.0,3147.0
Eswatini (Kingdom of),300.0,281.0,837.0,868.0,879.0,888.0,968.0,939.0,873.0,947.0
Ethiopia,103.0,136.0,227.0,468.0,523.0,597.0,681.0,770.0,864.0,871.0
Fiji,318.0,294.0,545.0,632.0,675.0,661.0,659.0,693.0,755.0,792.0
Finland,1779.0,1971.0,2080.0,2319.0,2623.0,2778.0,2797.0,2731.0,2622.0,2789.0
France,60033.0,77190.0,74988.0,76647.0,80499.0,81980.0,83634.0,83701.0,84452.0,82570.0
Gabon,125.0,155.0,269.0,,,,,,,
Gambia,45.0,79.0,108.0,91.0,106.0,157.0,171.0,156.0,135.0,161.0
Georgia,85.0,387.0,560.0,2032.0,2822.0,4428.0,5392.0,5516.0,5901.0,6361.0
Germany,14847.0,18983.0,21500.0,26875.0,28374.0,30411.0,31545.0,32999.0,34970.0,35555.0
Ghana,286.0,399.0,429.0,931.0,821.0,903.0,994.0,825.0,897.0,
Greece,10130.0,13096.0,14765.0,15007.0,16427.0,15518.0,17920.0,22033.0,23599.0,24799.0
Grenada,108.0,129.0,99.0,110.0,118.0,125.0,128.0,150.0,155.0,156.0
Guatemala,563.0,826.0,1316.0,1384.0,1434.0,1491.0,1516.0,1739.0,1865.0,1906.0
Guinea,,33.0,45.0,12.0,131.0,96.0,56.0,33.0,35.0,
Guinea-Bissau,,,5.0,22.0,37.0,35.0,36.0,36.0,44.0,
Guyana,106.0,105.0,117.0,152.0,157.0,177.0,158.0,206.0,207.0,235.0
Haiti,145.0,140.0,112.0,255.0,349.0,349.0,420.0,465.0,516.0,
Honduras,271.0,471.0,673.0,863.0,871.0,895.0,863.0,868.0,880.0,
"Hong Kong, China (SAR)",,8814.0,14773.0,20085.0,22316.0,23770.0,25661.0,27770.0,26686.0,26553.0
Hungary,2878.0,2992.0,3446.0,3462.0,3822.0,4164.0,4388.0,4618.0,4929.0,5302.0
Iceland,190.0,303.0,374.0,489.0,566.0,673.0,807.0,998.0,1289.0,1792.0
India,2124.0,2649.0,3919.0,5776.0,6309.0,6578.0,6968.0,13107.0,13284.0,14569.0
Indonesia,4324.0,5064.0,5002.0,7003.0,7650.0,8044.0,8802.0,9435.0,10407.0,11519.0
Iran (Islamic Republic of),568.0,1342.0,1889.0,2938.0,3354.0,3834.0,4769.0,4967.0,5237.0,4942.0
Iraq,61.0,78.0,,1518.0,1510.0,1111.0,892.0,,,
Ireland,4818.0,6646.0,7333.0,7134.0,7630.0,7550.0,8260.0,8813.0,9528.0,10100.0
Israel,2215.0,2417.0,1903.0,2803.0,2820.0,2886.0,2962.0,2927.0,2799.0,2900.0
Italy,31052.0,41181.0,36513.0,43626.0,46119.0,46360.0,47704.0,48576.0,50732.0,52372.0
Jamaica,1147.0,1323.0,1479.0,1922.0,1952.0,1986.0,2008.0,2080.0,2123.0,2182.0
Japan,3345.0,4757.0,6728.0,8611.0,6219.0,8358.0,10364.0,13413.0,19737.0,24040.0
Jordan,1075.0,1580.0,2987.0,4207.0,3960.0,4162.0,3945.0,3990.0,3761.0,3858.0
Kazakhstan,,1683.0,4365.0,4097.0,5685.0,6163.0,6841.0,6333.0,6430.0,6509.0
