Country,Aridity Index (AI),Cloud Cover (CLD) [percentage],Diurnal Temperature Range (DTR) [degrees Celsius],Ground Frost Frequency (FRS) [days],Maximum Temperature (TMX) [degrees Celsius],Mean Temperature (TMP) [degrees Celsius],Minimum Temperature (TMN) [degrees Celsius],Potential Evapotranspiration (PET) [mm_day],Potential Evapotranspiration (PET) [mm_month],Precipitation (PRE) [mm_month],Rain Days (WET) [days],Vapour Pressure (VAP) [hPa]
AFG,1.131111111111111,52.2,11.2,74.3,5.0,-0.6,-6.2,1.5,135.0,152.7,21.6,2.7
ALB,3.54040404040404,75.2,7.4,46.4,8.0,4.3,0.6,1.1,99.0,350.5,40.7,5.8
DZA,0.12633744855967075,33.3,14.0,15.0,19.7,12.7,5.7,2.7,243.0,30.7,5.4,6.0
AND,4.573611111111111,63.1,7.7,68.3,5.3,1.4,-2.5,0.8,72.0,329.3,37.1,5.5
AGO,1.482078853046595,78.9,10.6,0.0,27.3,22.0,16.7,3.1,279.0,413.5,35.8,20.4
ATG,1.33993993993994,52.3,6.7,0.0,27.8,24.4,21.1,3.7,333.0,446.2,44.2,23.6
ARG,0.5085953878406708,49.7,13.4,3.9,26.7,20.0,13.3,5.3,477.0,242.6,25.0,14.0
ARM,1.0314814814814814,64.4,9.7,88.3,-3.3,-8.2,-13.1,0.6,54.0,55.7,30.5,1.6
AUS,0.8114754098360656,60.4,11.8,0.0,32.3,26.4,20.5,6.1,549.0,445.5,28.5,16.8
AUT,3.7240740740740734,72.6,5.6,68.8,2.3,-0.5,-3.3,0.6,54.0,201.1,42.0,4.8
AZE,1.2190476190476192,67.3,8.1,72.8,2.7,-1.4,-5.5,0.7,63.0,76.8,27.0,4.5
BHS,0.4157706093189964,52.2,10.4,0.0,27.1,21.8,16.7,3.1,279.0,116.0,17.4,18.7
BHR,0.12121212121212123,33.5,10.7,0.0,22.0,16.6,11.3,3.3,297.0,36.0,13.8,12.0
BGD,0.2235042735042735,25.7,12.3,0.0,25.4,19.2,13.0,2.6,234.0,52.3,1.3,15.7
BRB,0.9864197530864198,51.4,6.6,0.0,28.0,24.7,21.4,3.6,324.0,319.6,39.1,24.6
BLR,4.394444444444444,83.8,5.1,79.1,-1.2,-3.7,-6.3,0.2,18.0,79.1,45.9,4.2
BEL,4.111111111111111,81.3,5.8,41.0,7.2,4.3,1.4,0.5,45.0,185.0,54.6,7.3
BLZ,1.066255144032922,57.8,9.1,0.0,27.4,22.8,18.3,2.7,243.0,259.1,35.7,24.0
BEN,0.0608695652173913,59.6,14.5,0.0,33.7,26.4,19.2,4.6,414.0,25.2,2.8,13.9
BTN,0.13777777777777778,30.3,15.2,69.5,8.2,0.6,-7.0,1.5,135.0,18.6,2.4,4.3
BOL,1.7517460317460316,80.3,9.4,3.3,27.1,22.4,17.8,3.5,315.0,551.8,46.2,22.0
BIH,3.279166666666667,80.9,7.1,58.8,5.9,2.3,-1.2,0.8,72.0,236.1,38.9,5.6
BWA,1.4763532763532763,72.0,10.8,0.0,29.9,24.5,19.1,3.9,351.0,518.2,44.2,21.5
BRA,2.3486111111111105,82.1,9.4,0.0,30.1,25.4,20.7,3.2,288.0,676.4,71.0,26.6
BRN,3.703703703703704,72.0,6.8,0.0,29.4,26.0,22.6,3.0,270.0,1000.0,64.5,28.7
BGR,1.1097222222222225,78.9,7.0,66.7,4.3,0.8,-2.8,0.8,72.0,79.9,22.0,4.9
BFA,0.0037777777777777775,25.3,16.1,0.0,33.3,25.2,17.2,5.0,450.0,1.7,0.8,7.4
BDI,1.2698412698412698,80.9,11.9,0.0,25.7,19.8,13.9,2.8,252.0,320.0,56.3,18.7
CPV,0.01339031339031339,38.9,8.3,0.0,25.1,20.9,16.8,3.9,351.0,4.7,1.0,17.1
KHM,0.19351851851851853,46.0,10.3,0.0,29.4,24.2,19.1,3.6,324.0,62.7,8.8,21.6
CMR,0.23596491228070174,56.8,13.3,0.0,30.7,24.0,17.4,3.8,342.0,80.7,10.3,17.6
CAN,12.344444444444445,55.0,9.4,89.2,-17.5,-22.2,-26.9,0.1,9.0,111.1,29.4,1.3
CAF,0.08346883468834689,29.4,17.1,0.0,33.2,24.7,16.2,4.1,369.0,30.8,5.8,15.0
TCD,0.0037735849056603774,12.2,17.4,1.5,30.4,21.7,13.1,5.3,477.0,1.8,0.1,7.3
CHL,0.3652046783625731,51.4,10.3,15.4,16.7,11.5,6.4,3.8,342.0,124.9,13.0,8.7
CHN,0.3202020202020202,42.2,12.8,74.5,0.1,-6.3,-12.7,1.1,99.0,31.7,12.5,2.7
COL,1.6805555555555556,68.7,9.3,0.3,28.6,23.9,19.3,3.2,288.0,484.0,40.5,24.1
COM,2.0798245614035085,66.8,7.3,0.0,29.8,26.1,22.4,3.8,342.0,711.3,45.1,28.1
COG,1.6146825396825395,75.8,9.8,0.0,29.1,24.2,19.3,2.8,252.0,406.9,30.8,24.7
COD,1.3888888888888888,73.0,11.0,0.0,29.4,23.9,18.4,3.1,279.0,387.5,34.4,22.8
CRI,1.1834834834834835,49.7,11.0,0.0,29.0,23.5,18.0,3.7,333.0,394.1,25.9,23.2
CIV,0.17592592592592593,57.7,13.4,0.0,32.8,26.0,19.3,3.6,324.0,57.0,8.2,18.7
HRV,3.1194444444444445,76.5,7.1,49.2,7.4,3.8,0.2,0.8,72.0,224.6,38.5,6.2
CUB,0.35208333333333336,48.6,10.3,0.0,28.2,23.0,17.9,3.2,288.0,101.4,15.5,21.2
CYP,1.0981481481481479,43.4,9.1,14.4,14.7,10.1,5.5,1.8,162.0,177.9,28.0,8.7
CZE,2.515555555555556,86.5,4.8,63.8,2.9,0.5,-1.9,0.5,45.0,113.2,44.0,5.5
