Country,Aridity Index (AI),Cloud Cover (CLD) [percentage],Diurnal Temperature Range (DTR) [degrees Celsius],Ground Frost Frequency (FRS) [days],Maximum Temperature (TMX) [degrees Celsius],Mean Temperature (TMP) [degrees Celsius],Minimum Temperature (TMN) [degrees Celsius],Potential Evapotranspiration (PET) [mm_day],Potential Evapotranspiration (PET) [mm_month],Precipitation (PRE) [mm_month],Rain Days (WET) [days],Vapour Pressure (VAP) [hPa]
AFG,0.44565217391304346,46.3,13.3,31.0,17.7,11.1,4.4,3.8,349.6,155.8,25.4,5.8
ALB,1.2951505016722409,62.9,11.3,17.7,17.2,11.5,5.9,2.6,239.2,309.8,43.9,9.8
DZA,0.02193675889328063,39.7,14.6,1.0,30.0,22.7,15.5,5.5,506.0,11.1,3.3,8.2
AND,1.1345755693581778,62.9,10.1,45.7,11.0,6.0,0.9,2.1,193.2,219.2,43.1,6.9
AGO,1.2552594670406734,64.1,12.9,0.0,28.6,22.1,15.7,3.1,285.2,358.0,26.8,18.9
ATG,0.5744328922495274,55.0,7.4,0.0,29.1,25.3,21.7,4.6,423.2,243.1,28.5,24.3
ARG,0.4239130434782608,43.7,12.9,16.4,20.8,14.3,7.8,2.9,266.8,113.1,15.7,11.3
ARM,1.2438563327032135,61.9,11.2,45.1,12.0,6.4,0.8,2.3,211.6,263.2,46.6,5.8
AUS,0.252835538752363,30.3,14.1,1.2,28.6,21.6,14.6,4.6,423.2,107.0,13.4,13.5
AUT,1.4959954233409611,73.5,8.4,38.0,10.7,6.5,2.2,1.9,174.8,261.5,47.0,7.6
AZE,0.7304347826086957,66.4,10.3,24.5,15.3,10.2,5.0,2.5,230.0,168.0,30.7,8.9
BHS,0.8967391304347827,55.5,10.3,0.0,29.0,23.8,18.7,4.2,386.4,346.5,25.5,22.1
BHR,0.030495169082125607,38.1,13.3,0.0,33.1,26.5,19.9,7.2,662.4,20.2,10.7,15.9
BGD,1.3379446640316206,46.7,10.8,0.0,32.0,26.6,21.2,4.4,404.8,541.6,20.3,23.5
BRB,0.3856332703213611,56.1,7.7,0.0,29.7,25.8,22.0,4.6,423.2,163.2,25.7,24.8
BLR,0.6814744801512287,63.2,9.7,33.7,13.1,8.2,3.4,2.3,211.6,144.2,41.2,8.2
BEL,1.3592132505175984,69.8,8.7,22.1,13.6,9.2,4.9,2.1,193.2,262.6,58.3,9.0
BLZ,1.031832298136646,50.3,8.8,0.0,30.3,25.9,21.5,4.2,386.4,398.7,30.3,27.6
BEN,0.38925348646431496,69.3,12.2,0.0,37.7,31.5,25.5,5.3,487.6,189.8,18.1,23.0
BTN,0.9685990338164252,50.3,11.6,38.0,13.7,7.9,2.1,2.7,248.4,240.6,18.5,7.4
BOL,0.8121118012422359,59.5,12.8,9.3,27.8,21.3,14.9,3.5,322.0,261.5,24.2,19.3
