Country,2007/2017
AFG,227.0
ALB,7.0
DZA,6.0
AGO,364.0
ATG,1316.0
ARG,15.0
ARM,0.0
AUS,30.0
AUT,0.0
AZE,68.0
BHS,0.0
BHR,0.0
BGD,131.0
BRB,0.0
BLR,0.0
BEL,0.0
BLZ,0.0
BEN,1431.0
BTN,0.0
BOL,45.0
BIH,0.0
BWA,0.0
BRA,76.0
BRN,0.0
BGR,16.0
BFA,330.0
BDI,396.0
CPV,0.0
KHM,356.0
CMR,199.0
CAN,18.0
CAF,433.0
TCD,87.0
CHL,4515.0
CHN,150.0
COL,31.0
COM,0.0
COG,246.0
COD,31.0
CRI,0.0
HRV,0.0
CUB,1299.0
CYP,0.0
CZE,0.0
CIV,42.0
DNK,0.0
DJI,0.0
DMA,844.0
DOM,125.0
ECU,86.0
EGY,1.0
SLV,261.0
GNQ,0.0
ERI,0.0
EST,0.0
SWZ,0.0
ETH,2.0
FJI,0.0
FIN,0.0
FRA,1.0
GAB,41.0
GMB,20.0
GEO,132.0
DEU,0.0
GHA,18.0
GRC,33.0
GRD,0.0
GTM,368.0
GIN,32.0
GNB,41.0
GUY,0.0
HTI,869.0
HND,106.0
HKG,0.0
HUN,0.0
ISL,0.0
IND,461.0
IDN,32.0
IRN,27.0
IRQ,7.0
IRL,0.0
ISR,0.0
ITA,116.0
JAM,38.0
JPN,46.0
JOR,0.0
KAZ,47.0
KEN,12.0
KIR,73.0
PRK,929.0
KOR,5.0
KWT,0.0
KGZ,104.0
LAO,1.0
LVA,0.0
LBN,0.0
LSO,113.0
LBR,84.0
LBY,0.0
LTU,0.0
LUX,0.0
MDG,1819.0
MWI,148.0
MYS,90.0
MDV,0.0
MLI,276.0
MHL,0.0
MRT,54.0
MUS,0.0
MEX,60.0
FSM,0.0
MDA,0.0
MNG,0.0
MNE,0.0
MAR,0.0
MOZ,245.0
MMR,37.0
NAM,0.0
NPL,14.0
NLD,0.0
NZL,6.0
NIC,2.0
NER,192.0
NGA,7.0
NOR,0.0
OMN,0.0
PAK,72.0
PLW,5457.0
PSE,11.0
PAN,0.0
PNG,0.0
PRY,28.0
PER,187.0
PHL,138.0
POL,0.0
PRT,28.0
ROU,0.0
RUS,9.0
RWA,83.0
KNA,0.0
LCA,0.0
VCT,499.0
WSM,0.0
STP,0.0
SAU,31.0
SEN,0.0
SRB,15.0
SYC,0.0
SLE,30.0
SGP,0.0
SVK,0.0
SVN,46.0
SLB,163.0
SOM,158.0
ZAF,25.0
SSD,0.0
ESP,29.0
LKA,5321.0
SDN,869.0
SUR,0.0
SWE,0.0
CHE,0.0
SYR,0.0
TJK,19.0
TZA,51.0
THA,24.0
MKD,0.0
TLS,156.0
TGO,177.0
TON,0.0
TTO,0.0
TUN,0.0
TUR,41.0
TKM,0.0
TUV,0.0
UGA,718.0
UKR,7.0
ARE,0.0
GBR,43.0
USA,51.0
URY,268.0
UZB,0.0
VUT,0.0
VEN,6.0
VNM,480.0
YEM,4.0
ZMB,124.0
ZWE,82.0
