Country,2006-2017
AFG,42
ALB,99
DZA,100
AND,100
AGO,25
ARG,100
ARM,99
AUS,100
AUT,100
AZE,94
BGD,20
BRB,99
BLR,100
BEL,100
BLZ,96
BEN,85
BTN,100
BOL,76
BIH,100
BWA,83
BRA,96
BGR,100
BFA,77
BDI,75
CPV,91
KHM,73
CMR,66
CAN,100
CAF,61
TCD,12
CHL,99
COL,97
COM,87
COG,96
COD,25
CRI,100
CUB,100
CYP,100
CZE,100
CIV,72
DNK,100
DJI,92
DOM,88
ECU,94
EGY,99
SLV,99
GNQ,54
EST,100
SWZ,54
ETH,3
FIN,100
FRA,100
GAB,90
GMB,72
GEO,100
DEU,100
GHA,71
GRC,100
GTM,96
GIN,75
GNB,24
GUY,89
HTI,80
HND,94
HUN,100
ISL,100
IND,80
IDN,73
IRN,99
IRQ,99
IRL,100
ISR,100
ITA,100
JAM,100
JPN,100
JOR,99
KAZ,100
KEN,67
KIR,94
PRK,100
KGZ,98
LAO,75
LVA,100
LBN,100
LSO,43
LBR,25
LIE,100
LTU,100
LUX,100
MDG,83
MWI,67
MDV,93
MLI,87
MLT,100
MHL,96
MRT,66
MEX,95
MDA,100
MCO,100
MNG,99
MNE,99
MAR,94
MOZ,48
MMR,81
NAM,87
NRU,83
NPL,56
NLD,100
NZL,100
NIC,85
NER,64
NGA,47
NOR,100
PAK,34
PSE,99
PAN,96
PRY,93
PER,98
PHL,90
POL,100
PRT,100
QAT,100
RUS,100
RWA,56
LCA,92
WSM,59
SMR,100
STP,95
SEN,68
SRB,99
SLE,77
SVK,100
SVN,100
SLB,88
SOM,3
ZAF,85
SSD,35
ESP,100
LKA,97
SDN,67
SUR,99
SWE,100
CHE,100
SYR,96
TJK,88
TZA,26
THA,100
MKD,100
TLS,55
TGO,78
TON,93
TTO,94
TUN,99
TUR,99
TKM,100
TUV,50
UGA,30
UKR,100
ARE,100
GBR,100
USA,100
URY,100
UZB,100
VUT,43
VEN,81
VNM,96
YEM,31
ZMB,11
ZWE,44
