Country,2017
AFG,2621.1
ALB,12.2
DZA,4
AND,0
AGO,8.3
ATG,0.1
ARG,0.1
ARM,10.8
AUS,0
AUT,0
AZE,10.3
BHS,0.4
BHR,0.5
BGD,16.8
BRB,0.2
BLR,3.7
BEL,0.1
BLZ,0.1
BEN,0.6
BTN,8
BOL,0.5
BIH,17.7
BWA,0.3
BRA,0.9
BRN,0
BGR,0.7
BFA,2.7
BDI,439.3
CPV,0
KHM,12.2
CMR,11
CAN,0.1
CAF,545.5
TCD,16.3
CHL,0.5
CHN,207.7
COL,76.7
COM,0.6
COG,13.3
COD,611.9
CRI,0.2
HRV,24.9
CUB,5.3
CYP,0
CZE,1.3
CIV,40
DNK,0
DJI,1.8
DMA,0
DOM,0.4
ECU,1.3
EGY,22.1
SLV,25.9
GNQ,0.1
ERI,464.1
EST,0.3
SWZ,0.2
ETH,87.5
FJI,0.7
FIN,0
FRA,0.1
GAB,0.2
GMB,14.6
GEO,6.5
DEU,0.1
GHA,17
GRC,0.1
GRD,0.1
GTM,16.3
GIN,20.3
GNB,1.9
GUY,0.3
HTI,28.4
HND,14.4
HKG,0
HUN,3.3
ISL,0
IND,7.9
IDN,7
IRN,118.3
IRQ,360.6
IRL,0
ISR,0.5
ITA,0.1
JAM,2.2
JPN,0.1
JOR,2.1
KAZ,2.4
KEN,7.6
KIR,0
PRK,1.2
KOR,0.2
KWT,1.1
KGZ,2.8
LAO,7.1
LVA,0.2
LBN,5.3
LSO,0
LBR,6
LBY,11.2
LTU,0.1
LUX,0
MDG,0.3
MWI,0.4
MYS,0.5
MDV,0.1
MLI,150.3
MHL,0
MRT,36.5
MUS,0.1
MEX,11.7
MDA,2.3
MCO,0
MNG,2.2
MNE,0.7
MAR,3.1
MOZ,0.1
MMR,1106.6
NAM,1.4
NPL,8.4
NLD,0
NZL,0
NIC,1.5
NER,1.4
NGA,216
NOR,0
OMN,0
PAK,128.9
PLW,0
PSE,99.6
PAN,0
PNG,0.4
PRY,0.1
PER,2.6
PHL,0.4
POL,1.1
PRT,0
QAT,0
ROU,1.2
RUS,61.6
RWA,259
KNA,0.1
LCA,1
VCT,1.3
WSM,0
SMR,0
STP,0
SAU,1.2
SEN,26.6
SRB,35
SYC,0
SLE,4.5
SGP,0
SVK,0.9
SVN,0
SLB,0.1
SOM,986.4
ZAF,0.5
SSD,2439.8
ESP,0
LKA,115.6
SDN,691.4
SUR,0
SWE,0
CHE,0
SYR,6290.9
TJK,1.4
TZA,0.7
THA,0.2
MKD,1.7
TLS,0
TGO,8.1
TON,0
TTO,0.3
TUN,1.8
TUR,61.4
TKM,0.4
TUV,0
UGA,6.4
UKR,139.3
ARE,0.1
GBR,0.1
USA,0.3
URY,0
UZB,3.4
VUT,0
VEN,9.3
VNM,334.1
YEM,23.6
ZMB,0.3
ZWE,17.4
