Country,Human Development Index (HDI),[Education] Education Index,[Education] Expected years of schooling (years),[Education] Mean years of schooling (years),[Health] Life expectancy Index,[Health] Life expectancy at birth (years),[Income_composition of resources] Gross national income (GNI) per capita (2011 PPP$),[Income_composition of resources] Income Index,[Socio-economic sustainability] Research and development expenditure (% of GDP)
BEN,-1.677964014953532,-1.7946508876427771,-1.717688965198706,-1.6478663262303193,-1.3311163929392655,-1.3272595844447488,-0.7298240133094788,-1.332096398768228,
BFA,,,-2.5842625134993145,,-1.9112630082689936,-1.9084093717593855,-0.758305062743889,-1.6907755325973317,-0.8349328710656877
BGD,-1.3400386450305817,-1.464460689213901,-1.4786341932537106,-1.238127474535916,-0.5553389422076532,-0.5593116512075507,-0.7291241009415255,-1.326661866437484,
BGR,0.2832100069207341,0.45277272101828353,0.2545129033475064,0.5899381714852674,0.30813508991101246,0.30203535499092904,-0.3665156549287598,0.07001294256372255,-0.5247235322774779
BHR,0.7418230089590236,0.24507243490979727,0.5533313682787507,-0.00891091945270654,0.5847166158240218,0.5822325738747705,1.4972971415181475,1.4232114929189763,
BHS,,,0.015458131402511297,,0.3621022169184291,0.3643014036317823,1.036377927514393,1.238437393673681,
BIH,,,,,0.44979879830548103,0.4473228018195873,-0.6298980629309052,-0.6690834544174605,
BLR,0.03580036108428741,0.34625975378316265,0.3142765963337556,0.36930955903443463,-0.008921781257560109,-0.009294888213340579,-0.5057443767385611,-0.23975540028868533,-0.007707967630461833
BLZ,0.04183474269005506,0.2610493799950655,-0.10406925456998653,0.5899381714852674,0.11925014538505359,0.11523720906836608,-0.49788382245231555,-0.21801727096570933,
BOL,-0.465053312194371,0.01606955535428609,0.16486736386813344,-0.07194766586723016,-0.9938218491429124,-0.9951739916935284,-0.5881186785053809,-0.5006129521643966,-0.7315297581362844
BRA,0.005628453055452529,-0.22891026928649272,0.5234495217856264,-0.828388622841513,0.01131589137022112,0.011460461333609548,-0.21000448157180215,0.31456689744720245,
BRB,0.48234459991104367,0.46342401774179626,0.5533313682787507,0.36930955903443463,0.4835282526851164,0.4888335009134905,-0.10377931988164825,0.45043020571580183,
BRN,0.916820075526266,0.2717006767185776,0.3441584428268799,0.2117176929981257,0.6589214154592197,0.6548762972891004,3.866662025279066,1.8797122087014722,
BTN,,,-1.5383978862399594,,-1.0950102122818177,-1.098950739428285,-0.669093155536294,-0.8701611506549886,
BWA,-0.5072939834347392,-0.250212862733517,-0.283360333528733,-0.16650278548901545,-1.472780101333734,-1.4725470312734086,-0.33911139375273935,0.11892373354041792,
CAF,-2.1426113985975888,-1.9331177450484351,-2.1061529696093233,-1.553311206608534,-2.316016460824618,-2.313138687924936,-0.7670270476368464,-1.8375079055274193,
CAN,1.254745445449216,1.315527755622767,1.5394323025518566,1.031195396386932,1.0704207588907713,1.0699832882281264,0.8782515717698506,1.1623539410432648,0.6127107099459576
CHE,1.200436010997314,0.8681732932352573,0.8222679867168707,0.8420851571433614,1.124387885898188,1.1218716620955047,1.7410820032175984,1.5047294778801361,1.5433387263105864
CHL,0.47631021830527737,0.2930032701656019,0.2545129033475064,0.33779118582717294,0.8005851238536882,0.80016374411776,-0.137698150020927,0.40695394706985044,
CHN,-0.5797065627039435,-0.6815903800357587,-0.7614698774187243,-0.5132048907688952,0.2541679629035951,0.25014698112355077,-0.6622017106825993,-0.8321194243397805,-0.42132041934807474
CIV,-1.6115858172900956,-1.6615096785988754,-1.598161579226208,-1.5217928334012722,-1.9989595896560457,-2.001808444720666,-0.6655935936965272,-0.853857553662756,
CMR,-1.406416842694018,-1.2354578096583897,-1.3292249607880884,-0.985980488877822,-1.8977712265171394,-1.8980316969859097,-0.6869140012126452,-0.9842863296006125,
COD,-1.9193392791842108,-1.5603223597255103,-1.508516039746835,-1.395719340572225,-1.9652301352764103,-1.9706754204002397,-0.7715495583220836,-1.9298949551500673,
COG,-0.9115975510211266,-0.6336595447799543,-0.4327695659943552,-0.7023151300124658,-1.5874602462244944,-1.5867014537816402,-0.6009862981931391,-0.5495237431410932,
COL,-0.1271279422714203,-0.42595925867146744,-0.3730058730081065,-0.38713139793984797,0.179963163268398,0.18788093248269594,-0.3620469836564421,0.07544747489446595,-0.7315297581362844
COM,,,-1.090170188843093,,-0.9331088312595688,-0.9329079430526743,-0.7361232246210592,-1.3973107867371557,
CPV,,,,,-0.08312658089275794,-0.08193861162767045,-0.6421734490765489,-0.7288633100556445,
CRI,0.21683180925729673,-0.10109470860434754,-0.19371479404936004,0.02260745375455513,0.9085193778685214,0.9143181666259916,-0.3379807660814301,0.11892373354041792,-0.7315297581362844
CUB,0.05993788750735599,0.30898021525087016,0.015458131402511297,0.5899381714852674,0.8005851238536882,0.80016374411776,-0.6193993774116047,-0.6256071957715086,-0.7315297581362844
CYP,0.8082012066224604,0.44744707265652806,0.2545129033475064,0.6214565446925291,0.9827241775037193,0.9869618900403215,0.5783660418082909,1.0047525034516895,
CZE,0.681479192901354,0.5699369849769178,0.4039221358131286,0.6844932911070525,0.5914625066999489,0.592610248648247,0.2569985860918547,0.7873712102219297,-0.11111108055986503
DEU,1.1099202869108094,1.0066401506409153,1.2107319911274885,0.7475300375215763,0.9220111596203756,0.9246958413994683,1.0095658998804868,1.2275683290121928,1.1297262745929737
DJI,-1.8227891734919395,-2.1567949762421894,-2.673908052978688,-1.4587560869867486,-1.135485557537381,-1.1404614385221874,-0.7066192263411786,-1.125584170199956,
DMA,,,0.015458131402511297,,0.8612981417370319,0.8624297927586134,-0.44146011771268995,-0.0821539626971094,
DNK,1.0978515236992754,0.9853375571938909,1.0912046051549906,0.8420851571433614,0.8140769056055431,0.8105414188912351,1.2168476396205237,1.3145208463040963,0.819516935804764
DOM,-0.12109356066565331,-0.250212862733517,0.07522182438875995,-0.45016814435437164,0.19345494502025218,0.18788093248269594,-0.4624036493383716,-0.13106475367380538,
DZA,-0.2840218640213617,-0.7188699185680515,-0.5224151054737287,-0.7653518764269894,0.051791236625783575,0.05297116042751275,-0.3256515405228668,0.14066186286339452,
ECU,0.053903505901589016,-0.05848952171029835,0.10510367088188427,-0.16650278548901545,0.3755939986702832,0.3746790784052574,-0.41174076178113145,-0.022374107058925417,-0.9383359839950909
EGY,-0.42884702255976914,-0.7721264021856119,-0.3431240265149822,-1.0174988620850836,-0.07638069001683087,-0.07156093685419539,-0.45868872984692677,-0.12563022134306137,-0.8349328710656877
ERI,,,-2.3750895880474436,,-1.560476682720786,-1.5659461042346894,-0.7192176489643393,-1.228840284484092,
ESP,0.9107856939204984,0.6338447653179906,1.1509682981412392,0.14868094658360237,1.0771666497666983,1.080360963001603,0.5603298384802617,0.9938834387902016,-0.21451419348926823
EST,0.5004477447283446,0.7882885678089162,0.4338039823062529,1.031195396386932,0.09226658188134602,0.09448185952141595,-0.11104764062577942,0.4395611410543138,
ETH,,,-2.644026206485563,,-1.8842794447652857,-1.8876540222124347,,,
FIN,1.013370181218537,0.9267554252145741,1.4199049165793594,0.4323463054489585,0.9085193778685214,0.9039404918525166,0.6874446923831778,1.064532359089873,1.5433387263105864
FJI,0.12631608517079207,0.559285688253405,0.3441584428268799,0.7475300375215763,-0.1236019261483204,-0.12344931072157365,-0.46595705059105796,-0.14193381833529337,
FRA,1.0556108524589058,0.8521963481499891,1.2107319911274885,0.49538305186348186,1.036691304511136,1.0388502639076997,0.8880503449211978,1.1677884733740096,1.233129387522377
FSM,,,,,-0.11685603527239333,-0.1130716359480971,-0.6407197849277227,-0.7234287777249006,
GAB,-0.1271279422714203,-0.3300975881598581,0.10510367088188427,-0.6392783835979422,-0.7914451228651002,-0.7876204962240153,0.2358935362274146,0.7710676132296971,
GBR,1.140092194939644,1.187712194940621,1.0015590656756173,1.2518240088377648,0.9220111596203756,0.9246958413994683,0.7615277245603962,1.108008617735825,0.6127107099459576
GEO,,,-0.2534784870356087,,0.2811515264073042,0.2812800054439774,-0.6726465567889803,-0.8918992799779645,-0.7315297581362844
GHA,-1.0926289991941358,-0.9212445563147817,-1.2096975748155905,-0.5132048907688952,-1.1017561031577456,-1.1093284142017608,-0.698758672054933,-1.0658043145617724,
GIN,-2.148645780203356,-2.2952618336478476,-2.4049714345405673,-1.9000133118884135,-1.6886486093634006,-1.6904782015163966,-0.7468372677920376,-1.5277395626750117,
GMB,-1.7805485022515706,-1.9118151516014108,-1.807334504678079,-1.7739398190593665,-1.4255588652022446,-1.4206586574060303,-0.7328390204329702,-1.364703592752692,
GNB,,,-1.8670981976643282,,-1.7291239546189625,-1.7319889006103,-0.7368231369890125,-1.4081798513986437,
GNQ,,,,,-1.7561075181226713,-1.7527442501572508,-0.6803455928364674,-0.9408100709546602,
GRC,0.7056167193244218,0.2876776218038459,0.3441584428268799,0.2747544394126496,1.029945413635208,1.0284725891342248,0.3848133523627241,0.879758259844577,
GRD,,,0.5533313682787507,,0.16647138151654386,0.16712558293574434,-0.42918473156704623,-0.054981301043389406,
GTM,-0.8452193533576898,-1.3739246670640477,-1.3292249607880884,-1.238127474535916,-0.2382820710390807,-0.23760373322980524,-0.511774390985544,-0.25605899728091736,
GUY,-0.39867511453093424,-0.2076076758394684,-0.3431240265149822,-0.04042929265996849,-0.3799457794335485,-0.38289118005846495,-0.5963561086820629,-0.5332201461488606,
HKG,0.9409576019493333,0.4847266111888206,0.5533313682787507,0.4323463054489585,1.1783550129056037,1.1841377107363595,0.9116320077799345,1.1786575380354969,
HND,-0.7305661028481173,-1.006454930102879,-0.7315880309255994,-1.112053981706869,0.1327419271369085,0.13599255861531767,-0.6451346167871209,-0.7451669070478766,
HRV,0.32545067816110296,-0.015884334816250352,-0.10406925456998653,0.11716257337634042,0.6251919610795843,0.6237432729686737,-0.06512262140545438,0.4939064643617538,
HTI,-1.3762449346651828,-1.3632733703405355,-1.239579421308715,-1.3011642209504397,-1.1759609027929434,-1.1819721376160899,-0.7178178242284325,-1.217971219822604,
HUN,0.5487227975744804,0.7030781940208191,0.4338039823062529,0.9051219035578852,0.2406761811517417,0.2397693063500742,-0.019305281010968334,0.5428172553384498,-0.42132041934807474
IDN,-0.4710876938001373,-0.7295212152915633,-0.46265141248748004,-0.8599069960487747,-0.27201152541871604,-0.2791144323237085,-0.4744636778323374,-0.16367194765826937,
IND,-1.1348696704345045,-1.2088295678496095,-1.0602883423499687,-1.1750907281213925,-0.7374779958576836,-0.735732122356637,-0.6959051831702,-1.0440661852387962,-0.42132041934807474
IRL,0.8806137858916635,0.7243807874678438,0.4039221358131286,0.9681586499724086,0.8073310147296153,0.8105414188912351,0.5759432682269139,1.0047525034516895,0.3025013711577479
IRN,-0.048680981396449594,-0.4525875004802478,-0.1638329475562357,-0.6077600103906805,0.07877480012949188,0.07372650997446435,-0.12515356681068582,0.4232575440620818,
IRQ,-0.49522522022320586,-0.9851523366558549,-0.8511154168980973,-0.985980488877822,0.07877480012949188,0.08410418474793942,-0.446951737830478,-0.09845755968934139,
ISL,1.0616452340646727,0.8734989415970134,1.2406138376206128,0.49538305186348186,1.1311337767741143,1.1322493368689812,0.7086574210734569,1.075401423751361,
ISR,1.043542089247372,1.0172914473644274,0.583213214771875,1.3463791284595499,1.036691304511136,1.0388502639076997,0.46842596062669223,0.934103583152017,1.64674183923999
ITA,0.9107856939204984,0.46342401774179626,0.7625042937306221,0.2117176929981257,1.0771666497666983,1.080360963001603,0.9788774345163775,1.211264732019961,-0.007707967630461833
JAM,0.029765979478521106,-0.20228202747771235,-0.10406925456998653,-0.22953953190353907,0.41606934392584566,0.4161897774991606,-0.37066128972356055,0.059143877902234555,
JOR,0.18665990122846182,0.3835392923154552,0.1349855173750086,0.5899381714852674,0.31488098078693955,0.32279070453787917,-0.45885024808568525,-0.12563022134306137,
JPN,1.1461265765454105,0.8628476448735012,0.7625042937306221,0.9051219035578852,1.2660515942926558,1.2671591089241645,1.0074661627766268,1.222133796681449,1.7501449521693933
KAZ,0.0659722691131223,0.38886494067721067,0.07522182438875995,0.6529749178997908,-0.4608964699446734,-0.4659125782462699,-0.3317892335956887,0.12979279820190592,
KEN,-1.2072822497037081,-0.9691753915705864,-0.9407609563774708,-0.8599069960487747,-1.5334931192170778,-1.5348130799142619,-0.6926209789821112,-1.02232805591582,
KGZ,-0.5253971282520408,0.13323381931291972,-0.3431240265149822,0.5584197982780053,-0.2045526166594453,-0.20647070890937858,-0.717548627163835,-1.217971219822604,
KHM,-1.5934826724727944,-1.475111985937413,-1.3591068072812127,-1.395719340572225,-1.2771492659318495,-1.2753712105773705,-0.7510367419997579,-1.5820848859824517,
KIR,,,-0.22359664054248435,,-0.5351012695798713,-0.528178626887124,-0.7147489776920216,-1.190798558168884,
KNA,,,0.37404028932000427,,0.09901247275727311,0.09448185952141595,0.07873628991542309,0.6352043049610971,
KOR,0.8082012066224604,0.9214297768528175,0.9417953726893685,0.8420851571433614,0.6589214154592197,0.6548762972891004,0.1355368705454851,0.6895496282685372,1.233129387522377
KWT,0.7056167193244218,-0.06381517007205442,0.46368582879937775,-0.4816865175616333,0.5037659253128969,0.49921117568696555,4.181622590858083,1.8797122087014722,
LAO,-1.2917635921844457,-1.3313194801699995,-1.2993431142949639,-1.2066091013286544,-1.1692150119170164,-1.171594462842614,-0.6954744678668441,-1.0386316529080524,
LBN,,,0.28439474984063073,,0.4700364709332615,0.46807815136653885,-0.09462661968533494,0.4612992703772904,
LBR,,,,-1.3326825941577014,-1.7628534089985979,-1.7631219249307266,-0.7984154253689091,-2.88637264536101,
LBY,0.32545067816110296,0.005418258630773943,0.9716772191824928,-0.7968702496342511,0.20694672677210632,0.20863628202964754,0.2618441332546088,0.7928057425526737,
LCA,,,0.4039221358131286,,0.32837276253879366,0.3331683793113557,-0.2519992236490044,0.2547870418090179,
LIE,,,,0.6529749178997908,0.9759782866277922,0.9765842152668465,3.755806674077836,1.8797122087014722,
LKA,-0.0004059285503137778,0.34093410542140656,0.07522182438875995,0.5899381714852674,0.1327419271369085,0.13599255861531767,-0.566259876860068,-0.42452949953398067,-0.8349328710656877
LSO,-1.0141820383191649,-0.7934289956326362,-0.5821787984599773,-0.8599069960487747,-1.3108787203114842,-1.306504234897798,-0.6697930679042473,-0.8755956829857325,
LTU,0.3435538229784039,0.5379830948063813,0.19474921036125778,0.8105667839360997,0.20020083589617924,0.19825860725617248,-0.28021107601881723,0.2113107831630659,-0.5247235322774779
LUX,0.9771638915839358,0.4208188308477477,0.16486736386813344,0.6529749178997908,0.8950275961166673,0.8935628170790401,2.1383630311505155,1.624289189156504,
LVA,0.15045361159386064,0.2823519734420898,0.045339977895635625,0.49538305186348186,0.01131589137022112,0.011460461333609548,-0.3459489991935146,0.10262013654818594,-0.6281266452068811
MAR,-0.9417694590499615,-1.464460689213901,-1.2993431142949639,-1.4272377137794867,-0.08312658089275794,-0.08193861162767045,-0.5828962554521904,-0.47887482284142063,
MCO,,,,,,,,,
MDA,-0.3866063513194003,0.04269779716306646,-0.3132421800218579,0.40082793224169627,-0.13034781702424672,-0.12344931072157365,-0.674046381524887,-0.9027683446394524,-0.11111108055986503
MDG,,,-1.2694612678018395,,-1.3041328294355572,-1.306504234897798,-0.7387613558541142,-1.4299179807216198,
MDV,-0.6159128523385454,-1.1182935456997565,-0.7614698774187243,-1.2696458477431778,-0.1640772714038821,-0.16496000981547537,-0.4270311550502666,-0.054981301043389406,
MEX,0.1323504667765597,-0.32477193979810204,-0.283360333528733,-0.2925762783180627,0.5374953796925322,0.5407218747808687,-0.11799292489239363,0.4341266087235704,-0.7315297581362844
MHL,,,,,,,-0.6004479040639441,-0.5440892108103492,
MKD,,,-0.13395110106311087,,0.44979879830548103,0.4473228018195873,-0.400596003306797,-0.0006359777359494237,
MLI,-2.317608465164831,-2.4230773943299933,-2.524498820513066,-2.026086804717461,-2.214828097685712,-2.2093619401901794,-0.7380076040732413,-1.419048916060132,
MLT,0.651307284872519,0.25039808327155333,0.49356767529250206,0.0541258269618168,0.9624865048759373,0.9558288657198949,0.306800043042383,0.8254129365371371,
MMR,-1.515035711597824,-1.475111985937413,-1.2694612678018395,-1.4587560869867486,-0.7442238867336106,-0.7461097971301128,-0.7562591650529484,-1.6581683386128676,
MNE,,,,,0.604954288451803,0.602987923421722,-0.3134299937901426,0.16239999218637052,
MNG,-0.5676377994924089,-0.4898670390125403,-1.1200520353362173,0.14868094658360237,-0.6767649779743399,-0.6838437484892588,-0.5750895405788643,-0.4517021611877007,
MOZ,-2.426227334068636,-2.1354923827951655,-2.2256803555818214,-1.8054581922666282,-2.2687952246931284,-2.2716279888310336,-0.7864092362878629,-2.321181282963635,
MRT,-1.3702105530594164,-1.7520457007487287,-1.7774526581849548,-1.4902744601940103,-0.8723958133762251,-0.8706418944118203,-0.6482034633235318,-0.7560359717093645,
MUS,-0.018509073367614707,-0.2928180496275656,-0.13395110106311087,-0.38713139793984797,0.24742207202766878,0.25014698112355077,-0.3175756285849433,0.1515309275248825,
MWI,-1.6296889621073962,-1.0490601169969276,-0.40288771950123087,-1.4587560869867486,-2.2283198794375663,-2.230117289737131,-0.7499061143284486,-1.5657812889902196,
MYS,0.24096933568036463,-0.12239730205137124,-0.3132421800218579,0.11716257337634042,0.41606934392584566,0.4161897774991606,-0.003099617722201823,0.5591208523306818,-0.8349328710656877
NAM,-0.44695016737707005,-0.2928180496275656,0.07522182438875995,-0.5762416371834188,-0.8926334860040063,-0.8913972439587718,-0.4869544216296591,-0.19084460931198935,
NER,-2.534846202972442,-2.540241658288627,-2.763553592458061,-2.0576051779247226,-2.1473691889264415,-2.147095891549326,-0.7701497335861769,-1.8972877611656032,
NGA,,,-1.3292249607880884,,-2.295778788196837,-2.292383338377985,-0.6678010096262262,-0.8647266183242445,
NIC,-0.7305661028481173,-0.8946163145060017,-0.7913517239118486,-0.8599069960487747,-0.008921781257560109,-0.009294888213340579,-0.6587021488428324,-0.8158158273475485,
NLD,1.272848590266517,1.2995508105374993,1.5394323025518566,0.9996770231796703,1.0029618501315005,0.9973395648137966,1.1462103298701527,1.2873481846503763,0.9229200487341671
NOR,1.4056049855933905,1.35280729415506,1.2107319911274885,1.377897501666812,1.036691304511136,1.0388502639076997,1.9748527341140243,1.5753783981798088,
NPL,-1.4184856059055524,-1.4271811506816083,-0.9706428028705951,-1.6163479530230576,-0.8993793768799334,-0.9017749187322477,-0.7378999252474023,-1.419048916060132,
NRU,,,,,,,,,
NZL,1.200436010997314,1.4912741515607173,1.5693141490449816,1.3148607552522882,0.9624865048759373,0.9558288657198949,0.4577657568686332,0.928669050821273,
OMN,,,-0.552296951966853,,0.2339302902758146,0.2397693063500742,1.2796782344975686,1.3416935079578163,
PAK,-1.3400386450305817,-1.8159534810898015,-1.9866255836368258,-1.4272377137794867,-0.6497814144706315,-0.6527107241688314,-0.6262369828523799,-0.6527798574252286,
PAN,0.23493495407459833,0.04269779716306646,-0.13395110106311087,0.2117176929981257,0.6521755245832925,0.6548762972891004,-0.31612196443611706,0.1569654598556259,-0.7315297581362844
PER,-0.04264659979068262,0.04269779716306646,0.1349855173750086,-0.00891091945270654,0.05853712750171065,0.05297116042751275,-0.47963226147260846,-0.17454101231975735,
PHL,-0.29609062723289564,-0.15435119222190827,-0.19371479404936004,-0.07194766586723016,-0.15733138052795578,-0.1545823350420003,-0.5805273212837329,-0.47344029051067665,
PLW,,,,1.1257505160087176,-0.2585197436668619,-0.25835908277675684,-0.12569196093988072,0.4232575440620818,
PNG,-1.3460730266363479,-1.7467200523869726,-1.8969800441574525,-1.395719340572225,-0.7577156684854648,-0.7564874719035879,-0.6462114050455107,-0.7506014393786206,
POL,0.5607915607860144,0.772311622723648,0.46368582879937775,0.9996770231796703,0.43630701655362614,0.4369451270461122,-0.17032483425013797,0.36891222075464186,-0.42132041934807474
PRK,,,,,-0.2585197436668619,-0.25835908277675684,,,
PRT,0.675444811295587,0.35158540214491873,1.0912046051549906,-0.2925762783180627,0.7938392329777612,0.7897860693442835,0.4066183145951176,0.8960618568368096,-0.42132041934807474
PRY,-0.2538499559925268,-0.4792157422890282,-0.4327695659943552,-0.41864977114710994,0.11925014538505359,0.11523720906836608,-0.47247161955431627,-0.15823741532752536,
PSE,,,-0.46265141248748004,,0.20020083589617924,0.19825860725617248,-0.6379201354559092,-0.7071251807326686,
QAT,0.8504418778628287,0.05334909388657861,0.5533313682787507,-0.3556130247325863,0.8140769056055431,0.8105414188912351,3.312439108685836,1.8797122087014722,
ROU,0.24096933568036463,0.2344211381862851,-0.283360333528733,0.6844932911070525,0.16647138151654386,0.16712558293574434,-0.22524103542801785,0.29282876812422587,-0.31791730641867155
RUS,0.2771756253149665,0.511354852997601,0.045339977895635625,0.9051219035578852,-0.22479028928722652,-0.22722605845633018,-0.15083496677328256,0.39065035007761784,-0.007707967630461833
RWA,-2.371917899616734,-1.7786739425575089,-1.6280434257193326,-1.7109030726448429,-3.3279000922136786,-3.3301508157255504,-0.7709573247799691,-1.9135913581578352,
SAU,0.43406954706490786,-0.2608641594570292,-0.07418740807686221,-0.3556130247325863,0.34186454429064783,0.34354605408483074,1.5624428311507303,1.444949622241953,
SDN,-1.690032778165066,-1.9810485803042395,-2.01650743012995,-1.6793846994375812,-1.135485557537381,-1.1404614385221874,-0.7062961898636616,-1.1201496378692124,
SEN,-1.7262390677996677,-1.9970255253895077,-2.0463892766230747,-1.7109030726448429,-1.1017561031577456,-1.1093284142017608,-0.717548627163835,-1.217971219822604,
SGP,0.7659605353820916,0.026720852077798236,0.015458131402511297,0.0541258269618168,0.9894700683796464,0.9869618900403215,1.6680219198858504,1.4775568162264163,0.3025013711577479
SLB,,,-1.3591068072812127,,-0.777953341113246,-0.7772428214505395,-0.7071576204703734,-1.1310187025307001,
SLE,-2.329677228376365,-1.842581722898582,-1.7475708116918303,-1.7109030726448429,-3.3211542013377513,-3.3197731409520745,-0.7587896174601645,-1.6962100649280754,
SLV,-0.4228126409540022,-0.6975673251210269,-0.283360333528733,-0.95446211567056,-0.035905344761268415,-0.04042791253376872,-0.5022448148987942,-0.23432086795794133,
SMR,,,,,,,,,
SOM,,,,,-2.0664184984153158,-2.0640744933615203,,,
SRB,0.2651068621034332,0.4048418857624795,0.3142765963337556,0.4638646786562202,0.40257756217399077,0.4058121027256855,-0.4038263680819664,-0.006070510066693422,
SSD,,,,,-2.133877407174587,-2.1367182167758503,,,
STP,-1.0926289991941358,-1.1023166006144882,-0.8511154168980973,-1.1750907281213925,-0.5418471604557991,-0.5385563016605998,-0.7131876347173564,-1.1799294935073954,
SUR,,,-0.10406925456998653,,-0.022413563009414262,-0.01967256298681712,-0.30842292838863,0.1678345245171145,
SVK,0.5969978504206163,0.7190551391060872,0.1349855173750086,1.188787262423241,0.4565446891814074,0.4577004765930638,-0.04827088516165399,0.5102100613539858,-0.11111108055986503
SVN,0.8021668250166928,0.8202424579794526,0.3142765963337556,1.220305635630503,0.7061426515907092,0.7067646711564786,0.22270288006213954,0.7601985485682097,0.3025013711577479
SWE,1.254745445449216,1.2942251621757426,1.3601412235931107,1.1257505160087176,1.137879667650042,1.1426270116424564,0.8309267278136189,1.1406158117202896,
SWZ,-0.8572881165692238,-0.9265702046765381,-0.6419424914462265,-1.0174988620850836,-1.3513540655670475,-1.3583926087651763,-0.47920154616925253,-0.17454101231975735,
SYC,,,0.045339977895635625,,0.31488098078693955,0.3124130297644041,0.036903066076979296,0.5971625786458897,
SYR,-0.4348814041655361,-0.8307085341649284,-0.5821787984599773,-0.9229437424632984,0.43630701655362614,0.4369451270461122,-0.5513463594813692,-0.3756187085572853,
TCD,,,-2.4049714345405673,,-2.12713151629866,-2.1263405420023744,-0.755559252684995,-1.6472992739513792,
TGO,-1.436588750722853,-1.144921787508537,-0.9108791098843465,-1.2066091013286544,-1.4120670834503903,-1.4102809826325544,-0.745006727752775,-1.5005669010212919,
THA,-0.21764366635792495,-0.702892973482783,-0.5821787984599773,-0.7023151300124658,0.2339302902758146,0.22939163157659914,-0.2977088852176515,0.18413812150934591,-0.9383359839950909
TJK,-0.7305661028481173,0.298328918527358,-0.49253325898060435,0.9996770231796703,-0.4541505790687471,-0.45553490347279413,-0.7533518367552959,-1.6146920799669153,
TKM,,,,,-0.5216094878280179,-0.5178009521136482,-0.549354301203348,-0.37018417622654126,
TLS,,,,,-1.3513540655670475,-1.3480149339917005,-0.3870284712510855,0.026536683917770566,
TON,0.09614417714195718,0.5699369849769178,0.583213214771875,0.5269014250707436,0.2406761811517417,0.2397693063500742,-0.5749280223401059,-0.4517021611877007,
TTO,0.21079742765152973,0.13855946767467578,-0.13395110106311087,0.40082793224169627,0.03829945487393017,0.042593485654037685,-0.1382365441501219,0.40695394706985044,-0.9383359839950909
TUN,-0.23574681117522586,-0.5750774128006375,0.015458131402511297,-0.985980488877822,0.40257756217399077,0.4058121027256855,-0.47731716671707036,-0.16910647998901338,
TUR,-0.24178119278099286,-0.7614751054620997,-0.6120606449531022,-0.7653518764269894,-0.042651235637195486,-0.04042791253376872,-0.12122328966756303,0.4286920763928258,-0.5247235322774779
TUV,,,,,-0.5081177060761637,-0.5074232773401723,-0.5864496567048767,-0.49517841983365324,
TZA,-1.7081359229823663,-1.554996711363754,-1.8969800441574525,-1.0490172352923457,-1.9045171173930666,-1.9084093717593855,-0.736446261098576,-1.4027453190678998,
UGA,-1.9133048975784441,-1.4804376342991692,-1.5383978862399594,-1.238127474535916,-2.444188387467232,-2.4480484599801198,-0.7588972962860034,-1.6962100649280754,
UKR,0.03580036108428741,0.5646113366151617,0.19474921036125778,0.873603530350623,-0.035905344761268415,-0.04042791253376872,-0.566152198034229,-0.42452949953398067,
