Country,Human Development Index (HDI),[Education] Education Index,[Education] Expected years of schooling (years),[Education] Mean years of schooling (years),[Health] Life expectancy Index,[Health] Life expectancy at birth (years),[Income_composition of resources] Gross national income (GNI) per capita (2011 PPP$),[Income_composition of resources] Income Index
AFG,-1.6417577253189304,-1.634881436790095,-1.4786341932537106,-1.5848295798157956,-1.1152478849095997,-1.1093284142017608,-0.7514674573031138,-1.5875194183131953
AGO,-1.3641761714536496,-1.3526220736170234,-1.598161579226208,-0.95446211567056,-1.816820536006015,-1.8150102987981047,-0.6424426461411464,-0.7288633100556445
ALB,0.20476304604576342,0.14388511603643186,-0.22359664054248435,0.49538305186348186,0.7061426515907092,0.7067646711564786,-0.433222687536008,-0.0658503657048774
AND,0.995267036401236,0.33028280869789445,-0.2534784870356087,0.8420851571433614,1.225576249037094,1.2256484098302614,1.8452074278038924,1.5373366718646009
ARE,0.9530263651608673,0.30898021525087016,0.19474921036125778,0.40082793224169627,0.7263803242184904,0.7275200207034302,4.455557523792448,1.8797122087014722
ARG,0.7237198641417227,0.9746862604703782,1.3601412235931107,0.5899381714852674,0.6656673063351475,0.6652539720625769,-0.1343601064199186,0.4123884794005938
ARM,0.10217855874772483,0.44744707265652806,-0.2534784870356087,1.0627137695941942,0.44979879830548103,0.4473228018195873,-0.5761663288372542,-0.45713669351844527
ATG,,,,0.49538305186348186,0.6386837428314385,0.6444986225156253,0.14845832964616273,0.7004186929300251
AUS,1.502155091285662,1.6776718442221799,2.674942469290585,1.377897501666812,1.2930351577963648,1.2982921332445911,1.144487468656729,1.2819136523196328
AUT,1.1280234317281101,0.7989398645324284,0.8820316797031194,0.6844932911070525,1.1513714494018963,1.1530046864159313,1.3277029908217537,1.3579971049500488
AZE,0.0659722691131223,0.43679577593301594,-0.22359664054248435,0.9996770231796703,-0.022413563009414262,-0.01967256298681712,-0.5059597343902391,-0.23975540028868533
BDI,-2.0460612929053172,-1.9384433934101912,-1.9567437371437013,-1.6793846994375812,-1.641427373231911,-1.6385898276490185,-0.7720879524512785,-1.9407640198115552
BEL,1.3693986959587887,1.4273663712196445,2.0474236929349727,0.9366402767651469,1.0906584315185526,1.090738637775078,1.2737558990764246,1.3362589756270729
BEN,-1.3822793162709504,-1.3685990187022916,-1.0304064958568437,-1.4902744601940103,-1.196198575420724,-1.2027274871630413,-0.7180870212930299,-1.217971219822604
BFA,-2.124508253780288,-2.2739592402008233,-2.3452077415543187,-1.9315316850956754,-1.6616650458596913,-1.65934517719597,-0.7470526254437156,-1.5277395626750117
BGD,-0.9960788935018643,-1.1076422489762443,-1.1200520353362173,-0.95446211567056,-0.10336425352053917,-0.10269396117462205,-0.7110340582005767,-1.1581913641844201
BGR,0.5004477447283446,0.6764499522120386,0.46368582879937775,0.8420851571433614,0.44305290742955394,0.4369451270461122,-0.22367969245335265,0.29826330045497046
BHR,0.8323387330455276,0.3622366988684303,0.4338039823062529,0.3062728126199113,0.7263803242184904,0.7275200207034302,1.4424347797531871,1.4014733635960008
BHS,0.7659605353820916,0.6817756005737947,0.16486736386813344,1.0942321428014559,0.5442412705684601,0.5510995495543438,0.46546479291612025,0.934103583152017
BIH,0.1987286644399958,0.021395203716042754,0.16486736386813344,-0.07194766586723016,0.7263803242184904,0.7275200207034302,-0.381806048197895,0.03740574857925796
BLR,0.3013131517380344,0.628519116956234,0.7027406007443728,0.5269014250707436,-0.015667672133487184,-0.01967256298681712,-0.31703723445574844,0.1569654598556259
BLZ,0.22286619086306436,0.591239578423942,0.2246310568543821,0.873603530350623,0.06528301837763772,0.06334883520098782,-0.43300732988433005,-0.0658503657048774
BOL,-0.20557490314639099,0.35158540214491873,0.852149833209995,-0.10346603907449212,-0.5823225057113608,-0.5800670007545022,-0.5777276718119193,-0.46257122584918925
BRA,0.24096933568036463,0.09062863241887112,0.6728587542512485,-0.38713139793984797,0.34186454429064783,0.34354605408483074,-0.2044051826281752,0.32543596210869047
BRB,0.6271697584494511,0.6711243038502832,0.7923861402237464,0.5269014250707436,0.604954288451803,0.602987923421722,-0.04563275392859898,0.5156445936847304
BRN,1.043542089247372,0.4421214242947714,0.583213214771875,0.3062728126199113,0.8208227964814695,0.8209190936647117,3.7887025553716445,1.8797122087014722
BTN,,,-0.8809972633912216,,-0.4811341425724547,-0.4866679277932215,-0.5896261820671267,-0.5060474844951406
BWA,-0.4831564570116719,0.09595428078062719,0.015458131402511297,0.18019931979086404,-1.8910253356412128,-1.8876540222124347,-0.2645976462721651,0.23848344481678588
CAF,-2.076233200934152,-1.6828122720458996,-1.807334504678079,-1.3642009673649633,-2.504901405350575,-2.510314508620974,-0.7679423176564778,-1.8538115025196513
CAN,1.3693986959587887,1.3421559974315473,1.2107319911274885,1.3463791284595499,1.225576249037094,1.2256484098302614,1.2293922228307648,1.3199553786348408
CHE,1.4538800384395256,1.251619975281694,1.0015590656756173,1.377897501666812,1.3132728304241452,1.308669808018066,2.076555385118941,1.6025510598335289
CHL,0.7176854825359558,0.6391704136797461,0.6429769077581242,0.6214565446925291,0.9827241775037193,0.9869618900403215,-0.026950477645535924,0.5319481906769618
CHN,-0.19350613993485705,-0.3727027750539067,-0.46265141248748004,-0.22953953190353907,0.5442412705684601,0.5510995495543438,-0.5579686072704665,-0.39735683788026127
CIV,-1.5271044748093576,-1.3685990187022916,-1.3292249607880884,-1.238127474535916,-2.194590425057931,-2.1886065906432286,-0.6712467320530736,-0.8864647476472205
CMR,-1.1891791048864075,-0.9531984464853185,-1.0602883423499687,-0.7338335032197277,-1.6953945002393271,-1.6904782015163966,-0.6682317249295822,-0.8647266183242445
COD,-1.8469266999150074,-1.304691238361219,-1.3292249607880884,-1.112053981706869,-1.641427373231911,-1.6489675024224941,-0.7810791344088334,-2.158145313041315
