Country,Human Development Index (HDI),[Education] Education Index,[Education] Expected years of schooling (years),[Education] Mean years of schooling (years),[Health] Life expectancy Index,[Health] Life expectancy at birth (years),[Income_composition of resources] Gross national income (GNI) per capita (2011 PPP$),[Income_composition of resources] Income Index
AFG,,-1.7626969974722408,-1.657925272212457,-1.6478663262303193,-1.2366739206762865,-1.2442381862569438,,
AGO,-1.5331388564151245,-1.4804376342991692,-1.8670981976643282,-0.95446211567056,-2.052926716663462,-2.0536968185880444,-0.6669395790195144,-0.8592920859935005
ALB,0.12631608517079207,0.05867474224833468,-0.3132421800218579,0.40082793224169627,0.6521755245832925,0.6548762972891004,-0.4694566124308248,-0.14736835066603737
AND,0.675444811295587,-0.21293332420122507,-0.283360333528733,-0.10346603907449212,1.1648632311537497,1.1633823611894079,1.6060527556155173,1.4558186869034409
ARE,0.8926825491031974,0.2131185447392608,0.10510367088188427,0.3062728126199113,0.6724131972110738,0.6756316468360519,4.771379519978177,1.8797122087014722
ARG,0.729754245747489,0.9480580186615978,1.3601412235931107,0.5269014250707436,0.6251919610795843,0.6237432729686737,-0.07212174508498809,0.4830373997002658
ARM,-0.018509073367614707,0.4208188308477477,-0.283360333528733,1.031195396386932,0.39583167129806446,0.395434427952209,-0.6315670847314094,-0.6799525190789486
ATG,,,,0.4638646786562202,0.5982083975758767,0.602987923421722,0.1370982135201503,0.6895496282685372
AUS,1.4780175648625942,1.6936487893074474,2.4956513903318394,1.4094158748740737,1.2323221399130204,1.2360260846037379,1.0604979845023246,1.249306458335169
AUT,1.170264102968479,0.9374067219380863,1.3003775306068621,0.5584197982780053,1.0906584315185526,1.090738637775078,1.2699871401720604,1.3362589756270729
AZE,-0.04264659979068262,0.36756234723018694,-0.3431240265149822,0.9996770231796703,-0.09661836264461135,-0.09231628640114699,-0.5579686072704665,-0.39735683788026127
BDI,-2.130542635386055,-2.0875615475393605,-2.195798509088697,-1.7424214458521046,-1.6819027184874733,-1.6801005267429217,-0.7706342883024523,-1.9081568258270911
BEL,1.333192406324186,1.3847611843255958,1.987659999948723,0.873603530350623,1.043437195387063,1.049227938681175,1.2386526018529171,1.325389910965585
BEN,-1.478829421963222,-1.5123915244697055,-1.2993431142949639,-1.5217928334012722,-1.2771492659318495,-1.2753712105773705,-0.7193791672030977,-1.2342748168148354
BFA,-2.2029552146552587,-2.321890075456628,-2.4348532810336923,-1.9315316850956754,-1.7763451907504524,-1.7734995997042025,-0.7508752237609994,-1.5820848859824517
BGD,-1.0745258543768346,-1.1875269744025854,-1.2096975748155905,-0.985980488877822,-0.21804439841129947,-0.21684838368285364,-0.7165256783183648,-1.2071021551611154
BGR,0.403897639036073,0.5965652267856976,0.3441584428268799,0.779048410728838,0.3890857804221366,0.38505675317873395,-0.30600015480725296,0.1732690568478579
BHR,0.8263043514397613,0.3569110505066748,0.4338039823062529,0.3062728126199113,0.692650869838855,0.686009321609527,1.4997737545124439,1.4232114929189763
