Country,Human Development Index (HDI),[Education] Education Index,[Education] Expected years of schooling (years),[Education] Mean years of schooling (years),[Gender] Female share of employment in senior and middle management (%),"[Gender] Share of employment in nonagriculture, female (% of total employment in nonagriculture)",[Gender] Total unemployment rate (female to male ratio),[Gender] Youth unemployment rate (female to male ratio),[Health] Life expectancy Index,[Health] Life expectancy at birth (years),[Income_composition of resources] Gross national income (GNI) per capita (2011 PPP$),[Income_composition of resources] Income Index,"[Work, employment and vulnerability] Employment in agriculture (% of total employment)","[Work, employment and vulnerability] Employment in services (% of total employment)","[Work, employment and vulnerability] Employment to population ratio (% ages 15 and older)","[Work, employment and vulnerability] Unemployment, total (% of labour force)","[Work, employment and vulnerability] Unemployment, youth (% ages 15–24)","[Work, employment and vulnerability] Vulnerable employment (% of total employment)"
BGR,0.21683180925729673,0.31430586361262625,0.1349855173750086,0.4638646786562202,,0.9560779514342754,-0.40282278729396415,-0.5720588789237825,0.33511865341472,0.3331683793113557,-0.39370455845310226,0.01566761925628257,-0.5555845448015402,-0.18276276131210606,-1.0239290847736489,2.05117094082432,1.893827917610298,-1.0855836491993136
BHR,0.5849290872090823,0.04269779716306646,0.5533313682787507,-0.3556130247325863,,-1.8623129385522004,0.7867186486296766,0.1940854673504249,0.47678236180918937,0.4784558261400139,1.2004804580929986,1.3090863139733528,-1.0811958189512925,0.9389832513366757,0.24978661331513327,-0.3201811636170083,0.5479440849557584,-1.3187009856367116
BHS,,,0.07522182438875995,,,0.7312983099016122,-0.4218554502687424,-0.09321866250240222,0.30138919903508465,0.30203535499092904,0.6673625913642081,1.053663294428385,-0.9699350382918559,1.441834912179233,0.5596093506880805,0.6028954944876698,0.3747894398189171,-0.9967770448422095
BIH,,,,,,-0.27156470616719536,-0.17443083159662512,-0.04533464086026419,0.2744056355313771,0.2709023306705009,-0.7327313416071313,-1.364703592752692,0.5800427336533992,-1.1642905223797897,-1.2735085121018561,1.4623116934127154,1.4451999733921184,-0.48243879460731576
BLR,,,0.28439474984063073,,,1.0511770305442487,0.02541212963854649,0.385621553918977,0.2339302902758146,0.22939163157659914,-0.36247769895979803,0.07544747489446595,-0.32155324755238046,-0.5357259463265932,0.12929999322565397,-1.2114275921318702,-1.2937916860451908,-1.3557037374521714
BLZ,-0.024543454973382353,0.021395203716042754,-0.2534784870356087,0.3062728126199113,,-0.012203581321814132,-0.8691230301760313,-1.1466671386294383,0.31488098078693955,0.3124130297644041,-0.5195272664459506,-0.27779712660389333,-0.09519510759007828,0.039652396368255884,-0.10306705980405657,-0.7339741482846228,-0.9002584016432785,-0.5749456741459658
BOL,-0.6762566683962151,-0.21825897256298057,-0.07418740807686221,-0.2925762783180627,,0.13476772275723486,0.08251011856288129,0.385621553918977,-1.2838951568077768,-1.2857488853508463,-0.6127232902095879,-0.5984345341177886,0.40739669469910095,-0.5405610584500794,0.6112464735835712,-0.39975673759154956,-0.5460784456815575,-0.03840577282179595
BRA,-0.24178119278099286,-0.5484491709918571,0.19474921036125778,-1.112053981706869,,-0.2456285936826575,0.24428775384849638,0.6250416621296672,-0.2382820710390807,-0.23760373322980524,-0.2690663175444828,0.23304891248604248,-0.11437800080722253,0.11701419034403399,-0.11167324695330462,0.2686780837945966,0.18589346330599907,-0.175315954538998
BRB,0.3797601126130051,0.2876776218038459,0.3441584428268799,0.24323606620538737,,0.61890848913528,-0.08878384821012292,0.28985351063470094,0.3755939986702832,0.3746790784052574,-0.10668664817930072,0.4449956733850578,-0.9622618810049982,1.0937068392882319,-0.46452692007249446,2.3217278923377602,1.8702159205461835,-1.0078778703868476
BRN,0.7961324434109265,0.09595428078062719,0.16486736386813344,0.0541258269618168,,-0.5741526851534734,0.053961124100713895,-0.04533464086026419,0.5374953796925322,0.5407218747808687,3.7837493293830513,1.8797122087014722,-1.0965421335250078,1.1710686332640097,0.3960917948523585,-0.5907381151304485,-0.29421714366433377,-1.2890987841843433
BTN,,,-1.8372163511712036,,,-1.801795342754945,0.015895798151157357,-0.2847547490709543,-1.486271883085588,-1.4933023808203594,-0.7004276938554372,-1.0766733792232601,2.0954912978077944,-1.7638444256920696,0.49075985349409246,-1.1159369033624207,-1.0970250438442346,1.6933230121417313
BWA,-0.4047094961367012,-0.5324722259065889,-0.4327695659943552,-0.5132048907688952,,0.17799457689813172,0.09202645005027042,0.9123457919824953,-0.7104944323539752,-0.7149767728096854,-0.3474026633423408,0.10262013654818594,-0.44048718549867466,0.1895408721963259,-0.32682792568451785,0.8575373312062019,0.6266507418361408,-0.2530217333514638
CAF,-2.070198819328385,-1.9757229319424836,-2.0463892766230747,-1.6793846994375812,,-0.7902869558579578,-0.21249615754618165,-0.18898670578667828,-2.039434934911608,-2.0329414690410936,-0.7607278363252661,-1.7288172589125392,2.072471825947221,-2.0636213773482095,0.8866444623595243,-0.35201139320682484,-0.5067251172413663,1.1382817349098315
CAN,1.1944016293915463,1.2782482170904743,1.5693141490449816,0.9051219035578852,,0.5843270058225626,-0.4789534391930771,-1.0987831169873004,0.9827241775037193,0.9869618900403215,0.7652964834647604,1.108008617735825,-1.0044642460827153,1.1178823999056624,0.16372474182264798,0.3005083133844133,-0.15254516127964532,-1.1373875017409574
CHE,1.0797483788819744,0.6551473587650144,0.5533313682787507,0.7160116643143142,,0.3509019934617192,0.6439736763188398,-0.09321866250240222,1.0097077410074276,1.007717239587273,1.774516278640602,1.5155985425416243,-1.0083008247261442,0.847116120990439,0.8350073394640337,-1.0522764441827877,-1.1521197036605024,-1.0374800718392154
CHL,0.33751944137263623,0.3196315119743823,0.4338039823062529,0.2117176929981257,,-0.31479156030809224,-0.2505614834957382,0.05043340242401187,0.6251919610795843,0.6237432729686737,-0.33803460549434955,0.11892373354041792,-0.44048718549867466,0.24272710555467336,-0.5591949787142284,-0.5111625411559073,-0.4358891260490221,-0.4861390697888618
CHN,-0.8753912613865248,-0.8892906661442452,-0.8809972633912216,-0.7653518764269894,,0.48058255588440985,-0.5170187651426337,-0.8114789871344721,0.15297959976468897,0.1463702333887942,-0.7219096196103137,-1.256012946137812,0.9483542834225684,-1.5559346043821662,1.5235023114039161,-0.558907885540632,-0.5460784456815575,1.0420745801896356
CIV,-1.6176201988958623,-1.8106278327280454,-1.717688965198706,-1.6793846994375812,,-0.3234369311362717,0.24428775384849638,1.1038818785510474,-1.648173264107838,-1.6489675024224941,-0.6685547614070991,-0.8701611506549886,0.8179106095459876,-0.34715657351063434,0.4821536663448438,-0.2724358192322836,-0.6641384310021312,1.4676062260674254
CMR,-1.3219355002132807,-1.256760403105414,-1.1200520353362173,-1.2066091013286544,,0.14341309358541435,0.034928461125935624,0.433505575561115,-1.6751568276115463,-1.6801005267429217,-0.6674779731487093,-0.8592920859935005,1.4701289789288923,-1.2706629890964845,1.2050733868817203,-0.06553932689847645,-0.28634647797629553,1.5342111793352533
COD,-1.8227891734919395,-1.6615096785988754,-1.508516039746835,-1.5848295798157956,,-0.4617628643871418,-0.0031368648236209137,0.0025493807818738404,-1.944992462648629,-1.949920070853288,-0.7494753990250926,-1.560346756659475,2.1185107696683674,-2.049116040977751,1.0157372695982523,-0.7658043778744393,-0.8372930761389726,0.8089572437522377
COG,-0.7245317212423503,-0.6549621382269784,-0.22359664054248435,-0.9229437424632984,,0.6448446016198184,-0.2791104779579054,-0.5720588789237825,-1.2973869385596302,-1.2961265601243221,-0.495407209458019,-0.21258273863496535,0.31148222861337976,-0.5163854978326488,-0.2751908027890272,1.9238500224650543,1.760026600913648,1.5120095282459776
COL,-0.36246882489633236,-0.7454981603768318,-0.7913517239118486,-0.5762416371834188,,-0.3234369311362717,0.2633204168232746,0.337737532276839,0.0450453457498565,0.042593485654037685,-0.41997819195781344,-0.03867770405115741,-0.14890720859808226,0.13635463883797844,-0.7829558445946904,0.2686780837945966,0.10718680642561663,0.3501231212405339
COM,,,-1.1200520353362173,,,-0.816223068342496,-0.2981431409326837,-0.9551310520608862,-1.121993775785526,-1.1197060889752357,-0.7316007139358219,-1.3483999957604598,0.9982298057871436,-0.9998967101812615,-1.4370260679375788,-0.5748230003355403,-0.6090437711858635,1.0938784327312794
CPV,,,,,,-1.1879740139542092,-0.19346349457140338,0.0025493807818738404,-0.2922491980464973,-0.2894921070971835,-0.6672626154970314,-0.8592920859935005,1.9074989442797807,-1.894392453026195,-0.2579784284905299,0.539235035308037,-0.0187438445829951,0.4722322022315517
CRI,0.03580036108428741,-0.3354232365216142,-0.49253325898060435,-0.13498441228175379,,-0.2456285936826575,0.14912443897460523,0.14620144570828794,0.8140769056055431,0.8105414188912351,-0.4021573462814622,-0.0006359777359494237,-0.18727299503237074,-0.09089563096586935,-0.20634130559503858,-0.4793323115660908,-0.5145957829294046,-0.5009401705150458
CUB,0.09010979553619088,0.2557237316333094,0.1349855173750086,0.36930955903443463,,0.03966864364726223,-0.06975118523534464,-0.4284068139973684,0.6993967607147829,0.6963869963830035,-0.5758971317726567,-0.45713669351844527,-0.31771666890895156,0.382945357135771,-1.0411414590721462,0.20501762461496362,0.05209214660934898,-1.1780905287379635
CYP,0.48234459991104367,-0.13304859877488398,-0.7315880309255994,0.4323463054489585,,0.013732531162723743,-0.4789534391930771,-0.18898670578667828,0.9017734869925944,0.9039404918525166,0.4418831300573836,0.9177999861597851,-0.920059515927281,0.682722308791911,0.09487524462865998,-0.8931252962337053,-0.9081290673313167,-0.5564442982382357
CZE,0.4280351654591409,0.16518770948345615,0.015458131402511297,0.3062728126199113,,0.5670362641662036,-0.5741167540669684,-0.9072470304187482,0.42956112567769983,0.42656745227263565,0.14781225669112885,0.7004186929300251,-0.9008766227101367,-0.22144365829999493,0.20675567756889063,-0.9727008702082465,-1.0340597183399287,-1.1891913542826016
DEU,0.9288888387377999,0.6764499522120386,0.8820316797031194,0.4638646786562202,,0.2385121726953876,0.07299378707549216,-0.14110268414454025,0.8005851238536882,0.80016374411776,0.9658482965898609,1.2058301996892162,-1.015973982013002,0.2620675540486178,-0.08585468550555928,-0.4952474263609991,-0.9710943928356227,-1.2520960323688832
DJI,,,-2.7037898994718117,,,-0.16782025622904323,-0.10781651118490118,-0.23687072742881632,-1.1557232301651614,-1.1612167880691389,-0.7069422628186955,-1.125584170199956,0.01606567306935828,-0.23111388254696733,0.12929999322565397,-0.2406055896424671,-0.5145957829294046,0.22801404024951605
DMA,,,-0.07418740807686221,,,,,,0.8208227964814695,0.8209190936647117,-0.46315740111924447,-0.13649928600454939,,,,,,
DNK,0.8987169307089651,0.6498217104032583,0.7326224472374973,0.5584197982780053,,0.75723442238615,-0.18394716308401426,-0.09321866250240222,0.7331262150944174,0.7275200207034302,0.9832922663757757,1.211264732019961,-0.9545887237181405,0.8567863452374114,0.3100299233598732,0.10952693584551419,-0.4988544515533281,-1.2039924550087855
DOM,-0.31419377205019655,-0.4525875004802478,-0.044305561583737885,-0.7338335032197277,,0.19528531855449072,0.6059083503692833,0.9123457919824953,0.03829945487393017,0.03221581088056115,-0.5299721125523317,-0.3104043205883573,-0.24098509604037457,-0.04737962185449428,0.12929999322565397,-0.1291997860781095,-0.29421714366433377,-0.031005222458703848
DZA,-0.44695016737707005,-0.9745010399323425,-0.6120606449531022,-1.1435723549141308,,-2.4415527840402182,1.0151106043270157,0.385621553918977,-0.10336425352053917,-0.10269396117462205,-0.3053540818522191,0.1732690568478579,-0.31004351162209387,0.08800351760311716,-1.9103663611462478,1.9397651372599627,1.6498372812811122,-0.22341953189909589
ECU,-0.054715363002217236,-0.15435119222190827,-0.014423715090613558,-0.22953953190353907,,0.07425012695997961,0.37751639467194426,0.7208097054139432,0.15297959976468897,0.15674790816226927,-0.4273541915277836,-0.054981301043389406,0.18487513338022757,-0.21177343405302254,0.23257423901663657,-0.4156718523864579,-0.45950112311313684,-0.09390990054498592
EGY,-0.6340159971558457,-0.9904779850176106,-0.5821787984599773,-1.2066091013286544,,-1.810440713583124,2.090456062401987,1.5348380733302887,-0.3124868706742778,-0.3102474566441351,-0.49960668366573924,-0.22345180329645334,0.027575408999644852,-0.2794650037818286,-1.3165394478480987,0.18910250982005541,0.666004070276332,-0.3788310895240278
ERI,,,,,,-0.8508045516552136,-0.2505614834957382,-0.18898670578667828,-1.864041772137504,-1.866898672665483,-0.7570667562467408,-1.6690374032743553,2.0954912978077944,-2.0249404803603204,1.6956260543888866,-0.2724358192322836,-0.5067251172413663,0.6350443102195759
ESP,0.6573416664782861,0.16518770948345615,0.7625042937306221,-0.32409465152532435,,-0.5222804601843971,0.5012287040080028,0.5771576404875292,0.9759782866277922,0.9765842152668465,0.48931565283945433,0.9504071801442496,-0.7781061061204134,0.3200888995304515,-1.3251456349973474,1.1917547418992749,1.0123133605500148,-0.6526514529584317
EST,0.4401039286706749,0.5220061497211125,0.3441584428268799,0.6529749178997908,,1.0079501764033518,-0.3171758039074619,0.1940854673504249,0.11250425450912725,0.11523720906836608,-0.010367938466332983,0.5536863199999371,-0.432814028211817,-0.28430011590531445,0.3960917948523585,-1.1000217885675123,-1.1363783722844258,-1.2076927301903315
ETH,,,-2.673908052978688,,,1.0165955472315313,1.205437234074798,2.3009824196044972,-2.12713151629866,-2.1263405420023744,-0.7793024337824902,-2.109234522064619,2.2873202299792372,-2.0249404803603204,1.5579270600009094,-0.8453799518489805,-1.0576717154040434,1.9375411741237674
FIN,0.7961324434109265,0.5433087431681374,1.0314409121687416,0.08564420016907875,,0.8955603556370202,-0.7263780578651944,-0.8114789871344721,0.77360156034998,0.7794083945708085,0.5951639386391718,1.015621568113177,-0.8318182071284173,0.615030739063105,0.18093711612114527,-0.3042660488221001,-0.22338115247198956,-0.8931693397589217
FJI,-0.024543454973382353,0.3036545668891141,0.2246310568543821,0.40082793224169627,,-0.6346702809507293,0.3109020742602203,0.7208097054139432,-0.23153618016315286,-0.23760373322980524,-0.4918538082053327,-0.20714820630422134,0.8677861319105629,-0.7001197585251214,-0.06864231120706196,-0.39975673759154956,-0.302087809352372,0.072602482624584
FRA,0.8021668250166928,0.3835392923154552,0.7923861402237464,0.02260745375455513,,0.33361125180536083,0.17767343343677264,0.28985351063470094,0.9152652687444492,0.9143181666259916,0.8010996930562213,1.1243122147280569,-0.9699350382918559,0.7697543270146612,-0.6280444759082164,0.10952693584551419,0.12292813780169307,-1.0559814477469456
FSM,,,,,,,,,-0.17082316227980993,-0.1753376845889519,-0.6345820918549009,-0.6908215837404366,,,,,,
GAB,-0.18143737672332308,-0.5218209291830768,0.045339977895635625,-0.9229437424632984,,-1.0323573390469802,-0.5836330855543574,-0.47629083563950647,-0.7037485414780482,-0.7045990980362097,0.266366643939846,0.7928057425526737,0.5301672112888239,-0.16825742494164747,-1.6091498109225493,1.4782268082076233,1.9016985832983362,0.4093275241452699
GBR,0.8021668250166928,0.5166805013593571,0.6429769077581242,0.36930955903443463,,0.4892279267125893,-0.5836330855543574,-1.0508990953451622,0.8208227964814695,0.8209190936647117,0.6062548577005867,1.0210561004439216,-1.0850323975947214,0.8181054482495225,-0.051429936908565274,0.02995136187097296,-0.3099584750404102,-1.0781830988362215
GEO,,,0.19474921036125778,,,0.9474325806060965,-0.5931494170417466,-0.23687072742881632,0.2339302902758146,0.22939163157659914,-0.4867929033909006,-0.19084460931198935,0.20022144795394292,0.15085997520843702,0.22396805186738794,0.20501762461496362,0.46923742807537594,-0.11981182681580803
GHA,-1.1771103416748732,-1.0490601169969276,-1.239579421308715,-0.7338335032197277,,0.9474325806060965,-0.18394716308401426,0.05043340242401187,-1.121993775785526,-1.1197060889752357,-0.7059193139732252,-1.1201496378692124,0.9752103339265705,-0.9708860374403446,1.239498135478715,-0.5907381151304485,-0.687750428066246,1.5675136559691676
GIN,-2.263299030712928,-2.412426097606481,-2.614144359992439,-1.963050058302937,,0.3595473642898987,-0.7454107208399726,-1.2903192035558524,-1.8100746451300878,-1.804632624024629,-0.7472679830953936,-1.533174095005755,1.5545337090843265,-1.2609927648495123,0.44772891774784984,-0.622568344720265,-0.9710943928356227,1.9301406237606753
GMB,-1.9193392791842108,-2.076910250815849,-1.9567437371437013,-1.9000133118884135,,-0.6000887976380116,0.4536470465710571,1.5348380733302887,-1.6076979188522755,-1.6074568033285919,-0.7303085680257542,-1.337530931098972,0.12348987508536594,0.02998217212128383,-0.44731454577399776,0.10952693584551419,-0.39653579760883084,1.2714916414454878
GNB,,,-2.3153258950611946,,,-0.9459036307651866,-0.20297982605879253,-0.18898670578667828,-1.9247547900208481,-1.9291647213063372,-0.7399996623512624,-1.4407870453831078,2.126183926955225,-2.010435143989862,0.9641001467027617,-0.3201811636170083,-0.4988544515533281,1.1863853122699293
GNQ,,,,,,-0.5827980559816529,-0.20297982605879253,-0.23687072742881632,-2.0057054805319727,-2.001808444720666,-0.750390669044724,-1.5712158213209637,1.9995768317220735,-2.0249404803603204,0.03463193458392003,-0.4315869671813661,-0.5145957829294046,0.8274586196599676
GRC,0.651307284872519,0.24507243490979727,0.3441584428268799,0.14868094658360237,,-0.6778971350916262,1.1483392451504633,1.5827220949724268,0.9220111596203756,0.9246958413994683,0.3498715733779751,0.8580201305216016,-0.32155324755238046,0.12668441459100638,-0.9808981490274062,-0.11328467128320116,0.42201343394714635,0.05410110671685401
GRD,,,0.3142765963337556,,,,,,0.07877480012949188,0.08410418474793942,-0.42848481919909287,-0.054981301043389406,,,,,,
GTM,-1.0383195647422332,-1.539019766278486,-1.5383978862399594,-1.3326825941577014,,-0.254273964510837,0.4155817206215008,1.1996499218353236,-0.5418471604557991,-0.5385563016605998,-0.5357329297347171,-0.3267079175805893,-0.6514990108872615,0.1847057600728397,0.23257423901663657,-0.8294648370540723,-0.9396117300834697,0.9384668751063479
GUY,-0.7366004844538849,-0.3514001816068824,-0.46265141248748004,-0.16650278548901545,,-0.2888554478235543,0.6820390022683963,0.8644617703403573,-0.4743882516965283,-0.4762902530197457,-0.7094727152259115,-1.1473222995229324,0.22707749845794498,-0.41484814323944,-0.4559207329232458,0.6506408388723945,0.823417384037097,-0.02360467209561201
HKG,0.7900980618051588,0.3569110505066748,0.3441584428268799,0.36930955903443463,,-0.0813665479472495,-0.5360514281174119,-0.9551310520608862,1.0097077410074276,1.007717239587273,0.6577791758645388,1.048228762097641,-1.142581077246154,0.7117329815328275,0.4391227305986012,-1.0522764441827877,-1.0812837124681582,-1.2409952068242454
HND,-0.8814256429922918,-1.176875677679073,-0.9407609563774708,-1.238127474535916,,0.9733686930906343,0.3109020742602203,1.4390700300460126,-0.08312658089275794,-0.08193861162767045,-0.6551487475901461,-0.7940776980245725,0.2846261781093777,-0.4293534796098983,0.44772891774784984,-0.6066532299253569,-0.7821984163227048,0.4537308263238217
HRV,0.05993788750735599,-0.3727027750539067,-0.283360333528733,-0.3556130247325863,,0.29038439766446394,-0.37427379283179674,-0.5720588789237825,0.4700364709332615,0.46807815136653885,-0.20155169374344223,0.32543596210869047,-0.45583350007239015,-0.22144365829999493,-0.5419826044157311,0.4278292317436791,1.7993799293538393,-0.9116707156666516
HTI,-1.484863803568989,-1.5123915244697055,-1.3591068072812127,-1.4587560869867486,,1.751452067626778,-0.04120219077317724,0.385621553918977,-1.3513540655670475,-1.3480149339917005,-0.7160411236020894,-1.201667622830372,0.8486032386934186,-0.5502312826970515,0.38748560770310986,-0.11328467128320116,-0.0187438445829951,1.6748216362340012
HUN,0.2771756253149665,0.16518770948345615,-0.19371479404936004,0.49538305186348186,,0.8004612765270469,-0.5836330855543574,-1.1466671386294383,0.13948781801283555,0.1463702333887942,-0.05618527886081903,0.5047755290232417,-0.735903741042696,0.17503553582586764,-0.7141063474007017,0.22093273940987207,0.020609483857196118,-0.7636597084048117
IDN,-0.7366004844538849,-0.9958036333793667,-0.552296951966853,-1.238127474535916,,-0.254273964510837,-0.18394716308401426,-0.23687072742881632,-0.4541505790687471,-0.45553490347279413,-0.5627064756073816,-0.41366043487249327,0.8984787610579935,-0.8790189070941083,0.43051654344935253,-0.9249555258235218,-0.8451637418270108,0.9754696269218078
IND,-1.3460730266363479,-1.389901612149316,-1.2096975748155905,-1.3642009673649633,,-1.758568488614048,-0.3362084668822402,-0.5241748572816445,-0.9938218491429124,-0.9951739916935284,-0.7184100577705469,-1.2234057521533481,1.266790310827163,-1.3528598951957487,0.06905668318091403,-0.7339741482846228,-0.7349744221944754,1.6748216362340012
IRL,0.675444811295587,0.4687496661035518,0.10510367088188427,0.779048410728838,,-0.012203581321814132,-0.3076594724200728,-0.7157109438501966,0.7263803242184904,0.7275200207034302,0.27778059947877787,0.8036748072141616,-0.636152696313546,0.40712091775320164,-1.0841723948183888,1.1758396271043667,0.4141427682591083,-0.7710602587679036
IRN,-0.36850320650209933,-0.8733137210589773,-0.6419424914462265,-0.95446211567056,,-2.4415527840402182,0.5392940299575594,0.05043340242401187,-0.2989950889224236,-0.29986978187066005,-0.13419858818116015,0.4123884794005938,-0.14123405131122457,-0.28430011590531445,-1.4628446293853241,0.4278292317436791,0.2960827829385346,0.22061348988642393
IRQ,-0.7728067740884861,-1.0703627104439517,-0.6718243379393508,-1.2696458477431778,,-2.8478852129646492,0.1681571019493835,-0.14110268414454025,-0.13034781702424672,-0.1338269854950487,-0.619991610953719,-0.6256071957715086,0.13883618965908154,-0.07155518247192491,-1.9447911097432418,1.4623116934127154,1.1933386713748944,-0.06430769909261805
ISL,0.9650951283724012,0.7030781940208191,1.0613227586618663,0.36930955903443463,,0.8350427598397643,-0.1363655056470686,-1.1945511602715764,1.0636748680148433,1.0596056134546514,0.6815761963749534,1.064532359089873,-0.7819426847638423,0.692392533038883,1.2825290712249575,-0.9249555258235218,-1.0183183869638521,-0.9708751185713875
ISR,0.8745794042858972,0.804265512894185,0.4039221358131286,1.1257505160087176,,0.056959385303620616,0.053961124100713895,0.05043340242401187,0.9152652687444492,0.9143181666259916,0.2803110518859939,0.8036748072141616,-1.0389934538735752,0.8761267937313562,-0.5419826044157311,0.7938768720265689,0.33543611137872587,-1.1595891528302336
ITA,0.7176854825359558,0.16518770948345615,0.37404028932000427,-0.00891091945270654,,-0.39259989776170645,0.8723656320161786,0.433505575561115,0.948994723124084,0.9558288657198949,0.865114755017495,1.156919408712521,-0.8471645217021327,0.3345942359009097,-1.0325352719228975,0.2686780837945966,0.8391587154131733,-0.4269346668841258
