Country,Human Development Index (HDI),[Demography] Old age dependency ratio (old age (65 and older) per 100 people (ages 15-64)),"[Demography] Population, ages 15–64 (millions)","[Demography] Population, ages 65 and older (millions)","[Demography] Population, total (millions)","[Demography] Population, under age 5 (millions)","[Demography] Population, urban (%)",[Demography] Sex ratio at birth (male to female births),[Demography] Young age (0-14) dependency ratio (per 100 people ages 15-64),[Education] Education Index,[Education] Expected years of schooling (years),"[Education] Expected years of schooling, female (years)","[Education] Expected years of schooling, male (years)",[Education] Government expenditure on education (% of GDP),"[Education] Gross enrolment ratio, pre-primary (% of preschool-age children)","[Education] Gross enrolment ratio, primary (% of primary school-age population)","[Education] Gross enrolment ratio, secondary (% of secondary school-age population)","[Education] Gross enrolment ratio, tertiary (% of tertiary school-age population)",[Education] Mean years of schooling (years),"[Education] Mean years of schooling, female (years)","[Education] Mean years of schooling, male (years)",[Education] Population with at least some secondary education (% ages 25 and older),"[Education] Population with at least some secondary education, female (% ages 25 and older)","[Education] Population with at least some secondary education, male (% ages 25 and older)",[Education] Primary school teachers trained to teach (%),"[Education] Pupil-teacher ratio, primary school (number of pupils per teacher)","[Gender] Adolescent birth rate (births per 1,000 women ages 15-19)","[Gender] Antenatal care coverage, at least one visit (%)","[Gender] Contraceptive prevalence, any method (% of married or in-union women of reproductive age, 15–49 years)","[Gender] Estimated gross national income per capita, female (2011 PPP$)","[Gender] Estimated gross national income per capita, male (2011 PPP$)",[Gender] Female share of employment in senior and middle management (%),[Gender] Gender Development Index (GDI),[Gender] Gender Inequality Index (GII),"[Gender] Human Development Index (HDI), female","[Gender] Human Development Index (HDI), male",[Gender] Mandatory paid maternity leave (days),[Gender] Proportion of births attended by skilled health personnel (%),"[Gender] Share of employment in nonagriculture, female (% of total employment in nonagriculture)",[Gender] Share of seats in parliament (% held by women),[Gender] Total unemployment rate (female to male ratio),"[Gender] Unmet need for family planning (% of married or in-union women of reproductive age, 15–49 years)",[Gender] Women with account at financial institution or with mobile money-service provider (% of female population ages 15 and older),[Gender] Youth unemployment rate (female to male ratio),"[Health] Infants lacking immunization, DTP (% of one-year-olds)","[Health] Infants lacking immunization, measles (% of one-year-olds)",[Health] Life expectancy Index,[Health] Life expectancy at birth (years),"[Health] Life expectancy at birth, female (years)","[Health] Life expectancy at birth, male (years)",[Human Security] Refugees by country of origin (thousands),[Income_composition of resources] Domestic credit provided by financial sector (% of GDP),[Income_composition of resources] Gross domestic product (GDP) per capita (2011 PPP $),"[Income_composition of resources] Gross domestic product (GDP), total (2011 PPP $ billions)",[Income_composition of resources] Gross fixed capital formation (% of GDP),[Income_composition of resources] Gross national income (GNI) per capita (2011 PPP$),[Income_composition of resources] Income Index,[Inequality] Coefficient of Human Inequality,[Inequality] Inequality in education (%),[Inequality] Inequality in income (%),[Inequality] Inequality in life expectancy (%),[Inequality] Inequality-adjusted HDI (IHDI),[Inequality] Inequality-adjusted education index,[Inequality] Inequality-adjusted income index,[Inequality] Inequality-adjusted life expectancy index,[Inequality] Overall loss in HDI due to inequality (%),[Mobility and communication] International student mobility (% of total tertiary enrolment),[Socio-economic sustainability] Gross capital formation (% of GDP),[Socio-economic sustainability] Skilled labour force (% of labour force),[Trade and financial flows] Exports and imports (% of GDP),"[Trade and financial flows] Foreign direct investment, net inflows (% of GDP)",[Trade and financial flows] Private capital flows (% of GDP),"[Trade and financial flows] Remittances, inflows (% of GDP)","[Work, employment and vulnerability] Employment in agriculture (% of total employment)","[Work, employment and vulnerability] Employment in services (% of total employment)","[Work, employment and vulnerability] Employment to population ratio (% ages 15 and older)","[Work, employment and vulnerability] Labour force participation rate (% ages 15 and older)","[Work, employment and vulnerability] Labour force participation rate (% ages 15 and older), female","[Work, employment and vulnerability] Labour force participation rate (% ages 15 and older), male","[Work, employment and vulnerability] Unemployment, total (% of labour force)","[Work, employment and vulnerability] Unemployment, youth (% ages 15–24)","[Work, employment and vulnerability] Vulnerable employment (% of total employment)","[Work, employment and vulnerability] Youth not in school or employment (% ages 15-24)"
AFG,-0.9478038406557284,-0.8867192511395585,-0.04942164218476169,-0.18191049126046321,0.005251586772076371,0.15060166703419897,-1.3022997850073137,0.45211888024812785,1.1869639166638843,-0.8679880726972212,-0.40288771950123087,-1.2354261131240083,0.06329853023085538,,,0.22494778560799955,-0.7749437113416949,,-1.1435723549141308,-1.5767285476403254,-0.780916063005094,-1.096507279939504,-1.4125260242020006,-0.8077651501969129,,1.341868148111896,0.15169365639258192,,,-0.8293643140815037,-0.7616479368069649,,-3.5290173774990437,1.3901781687808,-1.6858574982239005,-0.8134004884289708,-0.2597229855686075,,-2.346453704930245,0.8783849517549084,0.17767343343677264,,-1.3605346223688364,-0.18898670578667828,1.7496034181323954,1.498441399494399,-0.4069293429372576,-0.41402420437889165,-0.6657497854607829,-0.46808870097938104,4.707661639185579,-1.1473489948990359,-0.7733086254961201,-0.2468168866189914,,-0.712380043523564,-1.169060428845908,0.714970875518958,1.6997641589668142,-1.2403850684784927,0.8519955958222468,-1.096906030424428,-1.3415197247868438,-0.718479361243023,-0.9306005676400795,0.78733375124683,,,,,-0.35806795571483235,0.1563457384938122,-0.3452061099886517,1.2130782098191593,-0.8935242434645666,-0.6882877859529564,-0.7888557088273251,-1.932355255873358,1.4520724544023103,0.06178159146078962,-0.010873178894957024,1.0013715531926295,
AGO,-0.44695016737707005,-0.8996036475549307,-0.09349175069472733,-0.20083729871222436,-0.03767381117249678,0.1590662905800981,0.3773432768290165,-1.1088514372493048,1.7026800487691185,-0.42595925867146744,0.015458131402511297,-0.4187431401422143,0.06329853023085538,,,,,,-0.7338335032197277,,,,,,,,2.0205913599092113,,,-0.47608312757582566,-0.6087474469104573,,,,,,-0.2597229855686075,,0.3509019934617192,1.157067644302464,-0.2600778149831273,,-0.8822482583334021,-0.3326387707130924,2.8439982911539796,2.7813100098216865,-0.6430355235947045,-0.6423330493953563,-0.738818679697345,-0.9008477266418188,-0.17328950857867412,-0.5985673289307478,-0.5594266068006417,-0.18195164621694745,-1.484863787509594,-0.4988529318848664,-0.22345180329645334,1.108726694086798,0.9453240326234013,0.45009626417419235,1.2737999884172317,-0.8714279711089753,-0.89691667417067,-0.45612261685542066,-1.2397122676140637,1.0500387289769204,,-1.6623931937473173,,-0.5821606949999486,,,-0.5750872389120524,0.7680350871814127,-0.4245183674864124,1.187861012583223,1.4282465135599531,1.5026896436857127,0.7043374352956812,-0.03370909730866008,0.09931614073757855,1.0235732042819057,
ALB,0.7840636801993925,0.9428650398433022,-0.23430112178754442,-0.22922750988986615,-0.2402515663846052,-0.281094133806654,0.14830104112406245,1.4927657585797496,-1.0880096660906555,0.8894758866822816,0.9119135261962442,0.6701674905001775,0.6526876062222419,,,,,,0.8105667839360997,0.6461050503591539,0.6384789635003814,1.2866812038939732,1.2917065814467439,1.2214603072546824,,,-0.788119425283978,,,-0.11366131771296843,-0.2833772917893909,,0.5172312334441422,-0.750139187247227,0.6207302407045928,0.5883559256829572,3.886865450042396,,-0.10730266043178736,0.9233337731335464,-0.4504044447309097,,-0.38178967874665626,-0.6199429005659205,-0.6215854734143711,-0.6824352380619894,1.0906584315185526,1.090738637775078,0.9208890608188453,1.0921214704878301,-0.16600394922614786,-0.01709960762265592,-0.24065450222436696,-0.26475580841516105,0.21475618083664136,-0.17064787072765492,0.36891222075464186,-1.0329208069041376,-0.8082395042829092,-1.1096296062843625,-0.6477533556265885,0.775086229473635,0.6769781250105837,0.6924169085747505,0.8088076423830183,-1.0516010928638053,,0.11528837625778564,,-0.20830243874621693,0.21519913761307288,-0.2091121088765339,0.694311302670462,0.3728674869082411,-0.41001303111595383,-0.791562031743939,-0.608834588206136,-0.227144794981131,-1.0177189723438247,0.87345244600111,0.957218700733747,0.6720470620350358,
AND,1.2245735374203812,,,,-0.2613377267784306,,1.3698596315504845,,,0.7243807874678438,0.5234495217856264,,,,,,,,0.873603530350623,0.73051645281483,0.6384789635003814,0.5696156423865553,0.5833763762951758,0.5135909616320328,,,,,,,,,,,,,,,,1.3009038727141056,,,,,-0.6215854734143711,-0.8748655296110824,1.4212070844389793,1.4228242305262992,,,-0.18879467335456332,,,,,1.7507730975431066,1.5047294778801361,,-0.747068683228038,,,,0.525813087801085,,,,,,,,,,,,,,,,,,,,
ARE,1.254745445449216,-1.3376731256775876,-0.16980828006564347,-0.2576177210675079,-0.19130155118465336,-0.2557002631689567,1.285029173881983,-0.06820455891768304,-1.4498427587773923,0.8521963481499891,0.5533313682787507,0.47960813013775916,0.3059881497567206,,,,,,1.0627137695941942,1.2369848675488888,0.46950336510687235,0.446589688206361,0.8183831266024717,0.2377034217996158,,,-0.6229011438020257,,,1.0793853428638138,2.765152327870726,,0.4937747197575151,-0.7810835345632949,0.9599343199587833,1.0029599354907117,-0.9382556386685899,,-2.3032268507893483,0.43788650224425657,1.881096769679426,,0.8313472578465315,0.5771576404875292,-0.4391863279107736,-0.8748655296110824,0.9759782866277922,0.9765842152668465,0.7434360319586248,1.1148982613121692,-0.188607864140396,0.6280199056629491,2.715338827143528,0.09087440613340765,-0.00013829791977915202,2.8399982603173104,1.7981942237403121,,,,-0.9602010538450959,,,,0.9135912694928434,,,0.07442213326916272,-0.40741574609311,1.518740335264925,,,,-1.1579273918198696,0.5376689450873272,1.79029411303062,1.627217225825479,-0.614972444931349,2.052526333381875,-1.0681915589776958,-1.0025770555877758,-1.4297092410830914,
ARG,1.0254389444300709,0.7495990936127183,0.04839250109345477,0.20608906150064094,0.07152237658124193,0.015167690299813758,1.5183129324703624,-0.588527998083494,-0.5140675190703146,1.2675969203669621,1.6888415350174788,1.6774098238443897,1.2767466278601798,,,,,,0.779048410728838,0.73051645281483,0.46950336510687235,0.2989585431901278,0.3913990309737228,0.13243054475829846,,,0.11521689294851448,,,0.09672926947407069,0.18458692088874268,,0.8338941682136093,-0.13125224092586996,0.8694798988243319,0.7397192943429315,-0.2597229855686075,,0.11747698110087648,1.9122078434635814,0.08251011856288129,,0.020477660541424077,0.385621553918977,0.10801110860001856,-0.2334312244474388,0.9085193778685214,0.9039404918525166,0.9000122338941146,0.6935276310619003,-0.188607864140396,-0.43169641482753796,0.13921914044498712,0.2130016353152779,-0.801108627830074,0.1833462692179923,0.7275913545837451,-0.6583725892420456,-0.9645649358675804,0.1605663121729039,-0.6243197782602005,0.775086229473635,1.0504446875281697,0.41256971456130753,0.6673497457847541,-0.6481613056354516,,-0.5079218293187159,-0.012180840266897015,-1.1766865073839319,-0.23738014659316808,-0.12190057711770132,-0.5637194907784776,-1.1540908131764407,1.2822762121041904,-0.24937224134128122,-0.24879234696375763,-0.22098880053747708,-0.07738553922488363,0.04586647666588115,0.54007341926772,-0.6526514529584317,
ARM,0.6030322320263832,0.5949863366282513,-0.23430112178754442,-0.23869091361574676,-0.2402515663846052,-0.281094133806654,0.3052373878107904,4.094382954408792,-0.9216496234760638,0.9107784801293065,0.37404028932000427,0.2346032382432209,0.028628584584303382,,,,,,1.3463791284595499,1.1807105992451041,1.1454057586809083,1.4378273761724976,1.417484842174593,1.3957050692541035,,,-0.7344771261015259,,,-0.3749112707591841,-0.35934917911851455,,0.50550297660083,-0.6263617979829555,0.43982139843569124,0.3777634127647338,0.494202184542484,,0.31632051014900187,0.04233687411224265,-0.16491450010923597,,-0.2931008165414103,0.433505575561115,-0.4391863279107736,-0.6824352380619894,0.7061426515907092,0.7067646711564786,0.6286134838725981,0.5113133044671903,-0.16861927822449063,-0.10483586142949809,-0.40126578151873,-0.26956724108234564,-0.5569103565159597,-0.3182755409528967,0.1515309275248825,-1.0521284078098858,-1.1888579464021085,-0.6239664609918784,-0.6633757405375138,0.6335069829267226,0.8814955282940237,0.2843064173051462,0.5468485746084552,-1.0516010928638053,,-0.5181383900658717,,-0.018637762402860206,-0.22229417045296004,0.12312229782378072,1.1098656511089169,0.1465093469459391,0.005806611503853196,-0.7141063474007017,-0.22984275531942164,0.0314069716523472,-0.37194781947901084,1.5578023821821645,1.665578612657189,0.09480413371386004,
ATG,0.7538917721705577,-0.21673063754020108,-0.2547238549994797,-0.2670811247933885,-0.2613377267784306,-0.29802338089845215,-1.323507399424439,-1.1088514372493048,-0.6970635659463652,0.5220061497211125,0.4338039823062529,0.37071706707351987,0.028628584584303382,,,,,,0.5584197982780053,,,,,,,,-0.2989016567400153,,,,,,,,,,-0.24464448216638565,,,0.21314239535106677,,,,,-0.3479867551589749,-0.16928779393107443,0.8882817052407402,0.883185142305565,0.7434360319586248,0.8074115851835946,-0.188607864140396,-0.08419203700435882,0.27543242109363925,-0.28358573626080935,,0.30733843717157794,0.8254129365371371,,,,-0.7805436273694542,,,,0.7406982847616318,,,,,,,,-0.3199444474695967,,,,,,,,,,
AUS,1.7133584474875063,1.5484316713657982,-0.08381782443644219,0.09252821679007385,-0.07758690048938059,-0.1625894041640669,1.272304605231708,0.45211888024812785,-0.9258086245414286,1.8693951852453985,3.3323430921393227,2.929657049083141,3.460953203592964,,,,,,1.7245996069466916,1.5183562090678102,1.5171520751466285,1.1847454132875264,1.1890980003266571,1.1161874302133654,,,-0.9554833987332283,,,1.8879789475373583,1.361694560399171,,0.5758725176607102,-1.415442654542686,1.4913540441236803,1.6018323941019101,-1.616788291768572,,0.6794260849325358,1.354842458368471,-0.3457247983696293,,1.5535279929463923,-0.8593630087766102,-0.5303859006625723,-0.618291807545625,1.562870792833447,1.5681116773549575,1.380179253162949,1.6273760548597933,-0.18879467335456332,1.9406230753613933,1.5090762041446701,0.36750208429487147,0.09754101060586658,1.5346616940842734,1.4340805575804643,-1.2249968159616205,-1.2092482200870656,-0.5959474333788504,-1.0851801331324988,1.582612302370838,1.6684429278846509,1.4036951933589175,1.4270310423309864,-1.220482864261721,,0.013122768786227989,,-0.8684814083259773,-0.10160636133129577,0.02345197581368632,-0.556140992022761,-1.0735226616644347,1.3886486788208854,0.3100299233598732,0.21547264832246732,0.5115745382573789,-0.38327713795032275,-0.4315869671813661,-0.4122771289849074,-1.0448806222023075,
AUT,1.5262926177087293,2.2055358885497833,-0.1934556553636738,-0.1062032614534185,-0.1965730912831097,-0.26416488671485583,0.09316124363953658,0.45211888024812785,-1.254369708705247,1.4593202613901808,1.3003775306068621,1.0512862112250143,1.1380668452739717,,,,,,1.472452621288597,1.2088477333969967,1.4495618357892246,1.536248139516653,1.5200934232946797,1.4828274502538146,,,-1.0842249167711133,,,1.9116508182828735,1.5240752285657122,,0.5289594902874558,-1.6114235208777823,1.3047918005338763,1.4044019132410759,0.07200408928027276,,0.7312983099016122,1.4357503368500193,-0.5170187651426337,,1.528188318030608,-0.7157109438501966,-0.16558760965537753,-0.6824352380619894,1.4279529753149056,1.4332019052997744,1.2862335320016547,1.422384937440744,-0.18879467335456332,1.0735824495055404,1.551053546792749,-0.047112730729182144,0.048701356343043706,1.6345338050499276,1.4666877515649288,-1.2442044168673687,-1.2092482200870656,-0.5959474333788504,-1.132047287865275,1.4462767316219596,1.3394366704286822,1.4328459427353177,1.3589216847096002,-1.2392475055281558,,0.10507181551063009,0.8940648528901771,0.27680144497813763,-0.13177831361171186,0.4055215435190482,-0.48414525384345436,-1.0083008247261442,0.9921694846950228,-0.04282374975931662,-0.21089316367508631,0.25302277162390024,-0.8930964691593873,-0.4634171967711826,-0.5854317741217487,-1.1447880521040494,
