Country,1990,1995,2000,2005,2010,2011,2012,2013,2014,2015,2016
Afghanistan,,,,,,31.7,,,,,
Albania,,,,,,96.8,97.2,,,,
Andorra,,,,,,,,,,100.0,100.0
Angola,,,,,,,,,66.0,,
Argentina,,,,,,,,,,98.1,
Armenia,,,,,,99.7,,,,,
Azerbaijan,,,,,99.8,99.8,99.8,99.8,99.8,99.8,99.8
Bahrain,,,,,94.6,,,,,,
Bangladesh,,,,,,47.1,,,,,72.8
Benin,,,,,,,32.9,,,,
Bhutan,,,,52.8,,,57.0,,,,
Bolivia (Plurinational State of),,,,,,92.2,94.5,,,92.5,
Bosnia and Herzegovina,,,96.7,,,98.1,,97.0,,,
Brazil,,,86.4,,90.4,91.4,91.3,91.5,91.7,,
Brunei Darussalam,,,,,,96.1,,,,,
Bulgaria,,,,,,98.4,,,,,
Burkina Faso,,,,23.6,,,,,34.6,,
Burundi,37.4,,59.3,,,,,,61.6,,
Cabo Verde,62.8,,,,,,85.3,,,86.8,
Cameroon,,,68.4,,71.3,,,,,,
Central African Republic,,,50.6,,36.8,,,,,,
Chad,,,25.7,,,,,,,26.0,22.3
Chile,,,,,,96.7,,96.3,,,
China,77.8,,90.9,,95.1,,,,,,
Colombia,,,,92.8,93.4,93.6,,,94.2,94.2,
Comoros,,,68.5,,,,49.2,,,,
Congo,,,,,,79.3,,,,,
Congo (Democratic Republic of the),,,,,,,75.0,,,,77.0
Costa Rica,,,94.9,,,97.4,,,,,
Croatia,,,,,,99.1,,,,,
Cuba,,,,,,,99.8,,,,
Cyprus,,,,,,98.7,,,,,
Côte d'Ivoire,,,48.7,,,,41.0,,43.9,,
Dominican Republic,,,,,89.5,90.1,90.2,90.9,91.8,92.0,
Ecuador,88.3,,,,91.9,91.6,92.1,93.3,94.2,94.5,94.3
Egypt,,,,71.4,72.0,,73.9,75.1,,,
El Salvador,,,,,84.5,85.5,,86.8,,88.0,
Equatorial Guinea,,,88.3,,,,,,,,
Estonia,,,99.8,,,99.9,,,,,
Eswatini (Kingdom of),,,81.7,,83.1,,,,,,
Ethiopia,,,,29.8,,,,,,,
Gabon,,,,,,,82.3,,,,
Gambia,,,36.8,,,,,42.0,,,
Georgia,,,,,,,,,99.6,,
Ghana,,,57.9,,71.5,,,,,,
Greece,,,,93.0,,97.1,,,,,
Guatemala,,,,,,,78.3,77.0,81.3,,
Guinea,,,,,25.3,,,,32.0,,
Guinea-Bissau,,,41.4,,,,,,45.6,,
Guyana,,,,,,,,,85.6,,
Honduras,,,,,84.8,85.1,85.4,85.5,87.2,87.9,89.0
India,,,,,,69.3,,,,,
Indonesia,81.5,,,,,92.8,,,95.1,95.2,95.4
Iran (Islamic Republic of),,,,82.4,,,83.6,84.6,84.7,,
Iraq,,,74.1,,,,,43.7,,,
Italy,,,,,,98.8,,,,,
Jordan,,,,91.1,92.6,95.9,97.9,,,,
Kazakhstan,,,,,99.8,,,,,,
