"Contraceptive prevalence, any method (% of married or in-union women of reproductive age, 15–49 years)"
"HDI Rank (2017)","Country","1990","","1995","","2000","","2005","","2010","","2011","","2012","","2013","","2014","","2015","","2016","","2017",""
"168"," Afghanistan","","","","","5.3","","13.6","","21.8","","21.2","","","","","","","","","","22.5","","",""
"68"," Albania","","","","","57.5","","60.1","","","","","","","","","","","","","","","","",""
"85"," Algeria","","","56.9","","64.0","","","","","","","","","","57.1","","","","","","","","",""
"147"," Angola","","","","","","","","","","","","","","","","","","","","","13.7","","",""
"47"," Argentina","","","","","","","78.9","","","","","","55.4","","81.3","","","","","","","","",""
"83"," Armenia","","","","","60.5","","53.1","","54.9","","","","","","","","","","","","57.1","","",""
"3"," Australia","","","66.7","","","","","","","","","","67.8","","","","","","","","66.9","","",""
"20"," Austria","","","","","","","","","","","","","","","65.7","","","","","","","","",""
"80"," Azerbaijan","","","","","55.1","","","","","","","","","","","","","","","","","","",""
"43"," Bahrain","","","61.8","","","","","","","","","","","","","","","","","","","","",""
"136"," Bangladesh","","","","","54.3","","","","","","61.2","","","","61.8","","62.3","","","","","","",""
"58"," Barbados","","","","","","","","","","","","","59.2","","","","","","","","","","",""
"53"," Belarus","","","50.4","","","","72.6","","","","","","63.1","","","","","","","","","","",""
"17"," Belgium","","","","","","","","","70.4","","","","","","66.8","","","","","","","","",""
"106"," Belize","","","","","","","","","","","55.2","","","","","","","","","","51.4","","",""
"163"," Benin","","","","","","","","","","","","","12.9","","","","17.9","","","","","","",""
"134"," Bhutan","","","","","30.7","","","","65.6","","","","","","","","","","","","","","",""
"118"," Bolivia (Plurinational State of)","","","","","53.4","","","","","","","","","","","","","","","","66.5","","",""
"77"," Bosnia and Herzegovina","","","","","47.5","","","","","","","","45.8","","","","","","","","","","",""
"101"," Botswana","","","","","44.4","","","","","","","","","","","","","","","","","","",""
"79"," Brazil","","","","","","","","","","","","","","","80.2","","","","","","","","",""
"51"," Bulgaria","","","85.9","","","","64.4","","","","","","","","","","","","","","","","",""
"183"," Burkina Faso","","","","","","","","","","","16.2","","","","","","20.8","","","","25.5","","25.4",""
"185"," Burundi","","","","","15.7","","9.1","","","","21.9","","31.7","","","","","","","","","","28.5",""
"125"," Cabo Verde","","","","","","","61.3","","","","","","","","","","","","","","","","",""
"146"," Cambodia","","","12.6","","23.8","","","","","","50.5","","","","","","56.3","","","","","","",""
"151"," Cameroon","","","","","25.6","","","","","","23.4","","","","","","34.4","","","","","","",""
"12"," Canada","","","74.7","","","","","","","","","","","","","","","","","","","","",""
"188"," Central African Republic","","","14.8","","27.9","","","","","","15.2","","","","","","","","","","","","",""
"186"," Chad","","","","","7.9","","","","4.8","","","","","","","","","","5.7","","","","",""
"44"," Chile","","","","","","","","","","","","","","","","","","","","","76.3","","",""
"90"," Colombia","66.1","","72.2","","76.9","","78.2","","79.1","","","","","","","","","","","","81.0","","",""
"165"," Comoros","","","","","25.7","","","","","","","","19.4","","","","","","","","","","",""
"137"," Congo","","","","","","","44.3","","","","","","44.7","","","","","","30.1","","","","",""
"176"," Congo (Democratic Republic of the)","","","","","","","","","17.7","","","","","","","","20.4","","","","","","",""
"63"," Costa Rica","","","","","","","","","82.2","","76.2","","","","","","","","","","","","",""
"73"," Cuba","","","","","73.3","","","","","","74.3","","","","","","73.7","","","","","","",""
"27"," Czechia","","","","","","","78.2","","","","","","","","","","","","","","","","",""
"170"," Côte d'Ivoire","","","","","","","","","","","","","18.2","","","","","","","","15.5","","",""
"172"," Djibouti","","","","","","","","","","","","","19.0","","","","","","","","","","",""
"94"," Dominican Republic","","","","","64.7","","","","73.0","","","","","","71.9","","69.5","","","","","","",""
"86"," Ecuador","","","","","","","","","","","","","80.1","","","","","","","","","","",""
"115"," Egypt","","","","","56.1","","59.2","","","","","","","","","","58.5","","","","","","",""
"121"," El Salvador","","","","","","","","","","","","","","","","","72.0","","","","","","",""
"141"," Equatorial Guinea","","","","","10.1","","","","","","12.6","","","","","","","","","","","","",""
"179"," Eritrea","","","","","","","","","8.4","","","","","","","","","","","","","","",""
"30"," Estonia","","","","","","","63.4","","","","","","","","","","","","","","","","",""
"144"," Eswatini (Kingdom of)","","","","","27.7","","","","65.2","","","","","","","","66.1","","","","","","",""
"173"," Ethiopia","4.8","","","","8.1","","14.7","","","","28.6","","","","","","42.0","","37.9","","39.2","","36.5",""
"15"," Finland","77.4","","","","","","","","","","","","","","","","","","85.5","","","","",""
"24"," France","","","","","81.8","","76.6","","","","78.4","","","","","","","","","","","","",""
"110"," Gabon","","","","","32.7","","","","","","","","31.1","","","","","","","","","","",""
"174"," Gambia","11.8","","","","9.5","","","","13.3","","","","","","9.0","","","","","","","","",""
"70"," Georgia","","","","","40.5","","47.3","","53.4","","","","","","","","","","","","","","",""
"5"," Germany","","","","","","","66.2","","","","68.7","","","","","","","","","","","","",""
"140"," Ghana","","","","","","","","","","","34.7","","","","19.8","","26.7","","34.7","","30.6","","33.0",""
"75"," Grenada","54.3","","","","","","","","","","","","","","","","","","","","","","",""
"127"," Guatemala","","","31.4","","","","","","","","","","","","","","","","60.6","","","","",""
"175"," Guinea","","","","","","","9.1","","","","","","5.6","","","","","","","","8.7","","",""
"177"," Guinea-Bissau","","","","","7.6","","","","14.2","","","","","","","","16.0","","","","","","",""
